儿想娘亲难叩首,0,儿想娘亲难叩首，
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,8483880.018160442,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,8499405.011122445,0.14285714285714285
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,8535676.757277617,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,8548765.947996803,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,8561677.92519607,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,8569508.00050417,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,8597221.141259393,0.2857142857142857
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,8619824.757373078,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,8634931.111181324,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,8641137.676503861,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,8660290.241358066,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,8673487.55457887,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,8716693.94088745,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,8733151.632941918,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,8733591.630266095,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,8739818.641415343,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,8757224.25809759,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,8757837.962027613,0.14285714285714285
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,8758788.881688287,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,8766501.772894025,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,8788982.703818219,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,8805276.24440673,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,8808558.513114678,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,8810616.168710843,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,8813860.639816085,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,8836025.550999317,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,8841634.154671578,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,8847798.399093727,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,8863794.397638662,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,8894225.11625439,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,8924411.677165663,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,8924411.677165663,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,8939588.748909848,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,8957125.588579146,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,8991093.235483866,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,9022446.587052284,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,9034525.903642926,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,9036983.038990133,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,9037117.22091443,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,9077957.44107006,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,9093731.180397075,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,9107755.130744806,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,9153254.912814947,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,9154990.13628584,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,9164455.609453093,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,9167565.240332743,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,9169159.988914523,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,9212806.517728051,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,9214374.203030158,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,9216420.460535549,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,9230707.380090944,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,9251436.464408958,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,9253600.887873804,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,9261168.4945527,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,9281559.257253727,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,9303788.373333134,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,9323120.953480711,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,9343049.831220696,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,9355876.045434948,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,9387231.425189046,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,9391169.389887795,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,9405938.759262562,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,9450163.9238479,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,9473583.184158871,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,9479263.817681719,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,9484528.946406424,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,9489155.024675617,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,9495067.486507779,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,9495737.655731982,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,9497872.010775253,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,9505082.394499829,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,9512771.378843231,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,9543137.204423724,0.0
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,9568563.873617118,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,9583945.575965788,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,9585689.39688972,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,9602198.45153942,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,9620509.958103279,0.2857142857142857
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,9637849.983598897,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,9648727.662591666,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,9650442.563723637,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,9659374.760710146,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,9672010.065387206,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,9673680.314651221,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,9678968.962887583,0.14285714285714285
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,9714347.706100395,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,9744719.705052204,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,9745922.615236655,0.14285714285714285
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,9760344.646395115,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,9765831.343914356,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,9765831.343914356,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,9774569.00411238,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,9821552.07756108,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,9837227.748861182,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,9863104.30689141,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,9872571.289800003,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,9881162.930497056,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,9915941.127991907,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,9919187.922349393,0.14285714285714285
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,9936389.89676734,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,9943562.755528817,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,9949910.016373128,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,9968143.27123016,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,9971690.068278976,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,9978803.128864877,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,9981480.627604594,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,9987524.06760334,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,9987524.06760334,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,9997292.216880646,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,10062407.058656102,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,10076579.702825515,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,10091461.136415074,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,10100206.068875698,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,10104299.691304578,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,10108102.81824637,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,10120790.632483896,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,10125522.308250785,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,10133663.439270457,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,10136725.03633485,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,10141071.62056073,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,10142844.929200638,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,10147385.52469165,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,10148747.873739427,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,10154864.713212717,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,10158191.66467125,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,10218189.557660013,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,10220333.171946699,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,10220767.94429203,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,10237635.831672657,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,10246479.640889676,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,10261853.756659098,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,10272084.355005821,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,10272282.82250789,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,10301571.769332277,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,10358524.789778685,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,10367342.01357314,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,10382025.509754464,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,10483450.864156965,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,10498235.249219064,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,10538834.312192295,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,10539143.474810995,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,10546655.837353889,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,10550884.509352643,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,10563099.64829543,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,10570449.665963514,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,10593377.275346167,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,10603263.244303506,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,10623069.828368183,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,10625018.00359121,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,10627647.82292656,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,10643792.558236059,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,10655351.116654849,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,10693927.81931146,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,10702244.48644666,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,10710714.498629855,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,10758245.11518774,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,10763400.351105586,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,10769274.347561978,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,10780271.282712035,0.0
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,10789718.634992078,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,10798785.310881114,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,10808825.821434274,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,10834306.316555215,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,10855277.327236056,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,10864357.224991344,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,10886301.158717781,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,10898790.673992487,0.14285714285714285
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,10911353.651565174,0.0
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,10925681.23430058,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,10933149.815319337,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,10957017.798661627,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,10959024.602314726,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,10971792.684906371,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,10983363.09911888,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,10997456.751154348,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,11003026.104317889,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,11021397.85893945,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,11034470.137496369,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,11039281.987604158,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,11066223.555074077,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,11066223.555074077,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,11071825.054515708,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,11078347.101480283,0.14285714285714285
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,11113000.156718414,0.0
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,11148357.12834315,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,11192662.970636677,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,11219660.505504526,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,11249684.713212837,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,11253378.297312304,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,11256435.831616698,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,11265920.812637093,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,11270343.947300788,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,11294272.237921592,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,11295247.69749616,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,11295527.853795243,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,11299671.145741588,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,11302021.819637619,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,11313675.851523994,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,11313708.18867908,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,11341925.430026613,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,11348723.246604437,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,11352153.750160025,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,11358753.08099705,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,11369835.48488884,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,11381941.188186849,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,11425164.049313597,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,11427384.976509731,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,11453821.708560342,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,11527685.666575698,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,11536876.247772278,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,11548210.322906649,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,11566258.779325925,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,11579152.438900845,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,11579152.438900845,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,11615363.156476777,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,11616267.051786758,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,11641058.776247056,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,11658697.868984863,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,11658946.691823332,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,11669643.120633267,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,11674779.763012476,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,11779977.041839875,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,11807596.690782387,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,11844841.937472444,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,11848627.42384375,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,11852794.672559919,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,11867242.52719029,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,11901751.184113216,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,11940668.593875896,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,11942787.33819966,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,11958308.662571764,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,11968757.665882954,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,11976518.245387299,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,11986942.222100481,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,11987868.440229136,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,12026213.84182073,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,12051779.837737786,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,12082915.006374639,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,12096017.87838222,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,12107920.368191682,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,12131659.019566039,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,12143734.126408495,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,12168212.92206899,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,12181132.04934726,0.14285714285714285
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,12184891.77710588,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,12193625.748598775,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,12199255.814359855,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,12199302.462526724,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,12207897.375024635,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,12262362.163970651,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,12293760.4886003,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,12347836.71506294,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,12362968.652889121,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,12382238.899541663,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,12383970.618822094,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,12415597.89559905,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,12439225.741501192,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,12472805.13482511,0.0
