儿想娘亲难叩首,0,儿想娘亲难叩首，
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,12488495.902625632,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,12508073.569047643,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,12530356.025938846,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,12548689.993584199,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,12562380.66773685,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,12586880.843746258,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,12592785.931183098,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,12602232.589466788,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,12641617.174441965,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,12643062.3901627,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,12645039.447758006,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,12676262.052418856,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,12681496.645739006,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,12700104.21814607,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,12704434.541850941,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,12729142.73182366,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,12735541.81359841,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,12761139.537611956,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,12809435.730061693,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,12830848.04684671,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,12843145.691815723,0.14285714285714285
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,12875462.889798915,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,12882461.177476509,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,12899519.521542683,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,12904600.411097705,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,12931399.017034288,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,12978959.122235917,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,13015957.602162022,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,13037701.008287733,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,13056752.880001577,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,13140006.26097188,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,13146565.351211086,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,13170028.52079817,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,13326434.827948857,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,13354020.310531052,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,13414686.454167714,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,13415081.264014982,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,13422040.931392003,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,13427098.91198089,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,13433820.603500415,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,13488055.859966323,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,13491335.894970447,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,13506870.99335738,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,13511316.30841595,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,13526949.78795402,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,13530006.413675772,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,13530929.283402497,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,13551172.356965784,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,13579466.571880898,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,13579755.820095986,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,13581796.65235088,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,13611143.666653417,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,13628336.24265482,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,13639514.07621056,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,13665622.556591634,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,13693794.97707833,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,13706941.339645248,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,13708302.05560143,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,13732559.749068726,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,13736023.406654522,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,13747830.541484306,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,13839867.416100169,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,13840418.767696954,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,13845954.02495912,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,13862004.546254875,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,13875511.650882546,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,13902389.750619248,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,13911226.057909425,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,13923536.31038764,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,13924694.996500298,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,13940668.62479626,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,13958042.956109278,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,13964259.129351856,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,13974455.599502321,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,13974555.815444387,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,14021208.691062959,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,14147561.094621921,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,14192271.215542696,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,14204540.149947587,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,14225718.013790479,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,14240462.915266821,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,14307671.127386328,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,14309476.394969527,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,14342647.28806722,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,14362252.31109248,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,14365785.864681732,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,14416251.044761887,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,14422723.248099346,0.2857142857142857
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,14455840.15107864,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,14468649.024891792,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,14473071.795626916,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,14496985.833904117,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,14504511.609445496,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,14504757.947575897,0.14285714285714285
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,14576453.460767834,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,14630587.872619463,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,14637371.172158629,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,14637371.172158629,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,14637453.086673018,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,14669151.961793007,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,14684457.660805266,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,14692217.755556667,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,14692217.755556667,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,14710391.266420469,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,14741252.650001874,0.42857142857142855
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,14776177.484553097,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,14803486.838540405,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,14819088.01463012,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,14824771.583043553,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,14844740.81866586,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,14857833.682633122,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,14864061.310756596,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,14935132.041643532,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,15011130.440447628,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,15019843.822061894,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,15019843.822061894,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,15028216.764354967,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,15030243.947288867,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,15041252.664517693,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,15059788.817874815,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,15065122.508867932,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,15068132.480285564,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,15135169.3877554,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,15174681.79389124,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,15179114.947377715,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,15198757.484435065,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,15210345.115073262,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,15226000.159809915,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,15238495.815990815,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,15243215.016358681,0.14285714285714285
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,15243806.187136782,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,15248004.467731647,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,15270365.51070614,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,15278939.255717793,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,15288032.384687379,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,15309841.221705353,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,15314129.44830006,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,15343906.79095085,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,15364528.922547897,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,15399156.294675168,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,15445821.579358434,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,15474137.68297498,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,15500566.791564666,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,15508020.318128126,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,15509424.967822917,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,15511838.91743408,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,15517075.09831156,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,15540931.187705742,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,15562272.06050949,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,15564667.981303096,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,15611493.048999827,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,15662431.54549538,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,15665790.701825533,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,15736072.027129,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,15831290.98438023,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,15860592.629134586,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,15927382.063273793,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,15968310.088941174,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,16012159.81086928,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,16026538.569078863,0.2857142857142857
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,16055280.252628682,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,16056572.459294878,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,16075196.20321076,0.14285714285714285
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,16091063.930053454,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,16162146.18056949,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,16186940.287123976,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,16254139.136119464,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,16259203.961326692,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,16280218.232225118,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,16320047.78379379,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,16321263.294795526,0.14285714285714285
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,16355318.0725019,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,16364085.708560254,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,16388526.583970683,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,16410958.499548627,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,16412550.062674383,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,16414811.566436715,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,16418209.488409579,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,16420251.1998353,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,16442631.630847769,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,16455714.736778459,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,16460703.367908755,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,16498612.025346985,0.14285714285714285
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,16574293.498979736,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,16585879.058201374,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,16671866.016716417,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,16726899.556904204,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,16737167.882127896,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,16745640.272496954,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,16766358.09790005,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,16766358.09790005,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,16787935.434829164,0.2857142857142857
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,16806552.8570243,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,16915828.39401831,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,16969063.089744847,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,17046614.608812653,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,17126342.80728194,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,17126342.80728194,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,17136561.52387432,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,17228091.11485782,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,17248258.063561052,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,17270270.77004748,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,17287252.891791016,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,17309586.01634721,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,17347884.77589411,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,17355228.427600116,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,17363388.566005528,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,17416810.22050725,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,17417403.57989364,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,17547126.772027615,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,17600284.10523201,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,17606123.275843013,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,17646178.090877045,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,17686444.093166348,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,17690437.77420339,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,17730241.117690407,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,17760612.076095153,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,17761322.58397275,0.14285714285714285
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,17764473.291661493,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,17802639.104735445,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,17835683.65652693,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,17835683.65652693,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,17843958.132881295,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,17858648.417024672,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,17964041.45018115,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,17999413.438892577,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,18011221.53486695,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,18013497.3424057,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,18035987.67769663,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,18056791.059890702,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,18164606.90021916,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,18186775.26167424,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,18195497.06588031,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,18212688.88948543,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,18251780.704751004,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,18266558.982473213,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,18364161.905787595,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,18469339.64460529,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,18675795.394220326,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,18706768.954586767,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,18713984.945391677,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,18725129.442942046,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,18779318.94931112,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,18782962.805032175,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,18787014.234419826,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,18800583.23571198,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,18853424.431387797,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,18857824.403868534,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,18861590.32516418,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,18877824.930728428,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,18889071.674737237,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,18916204.66496359,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,19018926.441869985,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,19050713.81269409,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,19099448.21263493,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,19120794.24910094,0.0
