眼见得红日坠落在西山后,19,眼见得红日坠落在西山后，
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,9606437.684175692,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,9645073.17011673,0.18181818181818182
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,9645914.686808968,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,9654773.229204183,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,9658599.348748876,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,9680821.947932394,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,9680821.947932394,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,9712735.185752247,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,9723859.49780042,0.18181818181818182
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,9738614.88173542,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,9740730.526191529,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,9760728.052209007,0.09090909090909091
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,9784565.366761148,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,9784565.366761148,0.09090909090909091
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,9798320.888595117,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,9825393.799890393,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,9828296.37467431,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,9863144.85078005,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,9885897.559642667,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,9899024.961553883,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,9933483.261711339,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,9998840.031291317,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,10022993.958470816,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,10037535.364488825,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,10040312.131475536,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,10052709.50277406,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,10055442.009071764,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,10073128.748367347,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,10073574.210715339,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,10080370.780536652,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,10087085.113334138,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,10123357.669077428,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,10137866.506012028,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,10169197.956984818,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,10178758.956140729,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,10181463.156579783,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,10244514.295263998,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,10244514.295263998,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,10245240.826959057,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,10315425.500127511,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,10354231.887844712,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,10358289.304395078,0.09090909090909091
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,10452146.875990689,0.09090909090909091
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,10457898.540053938,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,10469710.815892125,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,10490673.215289779,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,10505513.344332214,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,10509085.754655516,0.09090909090909091
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,10544110.562741697,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,10570810.94909136,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,10574011.337117411,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,10613802.484886676,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,10624688.189844895,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,10626828.942668635,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,10665112.247026134,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,10700104.036325656,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,10718981.630173132,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,10730130.908935351,0.09090909090909091
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,10756541.7883958,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,10756733.016038692,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,10763630.196295818,0.18181818181818182
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,10778939.426826738,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,10779644.462762177,0.09090909090909091
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,10790184.16663974,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,10791259.89683634,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,10823331.133644802,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,10840368.7053198,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,10883357.412039414,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,10901933.322436271,0.09090909090909091
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,10907178.710394451,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,10984029.837089231,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,10987750.598991435,0.09090909090909091
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,10996494.370947652,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,10999309.798446191,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,11029238.870554678,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,11032363.70134531,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,11032773.94985515,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,11063563.246952536,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,11081643.937566517,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,11108897.849942528,0.09090909090909091
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,11139413.626782669,0.09090909090909091
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,11139961.401481988,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,11140599.777329437,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,11181483.05026222,0.09090909090909091
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,11185309.55942709,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,11213604.98696774,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,11227387.639458176,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,11239042.636138873,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,11249296.325579032,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,11271223.026353402,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,11298075.953767255,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,11310054.863459496,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,11317056.06927847,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,11318120.18407912,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,11332487.615272123,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,11335044.127021922,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,11356306.217619922,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,11358747.996817397,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,11361059.844494753,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,11361816.56578458,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,11362569.476092087,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,11381238.535588805,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,11383000.645170376,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,11418482.320949819,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,11427854.867906194,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,11435804.860867854,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,11435804.860867854,0.0
daxp-WoZhuYe-SiLangTanMu.xml_4,叫番儿忙摆驾银安殿，,11457338.022901187,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,11460302.022672987,0.09090909090909091
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,11488080.957668036,0.09090909090909091
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,11493465.642651241,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,11503030.250413546,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,11504611.40812852,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,11504611.40812852,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,11511813.015870677,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,11528024.008072512,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,11532666.94871583,0.09090909090909091
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,11560644.107060473,0.09090909090909091
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,11619236.429322207,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,11651891.552389847,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,11686525.192581872,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,11695353.36638282,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,11710298.00624522,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,11722961.077563602,0.09090909090909091
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,11782484.280792499,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,11783956.64736887,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,11790830.78163121,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,11839341.041987345,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,11841972.660949994,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,11842517.522615243,0.18181818181818182
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,11879514.902249955,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,11888425.093318725,0.09090909090909091
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,11920941.655885613,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,11936762.452170856,0.09090909090909091
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,11955815.27626886,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,11984485.523121368,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,11998135.351160023,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,12027581.46950892,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,12029593.244160939,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,12051904.39153167,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,12060480.874822665,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,12064681.896472339,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,12073097.47659355,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,12088232.236459374,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,12120081.822797764,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,12129777.38702375,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,12148326.479398308,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,12182720.970420366,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,12189449.456060102,0.09090909090909091
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,12197762.302251432,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,12200434.315719632,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,12250492.934497418,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,12272443.248838134,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,12281006.23375783,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,12291906.992348537,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,12298802.70673494,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,12306631.313911108,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,12308057.342420924,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,12316635.348896973,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,12320604.394457553,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,12326505.955502534,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,12329613.974335238,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,12374052.018276388,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,12386594.804779898,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,12453180.387939507,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,12484211.532048326,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,12485469.539597327,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,12498960.238453189,0.09090909090909091
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,12513917.08086137,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,12522480.552161576,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,12538532.823614815,0.09090909090909091
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,12553358.251027925,0.18181818181818182
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,12563681.638056474,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,12602161.59627719,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,12602276.096880186,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,12640078.291937103,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,12641696.560663823,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,12666987.436841907,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,12673687.543747459,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,12683779.326077808,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,12695514.255853226,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,12716526.478812888,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,12731233.799057437,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,12770295.375950493,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,12787041.292861506,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,12796008.854116423,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,12796008.854116423,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,12815604.865363443,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,12821452.06190152,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,12828125.079494486,0.09090909090909091
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,12874360.209059156,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,12890451.159046406,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,12890825.233362399,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,12908499.618167248,0.09090909090909091
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,12917811.473818546,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,12918192.220223665,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,12924383.315103913,0.18181818181818182
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,12939372.73391717,0.36363636363636365
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,12947392.0533005,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,12964366.517970925,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,12966012.991380958,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,12967056.202936295,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,12997769.483179735,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,12999520.648550747,0.09090909090909091
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,13004201.578022616,0.09090909090909091
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,13005850.734072747,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,13020470.504128223,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,13041358.803260507,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,13097566.352898307,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,13102882.093348766,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,13109570.482338207,0.09090909090909091
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,13129792.718082456,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,13137979.313357607,0.09090909090909091
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,13221450.57287194,0.09090909090909091
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,13233152.53505852,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,13242618.322189262,0.09090909090909091
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,13251234.761625847,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,13265926.31194891,0.09090909090909091
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,13287225.47866534,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,13304710.901247775,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,13309463.85631884,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,13355330.250787133,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,13364970.148150958,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,13382977.93485571,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,13394091.243761368,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,13429016.283116577,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,13462827.912566816,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,13495310.3492504,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,13579333.67162701,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,13585977.062607605,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,13598012.618060887,0.09090909090909091
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,13609320.409674536,0.09090909090909091
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,13615785.96715747,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,13624775.568394648,0.09090909090909091
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,13634528.231614416,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,13638152.91369131,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,13656646.983909605,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,13664203.521848567,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,13669461.932600342,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,13683924.264081767,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,13687567.81176219,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,13706672.4607062,0.09090909090909091
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,13718604.961855631,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,13735640.926495876,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,13736048.075506335,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,13760406.818161093,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,13763752.960596804,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,13766521.37222563,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,13769767.442574281,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,13785249.523984378,0.09090909090909091
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,13798353.494938212,0.0
