娘想儿来泪双流,3,娘想儿来泪双流。
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,6437839.13839842,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,6453420.136324801,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,6466862.774148647,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,6470294.682053639,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,6475766.405561791,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,6481681.763523187,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,6482068.5409171395,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,6490476.255764218,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,6493115.598229895,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,6499745.274850579,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,6513268.509646162,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,6513891.76789362,0.2857142857142857
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,6525992.623378085,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,6548061.36200827,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,6548552.406984549,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,6555281.353994839,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,6561950.502199172,0.14285714285714285
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,6578902.253356652,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,6583259.202979413,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,6583259.202979413,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,6599634.237376944,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,6606977.807807134,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,6606977.807807134,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,6607599.435709987,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,6633783.887335529,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,6634592.377282146,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,6640802.503111183,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,6648537.515546749,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,6651336.857823702,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,6651336.857823702,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,6660770.120943917,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,6699872.4696317725,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,6704945.1453350065,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,6714575.665746847,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,6720126.560013908,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,6720126.560013908,0.14285714285714285
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,6722994.4919122625,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,6725130.157636858,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,6727455.122542409,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,6729223.675886665,0.14285714285714285
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,6732147.075279324,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,6740556.038581888,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,6748880.516923669,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,6757887.043130201,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,6759298.258832923,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,6794710.431489569,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,6799962.449879719,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,6802091.73732745,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,6817726.149117725,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,6877006.366804758,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,6922955.982183612,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,6932838.621952419,0.14285714285714285
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,6935392.873152074,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,6945464.856590868,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,6946322.151535874,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,6958041.550401747,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,6965809.748183716,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,6968701.52798783,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,6970804.687164145,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,7001755.115138501,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,7015352.54060844,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,7037356.342524404,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,7040408.602551954,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,7053144.618340225,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,7061295.11195589,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,7067960.930176097,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,7073520.746677519,0.14285714285714285
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,7090438.413586659,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,7118838.241492091,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,7130547.956767397,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,7130547.956767397,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,7133038.430707242,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,7137569.671580554,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,7148024.989969079,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,7148024.989969079,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,7151301.492852548,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,7154827.69909367,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,7167726.551708754,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,7172269.408533381,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,7181258.706386139,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,7185426.435792121,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,7194069.148038631,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,7226681.172196299,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,7230909.122455662,0.14285714285714285
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,7241037.163401341,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,7246786.474284913,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,7247217.987773578,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,7291377.691945765,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,7292097.974274714,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,7294680.142663251,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,7311952.218469746,0.14285714285714285
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,7335501.538944933,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,7343051.605527271,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,7344359.073639255,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,7348725.795428,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,7349376.672910617,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,7355907.799625524,0.0
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,7372413.690227816,0.2857142857142857
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,7381630.681701704,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,7388345.219935259,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,7398195.113175602,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,7399884.011219543,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,7422289.532531286,0.14285714285714285
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,7449372.863075763,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,7457606.801625665,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,7497743.339465473,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,7503869.497631787,0.42857142857142855
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,7508624.409501932,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,7509812.566965144,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,7515000.753152976,0.2857142857142857
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,7526667.105298462,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,7527814.083437451,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,7542102.9468121305,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,7545553.994824645,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,7569719.651156554,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,7571802.3641914325,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,7572229.970138671,0.14285714285714285
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,7578962.11571414,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,7593017.254165327,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,7603280.82392775,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,7604967.301115493,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,7618642.50180163,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,7622008.230953544,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,7623063.188930284,0.14285714285714285
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,7625548.8791028885,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,7646589.474147219,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,7660886.274830855,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,7670280.447615699,0.14285714285714285
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,7682480.424672407,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,7688075.878709365,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,7717463.315280945,0.14285714285714285
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,7730224.734563701,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,7735217.544351556,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,7738024.700310089,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,7742953.29892746,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,7747973.827439424,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,7763737.472996968,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,7771263.057409724,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,7798471.914465386,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,7822353.814406336,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,7825766.380888822,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,7839320.176833631,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,7842560.971416602,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,7872462.4095637165,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,7921538.648512962,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,7923428.818409057,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,7930946.879214775,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,7931014.029057898,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,7979079.431765935,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,7987267.682202418,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,8029810.299689405,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,8061923.225174113,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,8088273.979982134,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,8109147.088330338,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,8137432.536864042,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,8142132.78801305,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,8142717.8597323885,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,8146082.87086913,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,8152069.613755726,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,8158319.201838491,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,8162147.123233571,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,8178283.592812944,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,8225003.027351874,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,8230966.617264666,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,8233346.119941191,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,8236932.403861868,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,8237513.439590586,0.2857142857142857
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,8249401.770522905,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,8254545.232974321,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,8263228.867976036,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,8277167.086383546,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,8284069.924429224,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,8290715.098538569,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,8297828.458459079,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,8317089.238284522,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,8319231.152570546,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,8339509.7406171365,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,8371973.909639295,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,8376395.916040762,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,8386495.340678944,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,8432389.959217612,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,8438620.205866393,0.2857142857142857
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,8453492.923027914,0.2857142857142857
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,8472245.528530203,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,8473095.76349756,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,8473329.897911472,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,8478206.670520589,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,8497257.175830318,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,8526356.377311716,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,8528955.709605344,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,8540849.496983526,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,8554055.435918005,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,8555428.20272012,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,8566263.809195235,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,8566272.54160888,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,8585610.551569562,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,8607102.869399557,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,8628846.821473757,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,8632028.959720522,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,8650539.800620537,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,8662272.729225494,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,8665357.77065424,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,8666398.018780163,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,8683253.098817213,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,8683253.098817213,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,8704731.642328886,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,8736754.655377822,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,8753475.76632048,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,8756068.991671827,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,8774318.310275357,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,8800696.346122136,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,8822999.567661552,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,8837537.240517672,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,8868297.000017125,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,8883849.921032991,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,8883959.302529609,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,8899366.934648192,0.14285714285714285
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,8941292.274133762,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,8953849.180722117,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,8959299.54772087,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,8969908.936013427,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,8983614.988152718,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,8991531.752793489,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,8995075.571253818,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,9002629.763758475,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,9003115.984597836,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,9003226.452350395,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,9009230.017899612,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,9010804.375623912,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,9012948.237940144,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,9020145.211295338,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,9022985.830531158,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,9024768.553565647,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,9025823.80765808,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,9027507.623516904,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,9029221.349162824,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,9029753.472297326,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,9038154.472172143,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,9047210.987697424,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,9055194.56991074,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,9070682.455148717,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,9078877.150677595,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,9104326.270799909,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,9112587.001184013,0.42857142857142855
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,9120370.257732727,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,9154326.412037337,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,9156611.519917082,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,9159111.982353602,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,9168060.579965487,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,9172449.55182134,0.14285714285714285
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,9180125.539243344,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,9192188.886773048,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,9202109.137966443,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,9212437.548067028,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,9216146.147633618,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,9221671.857240919,0.0
