芳心寂寞有谁怜,0,芳心寂寞有谁怜，
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,3517847058.9456224,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,3517847058.9456224,0.14285714285714285
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,3529947463.090323,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,3534334362.2331572,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,3549400426.891221,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,3564389201.4437046,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,3622445754.2101541,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,3626824621.5584316,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,3628290316.0541739,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,3635009833.0626698,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,3637356287.322052,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,3649498498.3821664,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,3653480054.1184945,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,3654293172.027235,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,3654639097.4246416,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,3679036518.1992192,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,3682009714.8212881,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,3694707366.5543346,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,3706900236.0060205,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,3712543669.5270834,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,3713904023.8104153,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,3714692069.8386507,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,3719507479.5267406,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,3727135189.6568656,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,3730763456.4663911,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,3732868029.2742519,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,3733094236.1329851,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,3758483551.3297057,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,3762842287.6707935,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,3765363216.2852821,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,3828767147.8825769,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,3835768457.0420032,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,3854002550.4755425,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,3892695402.4838614,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,3900957725.865212,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,3900957725.865212,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,3911825163.6706843,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,3935068589.3813286,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,3939883069.8176708,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,3962804913.1395125,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,3981688979.6850548,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,4000663416.1854811,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,4003713964.4461341,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,4021387611.1372004,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,4035566669.4850197,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,4043299225.4326878,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,4049654388.1013479,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,4049654388.1013479,0.14285714285714285
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,4059327656.9227309,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,4073033760.0087585,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,4081056781.8028135,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,4081910655.1577568,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,4095652006.484736,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,4106903060.7612162,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,4115808494.9462066,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,4125420804.1279678,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,4139805394.9125185,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,4145857515.3325725,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,4164434053.9878469,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,4174235186.523623,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,4175303947.8479013,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,4178320936.4295411,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,4185584426.630805,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,4187783483.8621016,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,4199363888.373456,0.2857142857142857
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,4205908072.4572759,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,4206398434.1426163,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,4265949844.3679175,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,4268071907.9286776,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,4268945178.5318594,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,4276740049.7094288,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,4281426323.8882728,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,4294206904.8113737,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,4296807759.8051195,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,4305318964.5832605,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,4316164102.2174892,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,4332898276.7915611,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,4333631381.1379938,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,4336120836.2372885,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,4337901207.8230724,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,4358369508.7529898,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,4362689537.2060251,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,4364023711.1404514,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,4370589487.497139,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,4395616754.188652,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,4411664812.0162296,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,4414043017.0229282,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,4418829319.3337746,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,4429721592.0927429,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,4430819724.8896475,0.2857142857142857
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,4432501463.9359999,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,4435385682.0973206,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,4438042667.9272108,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,4445148593.3465433,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,4447936393.9009705,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,4461847046.0260105,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,4462792795.0902729,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,4463508040.9470634,0.2857142857142857
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,4468910219.5959826,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,4475875564.8181238,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,4493318426.1321583,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,4497246734.0959044,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,4500981419.5209951,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,4501478300.8823071,0.2857142857142857
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,4543296054.8869629,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,4544000431.2174215,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,4575193310.5537748,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,4588531901.412075,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,4588537500.7161665,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,4597763554.4372625,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,4604290863.0512772,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,4616933003.1785345,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,4632099797.1312513,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,4635492599.8261385,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,4654698911.9848108,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,4662265021.2661161,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,4666170120.7469406,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,4688358614.7278385,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,4688845455.9799805,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,4690332209.2275019,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,4705087621.3177776,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,4708303020.7068081,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,4716951279.4130335,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,4718347508.4897327,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,4726883272.312706,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,4741243032.7988787,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,4743328256.8422575,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,4754451977.8975401,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,4754451977.8975401,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,4758325783.1774454,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,4762136905.6397543,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,4784943405.3045034,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,4791751954.7812052,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,4794515315.8925667,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,4796195492.1959324,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,4805060547.1383543,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,4813424959.9770794,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,4823217905.187809,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,4825554945.6055565,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,4836754798.7985334,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,4836754798.7985334,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,4837513200.5310717,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,4847388296.316515,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,4851512113.4283762,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,4851701690.2466974,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,4859237810.5729961,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,4883583401.0552607,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,4883978721.3548985,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,4886707744.3628254,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,4891604423.0810289,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,4896018287.4290628,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,4903935986.0764599,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,4912972568.5493183,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,4921050935.1235762,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,4943106112.0231104,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,4948596624.3981638,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,4968335033.9797125,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,4977546997.7797909,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,5004618376.9099903,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,5012434167.6558857,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,5029684950.2511129,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,5037871627.1392899,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,5053076223.4784498,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,5056760460.722847,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,5065005064.7498875,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,5066959411.6885271,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,5088798289.2970552,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,5102805081.1588554,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,5104011629.1748581,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,5104385816.2336426,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,5119538625.3622274,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,5121731618.848444,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,5122485213.0447168,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,5135487595.5150604,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,5176849386.9700899,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,5209284080.2795582,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,5220157854.7951574,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,5221783791.2146854,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,5221948305.674551,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,5233211612.9972277,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,5240271323.7026148,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,5240930682.5968218,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,5245417371.2227402,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,5253528848.6007233,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,5253687609.8431196,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,5268355888.580018,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,5272219430.6381006,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,5286024165.6492987,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,5296260539.3086262,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,5298588143.4302282,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,5299439938.8848906,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,5303263109.9717951,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,5305031014.6661768,0.2857142857142857
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,5305955830.1943607,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,5311341803.6503983,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,5312228236.2860584,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,5316324427.2771015,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,5321358693.6787558,0.14285714285714285
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,5322201202.859931,0.14285714285714285
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,5352914415.5344782,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,5361961532.1129847,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,5361961532.1129847,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,5370285134.0392962,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,5385703405.2087545,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,5396115136.6124516,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,5413305570.787221,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,5417372646.8974161,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,5421593310.8654099,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,5444312403.178093,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,5444772147.3059864,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,5454386399.7555447,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,5463213341.7569504,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,5467622017.0862503,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,5481472477.4360533,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,5485353387.814765,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,5519793555.9272251,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,5541327236.075531,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,5562898470.021452,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,5565032096.2311125,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,5570125325.3912611,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,5575689568.6666508,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,5595888716.6908026,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,5612946781.3278532,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,5625535918.9264822,0.14285714285714285
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,5655867483.0323038,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,5658816744.8164768,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,5672856820.1131954,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,5674109436.3736048,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,5710553313.5720158,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,5717298795.4891958,0.14285714285714285
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,5724701741.1474619,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,5724765264.4693127,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,5733144804.2879362,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,5739055524.3836088,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,5764553278.988533,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,5777984564.1547728,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,5780075178.763793,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,5780830182.6236038,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,5783227178.4054794,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,5792342791.286643,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,5807993228.0398254,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,5826606655.0107527,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,5847573348.4191904,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,5857020104.0543947,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,5861087026.3591261,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,5865002661.0993872,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,5880683534.153264,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,5909860014.340127,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,5928359022.9464636,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,5933544957.6150408,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,5946721744.7391033,0.2857142857142857
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,5962890127.2133932,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,5969890719.9397144,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,5982400218.2932873,0.0
