芳心寂寞有谁怜,0,芳心寂寞有谁怜，
daxp-JiaoZhangSheng-HongNiang.xml_3,这件事倒叫我心乱如麻。,7974575.0380501533,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,7975820.3457659474,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,8014860.5290173003,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,8018311.5951996008,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,8023484.8599744104,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,8034570.8960032407,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,8049591.6197138848,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,8056450.5372200655,0.14285714285714285
daxp-ZheCaiShi-SuoLinNang.xml_3,残生一线付惊涛。,8066101.5692932503,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,8081832.9962123176,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,8107916.6875771517,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,8166472.218380033,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,8194518.3049274301,0.0
daxp-GuanShiYin-TianNvSanHua.xml_3,白鹦鹉与仙鸟在灵岩神岘上下飞翔；,8220377.556198203,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,8224627.8151851064,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,8260156.7642626762,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,8267271.5200159764,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,8294358.9996202998,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,8318492.5158653632,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,8345951.6144555444,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,8413025.962882543,0.0
daxp-GuanShiYin-TianNvSanHua.xml_2,菩提树薝卜花千枝掩映，,8436156.2799220197,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,8449287.8042722307,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,8451344.3875307199,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,8462271.3166600298,0.14285714285714285
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,8472618.4016013313,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,8493492.6617223099,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,8517014.7897491343,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,8536285.7112627234,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,8572681.8912376147,0.0
daxp-GuanShiYin-TianNvSanHua.xml_1,有善才和龙女站立两厢；,8585665.4570798166,0.14285714285714285
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,8670711.9741993025,0.0
daxp-GuanShiYin-TianNvSanHua.xml_6,满眼中清妙景灵光万丈，,8685156.3076564316,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_0,海岛冰轮初转腾；,8699759.7261941694,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,8735326.5144740324,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,8753167.9604418371,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,8763130.4341837317,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,8771786.3579054046,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,8791938.9035940859,0.0
danbz-KanDaWang-BaWangBieJi.xml_0,看大王在帐中和衣睡稳，,8816790.0477009304,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,8832311.8943393286,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,8844579.7437243164,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,8880152.4784600232,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,8907223.3806344252,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,8926333.861805141,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,8928092.0745848957,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,8935079.5315757357,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,8951523.6407324467,0.2857142857142857
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,8961989.2753299382,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,8968813.402358871,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,9003203.3547884878,0.0
danbz-KanDaWang-BaWangBieJi.xml_1,我这里出帐外且散愁情。,9005744.0964758154,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,9035863.5707520638,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,9043170.5943277162,0.14285714285714285
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,9053713.3136129957,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,9117164.9645908624,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,9131771.1067150664,0.14285714285714285
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,9160139.415173294,0.0
daxp-ZhiJianTa-WangJiangTing.xml_0,只见他一封书信握手里，,9197760.332564367,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,9255391.408176966,0.14285714285714285
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,9265468.220692534,0.2857142857142857
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,9276845.1671806443,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,9292163.5445406605,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,9299168.6479028147,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,9323781.6416931581,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,9363912.0207155738,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,9372983.8275199011,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,9396131.8666047305,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,9396482.7587199509,0.0
daxp-GuanShiYin-TianNvSanHua.xml_4,绿柳枝酒甘露三千界上，,9446479.3564699572,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,9454083.3231091388,0.14285714285714285
danbz-BeiJiuChan-ChunGuiMeng.xml_1,算当初曾经得几晌温存。,9506348.1088977754,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,9507545.3021401819,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,9536305.063985426,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,9544605.3645089082,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,9562459.8144297767,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,9564321.4553939812,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,9584443.3412290961,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,9622735.1194718555,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,9664451.8981235102,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,9664452.7646300234,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,9720088.0017384719,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,9721355.1317779608,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,9777184.1794881728,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,9786300.0512472149,0.0
daxp-JiaoZhangSheng-HongNiang.xml_4,这也算是一段风流佳话，,9792247.622974705,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,9809336.1756872348,0.14285714285714285
daxp-ZheCaiShi-SuoLinNang.xml_1,不想团圆在今朝。,9809336.1756872348,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,9851800.7568851151,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,9854961.2005112376,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,9990089.3583355527,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,9990129.5348799434,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,10009772.105387228,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,10012709.812545441,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,10030327.300117685,0.14285714285714285
daxp-JiaoZhangSheng-HongNiang.xml_5,听号令且莫要惊动了她。,10048154.162560457,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,10060516.738680072,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,10067146.534775376,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,10108692.073383188,0.0
daxp-ZheCaiShi-SuoLinNang.xml_7,愧我当初赠木桃。,10110980.777948311,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,10115223.193434827,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,10118661.167231498,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,10119905.493746767,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,10121424.65887521,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,10126203.244420622,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,10142219.486528287,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,10176284.313881284,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,10176428.221311793,0.14285714285714285
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,10179028.969736572,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,10187824.070563022,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,10189369.909338541,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,10189777.388021914,0.14285714285714285
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,10227841.716025962,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,10249837.766972175,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,10284341.314763505,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,10287901.942501901,0.14285714285714285
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_4,皓月当空，,10320550.256626753,0.0
daxp-ZhiJianTa-WangJiangTing.xml_8,出二堂深施礼，,10330430.939717514,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,10350741.99863047,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,10447203.561736207,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,10447944.548901146,0.14285714285714285
daxp-JiaoZhangSheng-HongNiang.xml_2,放大胆忍气吞声休害怕，,10463080.084643047,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,10467753.538186187,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,10471678.014124909,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,10492014.508220091,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,10512492.390563726,0.14285714285714285
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,10522085.012244591,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,10553121.477644229,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,10559777.47789102,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,10564776.912262801,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,10606712.515897222,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,10638318.376769612,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,10657479.644848123,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,10673298.49674451,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,10727920.138074875,0.0
daxp-ZhiJianTa-WangJiangTing.xml_6,低下头心生计，,10771864.276276607,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,10774641.188621726,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,10775286.167663142,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,10820214.836950129,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,10859109.927128645,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,10869377.809098383,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,10872963.838891463,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,10965518.84096434,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,10968819.936989835,0.14285714285714285
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,10981235.648047956,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_5,恰便似嫦娥离月宫，,10982799.858912375,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,11003043.677409664,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,11037254.948457077,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,11037718.851205045,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,11096709.897328846,0.0
daxp-GuanShiYin-TianNvSanHua.xml_7,催祥云驾瑞彩速赴佛场。,11111362.298600653,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,11171806.421290996,0.0
daxp-ZhiJianTa-WangJiangTing.xml_2,何人来把书信寄？,11226333.172064234,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,11243352.208732225,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,11297301.484010652,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,11300189.344457436,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,11349691.143097434,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,11387036.690977527,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,11626191.584243424,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,11687785.570679834,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,11698120.109956404,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,11712171.133487418,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,11756858.920890683,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,11793245.4324666,0.0
daxp-GuanShiYin-TianNvSanHua.xml_5,好似我散天花就纷落十方；,11815295.216243589,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,11840452.450810762,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,11862874.702105321,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,11874153.831880659,0.0
daxp-ZhiJianTa-WangJiangTing.xml_4,莫不是平地风波起，,11882891.508986095,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,11907418.538652442,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,11960613.479599372,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,11989148.487076744,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,12019258.099567346,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,12087048.781553952,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,12094185.259122077,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,12138004.373749001,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,12159992.162486346,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,12174890.739469949,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,12177751.162865682,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,12196846.973699445,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,12305774.574860215,0.0
daxp-ZheCaiShi-SuoLinNang.xml_5,善果心花可自豪。,12371115.739647988,0.14285714285714285
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,12466478.048538718,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,12480170.650064737,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,12480236.734948305,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,12533192.636994842,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,12718828.095248319,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,12735787.947292097,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,12847395.81795473,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,12985360.916688379,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,13048812.232443232,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,13082198.410595495,0.0
daxp-ZheCaiShi-SuoLinNang.xml_4,柳暗花明休啼笑，,13123735.898698149,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,13313289.565656273,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,13340973.154396933,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,13340973.154396933,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,13388052.27203455,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,13436191.200496174,0.0
daxp-ZheCaiShi-SuoLinNang.xml_6,种福得福如此报，,13565234.507633373,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,13571862.286171308,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,13628773.730024379,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,13710918.231941707,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,14294290.32270441,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,14374464.605981963,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,14564736.166488474,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,14630954.865414437,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,14667225.514810255,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,14732134.544040868,0.14285714285714285
danbz-BeiJiuChan-ChunGuiMeng.xml_4,原来是不耐烦已经睡困，,14933648.919558663,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,14980807.964841794,0.0
daxp-ZheCaiShi-SuoLinNang.xml_2,回首繁华如梦渺，,15017595.822818292,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,15031347.056171631,0.14285714285714285
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,15070034.782056469,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,15126288.504299918,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,15233281.062382685,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,15300740.834792817,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,15308636.079781342,0.14285714285714285
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_3,乾坤分外明，,15369844.427361235,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,15404383.223286042,0.0
daspd-DuShouKong-WangJiangTing.xml_3,为避狂徒到此间。,15444519.064343551,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,15453123.093284355,0.0
daxp-ZheCaiShi-SuoLinNang.xml_0,这才是人生难预料，,15572009.140439652,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,16143305.633715246,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,16471641.079786247,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,16510496.31202402,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,16964530.804209527,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,17091234.672373123,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,17091234.672373123,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,17648375.523300059,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,18196931.008773766,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,18433254.986364685,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,18656502.655287672,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,21958346.212471467,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,22283904.042471144,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,25547749.521617249,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,2234428361.8271651,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,2464585261.5049224,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,2518570234.2027125,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,2564550492.3264322,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,2645727038.031848,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,2787541068.6755409,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,2824080702.1339912,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,2919254311.933672,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,3031963837.975708,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,3099565134.3004856,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,3106932268.1806984,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,3139341404.8068938,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,3173347072.7700205,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,3196274164.5115657,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,3201898861.9149156,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,3258660988.094274,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,3283705110.5643396,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,3319465481.2369299,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,3327718551.9459214,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,3351210963.1893144,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,3366193649.7073483,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,3404191167.0965061,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,3411963392.5463834,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,3460081250.2807426,0.0
