何处悲声破寂寥,0,何处悲声破寂寥。
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,13128575.271844441,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,13196470.479477901,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,13224593.443577506,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,13289641.264707245,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,13331248.196698587,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,13336682.128223401,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,13338222.469438124,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,13360315.224801539,0.14285714285714285
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,13429268.043912176,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,13473100.406956457,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,13486360.508509284,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,13488949.850376738,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,13499078.697518267,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,13501444.86521678,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,13510441.331620239,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,13518052.388983725,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,13547778.733105252,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,13564121.495797524,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,13586420.417592589,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,13592070.974425882,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,13597855.170295373,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,13600478.550928222,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,13604227.409632921,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,13604759.623922434,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,13604925.35978079,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,13615724.016074779,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,13618953.793762144,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,13643488.095626807,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,13686949.737497495,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,13703593.292821396,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,13722217.08749056,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,13784548.658279598,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,13836110.507047443,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,13861835.612755308,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,13881096.611786297,0.0
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,13894642.466615641,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,13899354.192971233,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,13899650.563238258,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,13908836.079086911,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,13943110.870730162,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,13947382.180371087,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,14075686.680153975,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,14085618.988668218,0.14285714285714285
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,14089900.228746964,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,14145761.969126025,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,14189587.45999602,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,14200197.545550751,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,14200197.545550751,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,14213972.252575796,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,14255827.767431419,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,14305286.62600035,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,14333458.372893689,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,14406871.323065432,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,14409851.504853036,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,14417032.829624787,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,14550682.883728063,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,14555869.921638597,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,14563192.523890724,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,14622031.770283639,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,14636194.36912409,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,14693643.339663083,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,14734041.236638376,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,14819417.282548109,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,14894162.793041633,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,14927168.252546057,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,15000348.852004355,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,15000759.215748794,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,15029016.132779099,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,15068967.726041224,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,15093116.015014213,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,15103497.459220588,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,15108951.526032425,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,15116677.052976148,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,15129000.492692592,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,15320481.568863414,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,15347577.262883132,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,15386094.442717811,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,15459360.182972686,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,15495894.803675054,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,15511484.893115221,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,15579400.740000231,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,15695904.453680146,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,15810650.540245153,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,15875328.991125068,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,15880340.27114328,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,15903302.349232042,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,15988095.959924357,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,16003696.193730401,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,16017217.649913201,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,16093681.80127693,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,16132073.893175751,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,16174608.250155767,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,16175008.170986708,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,16190713.037443288,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,16264695.323074827,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,16328638.357563656,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,16361427.511666058,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,16425409.726582129,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,16572115.372775465,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,16896360.608973071,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,16961748.199199773,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,16966548.927583989,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,16974682.40213009,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,16990166.307274267,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,17103790.046675488,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,17142309.720202427,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,17200775.73030702,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,17247559.744158912,0.14285714285714285
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,17260892.882789839,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,17270158.653629497,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,17462447.553599875,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,17482099.683054306,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,17509634.887662545,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,17539789.014122885,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,17562758.647813305,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,17598630.996747788,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,17677706.427155491,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,17750388.622742906,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,17823896.223156422,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,17873196.77607882,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,17948568.850694641,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,17975786.609928891,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,18012747.582548216,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,18155642.926743865,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,18157406.901818492,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,18217750.391227528,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,18240204.790366296,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,18261958.473376021,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,18392121.181476012,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,18419273.624841128,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,18541469.417237196,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,18827928.514546748,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,18945315.801301654,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,19051328.429899625,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,19183443.229523372,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,19418031.684149612,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,19465801.761295252,0.14285714285714285
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,19478149.410230331,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,19485584.387737375,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,19654167.332460776,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,20029891.040433533,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,20031115.801344469,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,20310881.326187648,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,20409956.675074991,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,20584379.111729309,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,20631381.830849349,0.14285714285714285
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,20782877.821964588,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,21003242.84785898,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,21305015.881240834,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,21388896.041432481,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,21426653.74331519,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,21647296.699028321,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,21647296.699028321,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,21955297.60612293,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,22261277.010991868,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,22264107.989908595,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,22606497.464166887,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,22606497.464166887,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,22614744.813950393,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,22649343.543471608,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,22782865.610169694,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,23090977.155007388,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,23784941.404078607,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,24218885.977181252,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,24252511.416197821,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,24629383.992494576,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,24653953.396142635,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,24824165.647733066,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,25116086.159120962,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,25480748.862156019,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,27491087.697608221,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,27587392.431182604,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,28295339.096628182,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,28710263.626199264,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,29682977.376708176,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,30070949.258846261,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,31008938.978948463,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,36648247.844360314,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,222418512.33955935,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,235209191.77381074,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,235434727.90725875,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,244462698.67419446,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,247775777.35998389,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,250175897.16128498,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,255735802.00311905,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,259584355.98924941,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,272858707.69221956,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,276246608.4733851,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,279970796.37668002,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,294587268.70933622,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,295692895.65551788,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,300585450.0480997,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,300997004.50949019,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,303317942.52573758,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,303317942.52573758,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,321825148.72802973,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,322309941.98643845,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,323527007.29967993,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,342898315.98383975,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,346435896.9462449,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,350431041.29503989,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,350731480.28656483,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,351817562.87135899,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,353029545.11788923,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,353531871.88161379,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,355134581.44785458,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,356851158.66493571,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,361141574.87889296,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,361537745.25498831,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,361766414.13058925,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,365227987.41098118,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,366983770.85407168,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,370726853.11868423,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,370967702.72562063,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,373759507.12280273,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,378261586.41246444,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,382914862.49396741,0.14285714285714285
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,383704023.18860948,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,389298604.06328464,0.14285714285714285
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,390329831.18507487,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,390683545.14912742,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,390894450.89108664,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,390942446.8038559,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,391344281.241602,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,392127419.55784369,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,392318063.47893906,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,392622002.1065613,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,392622002.1065613,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,393156653.48576981,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,394536038.06648499,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,395617418.55243248,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,397359079.4186039,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,399322510.20680267,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,400931526.03831232,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,401784143.78179479,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,403192556.16650188,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,404124372.24778008,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,406412689.48793143,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,410475016.02300471,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,410839369.76340842,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,411631149.42738509,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,412434584.9211607,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,413744494.66648138,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,414015368.62161011,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,417796614.91072947,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,418396345.93210351,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,419111187.95770937,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,419948789.72830355,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,423034849.10466468,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,423143758.20842516,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,423944690.94218826,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,426361285.01634479,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,426723631.37183481,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,428017843.33697206,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,428840856.38357615,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,428927789.88020241,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,430662776.61777061,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,431338981.55804616,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,431928052.23049587,0.14285714285714285
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,432151521.81931978,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,432359018.48691809,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,432650414.07952017,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,435580065.00467646,0.0
