何人来把书信寄,2,何人来把书信寄？
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,1896040545.0118339,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,1914533248.9134181,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,1950321135.0141952,0.14285714285714285
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,1955199200.8028381,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,1976012957.6804805,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,1992093566.4854071,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,2000239506.4919138,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,2016204599.3486452,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,2017756194.6567006,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,2048533629.9649997,0.14285714285714285
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,2057204052.5157156,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,2060783732.6918073,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,2092610925.6766422,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,2098349483.2377458,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,2104263026.1658943,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,2117335348.5234935,0.2857142857142857
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,2117928492.5426161,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,2144242108.5261421,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,2160634163.7804456,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,2160726155.0387659,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,2164893921.1176691,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,2168643538.9774494,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,2178984318.3966465,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,2190067202.9977412,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,2192766539.9171124,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,2199117897.192924,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,2212273845.3307843,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,2226943519.884481,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,2237184911.1735797,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,2260616906.5370378,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,2276851174.4085498,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,2282352335.6639471,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,2292464516.6212435,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,2307166553.3568425,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,2338905753.9690466,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,2339322034.5975575,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,2344843406.3651857,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,2347265769.973824,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,2356967290.7352915,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,2363918632.8871856,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,2371750525.7098355,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,2374551875.0598726,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,2379936947.7118821,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,2385856867.2416973,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,2400649272.9804373,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,2405095040.5104351,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,2408907915.030302,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,2409923642.894186,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,2420194618.6623182,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,2423864688.6160531,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,2430227547.3714504,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,2449455654.5860605,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,2481903062.262609,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,2481903062.262609,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,2498604107.5002689,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,2498896180.6174703,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,2517595619.27671,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,2523773518.9621763,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,2537261926.5962567,0.14285714285714285
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,2540546109.8616242,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,2548328467.7049403,0.14285714285714285
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,2555536060.2910471,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,2556184863.4914432,0.14285714285714285
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,2560976668.4427586,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,2568543272.8734827,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,2575268040.5505347,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,2575968390.4487557,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,2588803776.3874297,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,2590052419.5359974,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,2599377383.5004725,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,2607828568.9844518,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,2610438651.141984,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,2622099399.9991369,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,2634470126.1912704,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,2650788608.4034991,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,2653413404.8188319,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,2654816578.197681,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,2663829168.2742119,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,2666134863.6151681,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,2667843416.1871476,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,2671704086.7193723,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,2676268230.2174001,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,2683881347.5597835,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,2695079931.5210223,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,2698021430.2797637,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,2703887478.2617264,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,2706608521.6922331,0.2857142857142857
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,2716053065.091712,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,2729712134.7287288,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,2736899337.6140647,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,2739995092.0475116,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,2746525683.1804228,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,2755197832.6951151,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,2758521965.3122668,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,2758521965.3122668,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,2758727345.2579231,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,2766021933.2714758,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,2768764642.168067,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,2768905540.5572643,0.14285714285714285
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,2770156528.7661052,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,2776886334.5391135,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,2781704834.1192074,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,2782406525.4832292,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,2782977896.2746816,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,2785308293.4051309,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,2785571076.8873267,0.14285714285714285
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,2785602451.6319351,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,2789831304.944592,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,2796164532.2820063,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,2801584662.0083952,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,2817676093.8141646,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,2821633242.839756,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,2821916108.1939054,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,2824626323.8013902,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,2829573975.3308988,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,2833409224.4085937,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,2846416286.5996661,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,2863960795.3333426,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,2875278153.9570794,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,2885413249.1907282,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,2889570878.8591156,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,2900102212.5624461,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,2919861984.5157256,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,2920258170.0251269,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,2921137941.4052382,0.2857142857142857
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,2924201229.6784492,0.14285714285714285
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,2925216144.603972,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,2935792079.9025474,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,2938072055.0565906,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,2948116674.3789277,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,2950576628.554009,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,2958536262.7145419,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,2965631837.1830025,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,2975786398.9261174,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,2983117017.7219381,0.2857142857142857
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,2993885188.3797827,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,3009813959.8669977,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,3017608776.6388741,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,3022007615.6248727,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,3023900923.3651013,0.14285714285714285
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,3025627952.2077971,0.42857142857142855
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,3035765769.5121746,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,3038563010.2302337,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,3043186247.769268,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,3044704315.665185,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,3055095442.1365242,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,3062239091.6528692,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,3073825674.5759201,0.14285714285714285
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,3098523344.2368355,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,3103216270.3779373,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,3103216270.3779373,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,3103795349.738852,0.14285714285714285
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,3118559042.5964408,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,3120057909.7626224,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,3123865964.8573809,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,3134337942.9525394,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,3145138410.6248403,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,3156698177.9020948,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,3175885261.7894135,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,3176666094.5391917,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,3176666094.5391917,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,3184237625.0974455,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,3191104588.4743834,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,3198730486.8960643,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,3205042545.4227467,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,3208386934.4021249,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,3213224468.7995939,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,3229560806.3874249,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,3232519599.9410315,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,3232739869.1519322,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,3234128216.7053499,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,3237769556.6508684,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,3238883972.1910348,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,3242373063.1657634,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,3251471052.090764,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,3251886216.3196602,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,3252661792.7958417,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,3262207795.7929153,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,3266791226.3511057,0.42857142857142855
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,3268755576.6420226,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,3276998554.0795217,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,3283120134.3503299,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,3288010326.4351907,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,3292028745.7306027,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,3299122116.2931795,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,3299208275.0593543,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,3301010495.5022306,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,3304051651.6342192,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,3315568728.2294564,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,3317193315.8391304,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,3333192353.5502214,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,3337750361.3515472,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,3341776784.57657,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,3347054045.5676265,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,3370755038.1690068,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,3373984955.0038109,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,3376425652.0149565,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,3379915106.530127,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,3381644917.1682501,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,3381907312.5293322,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,3381907312.5293322,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,3385746078.6444058,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,3393264163.8858027,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,3407285919.6570783,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,3415880092.1216984,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,3430617258.3868675,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,3444883829.152205,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,3446324833.8925343,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,3453284348.6885586,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,3468857928.0638189,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,3470165473.0413742,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,3477049688.6109385,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,3480047383.9244666,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,3483340902.1713824,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,3484709611.6260614,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,3486738718.6715493,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,3488869543.3394022,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,3510750857.8434334,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,3519344858.8150492,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,3536867656.879334,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,3539971670.0654941,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,3548745254.6862736,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,3550631696.4837685,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,3560276840.0440531,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,3561447394.5706654,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,3562667640.3726745,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,3562991286.63238,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,3568314816.7914515,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,3576310323.1729522,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,3584611442.4786777,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,3584641403.1483426,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,3593759636.321064,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,3615240041.6430321,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,3616087511.5998535,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,3618883253.0291228,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,3618883253.0291228,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,3621940159.3509846,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,3624044012.7825971,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,3635615680.8794122,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,3641262494.739747,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,3661025473.0216498,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,3669883695.7371974,0.14285714285714285
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,3675002811.6965542,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,3686581381.1741018,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,3687880002.013061,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,3732006860.5195756,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,3740983645.8112984,0.14285714285714285
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,3745141823.7126207,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,3751147725.0958052,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,3756436549.5157766,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,3764966917.1999588,0.14285714285714285
