何人来把书信寄,2,何人来把书信寄？
daxp-ZheCaiShi-SuoLinNang.xml_5,善果心花可自豪。,12083822.204492625,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,12101891.442979021,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,12171453.302187828,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,12193096.649500413,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,12211200.39646017,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,12212222.56913726,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,12230970.648237515,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,12245292.949614499,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,12260389.415028092,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,12260389.415028092,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,12284455.986013718,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,12309599.678858044,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,12367306.581405334,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,12377593.870205075,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,12382761.896025717,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,12385118.100722048,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,12403477.175338024,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,12472388.098449722,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,12481699.424894579,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,12572075.755753629,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,12634963.057191748,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,12670183.737600869,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,12733230.50813989,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,12735704.258480094,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,12771933.268441945,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,12816320.212066194,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,12874087.851216005,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,12923732.395086508,0.0
daspd-DuShouKong-WangJiangTing.xml_0,独守空帏暗长叹，,12959204.414382897,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,12969287.678851809,0.14285714285714285
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,12987988.087691322,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,12994956.233840959,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,13047091.768816512,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,13049603.403170528,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,13130488.616257166,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,13133231.234082036,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,13180504.13091987,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,13210168.409800714,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,13239975.688568229,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,13262457.076683225,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_5,恰便似嫦娥离月宫，,13272055.29080759,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,13368278.252143573,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,13375887.453635983,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,13456996.923747022,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,13479399.308322988,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,13512582.452805165,0.0
daxp-GuanShiYin-TianNvSanHua.xml_2,菩提树薝卜花千枝掩映，,13534688.914181715,0.0
daxp-ZhiJianTa-WangJiangTing.xml_7,何必独自就暗猜疑。,13537054.965516573,0.14285714285714285
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,13551399.143956672,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,13562132.022819715,0.14285714285714285
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,13569919.331575792,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,13646335.581104701,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,13659459.625122618,0.14285714285714285
daxp-ZhiJianTa-WangJiangTing.xml_5,隐情不敢实告妻。,13716562.896422902,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,13749324.266516132,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,13759716.596463123,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,14025457.752944089,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,14027310.958560992,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,14160187.087031582,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,14192922.025190163,0.14285714285714285
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_4,皓月当空，,14194897.984553922,0.0
daxp-GuanShiYin-TianNvSanHua.xml_0,观世音满月面珠开妙相，,14222540.974213675,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,14262810.983502388,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,14268501.681473842,0.14285714285714285
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,14371029.671592403,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,14379743.440754464,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,14386771.863565721,0.14285714285714285
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,14402747.051423926,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,14459827.016965577,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,14482675.535904175,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,14482675.535904175,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,14499900.848096244,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_3,莫负他好春宵一刻千金。,14521460.041646395,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,14556534.653860711,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,14600264.682579944,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,14611384.375662755,0.14285714285714285
daspd-DuShouKong-WangJiangTing.xml_1,芳心寂寞有谁怜，,14617288.917713296,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,14638287.50519532,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,14662875.563925587,0.2857142857142857
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,14663750.340254506,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,14698916.356447136,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,14754082.919310572,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,14779187.907974187,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,14779887.028714109,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,14810941.403352609,0.0
daxp-ZheCaiShi-SuoLinNang.xml_4,柳暗花明休啼笑，,14900004.731847193,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,14936010.260460859,0.14285714285714285
daxp-JiaoZhangSheng-HongNiang.xml_5,听号令且莫要惊动了她。,15048952.419873707,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,15056309.845011178,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,15125256.457449945,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,15150320.33856309,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,15201524.485039935,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,15245738.041333919,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,15300803.406377815,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,15319350.976307556,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,15353529.283454617,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,15353529.283454617,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_2,那冰轮离海岛，,15388300.276719954,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,15399063.068020603,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,15452064.239513431,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,15455302.468206562,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,15475609.413597928,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,15477357.304163145,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,15488979.14862556,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,15491594.800092613,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,15565426.175232774,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,15603815.390839312,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,15615347.455360889,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,15663469.962657662,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,15681751.245868267,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,15735334.367346501,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,15792585.275972363,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,15815270.884654297,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,15870543.537313838,0.14285714285714285
daxp-ZhiJianTa-WangJiangTing.xml_6,低下头心生计，,15936125.320357742,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,15943724.554265512,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,16024136.237886082,0.0
daxp-ZheCaiShi-SuoLinNang.xml_7,愧我当初赠木桃。,16064698.302680254,0.0
daxp-GuanShiYin-TianNvSanHua.xml_7,催祥云驾瑞彩速赴佛场。,16111931.733668476,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,16118138.851451177,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,16142097.328868901,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,16157748.841450691,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,16198359.513911763,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,16218655.999770643,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,16279720.359689204,0.14285714285714285
daxp-ZhiJianTa-WangJiangTing.xml_8,出二堂深施礼，,16314449.074048812,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,16346572.89552659,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,16360968.094577432,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,16368591.194327908,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,16413509.108787302,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,16420197.399991712,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,16460889.504807474,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,16484956.120423956,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,16511064.195492992,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,16529001.767879246,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,16583087.648262436,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,16611050.331395054,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,16634482.32081781,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,16660570.919777852,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,16672287.599898627,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,16734763.122967003,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,16748723.732274931,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,16793394.390338745,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,16923559.395034205,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,16957233.478148006,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,16980481.397539902,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,16984644.88662304,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,17039033.973721702,0.0
daxp-ZheCaiShi-SuoLinNang.xml_3,残生一线付惊涛。,17088403.508106332,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,17121495.607436534,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,17129915.300968911,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,17259474.000909265,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,17296497.874265801,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,17365687.266047664,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,17374925.557070788,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,17466801.48536858,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,17500709.041190132,0.0
daspd-DuShouKong-WangJiangTing.xml_3,为避狂徒到此间。,17648845.983387496,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,17776402.425276723,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_6,奴似嫦娥离月宫。,17810351.714328349,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,17811729.8950825,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,17844248.886189658,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,17855704.295879852,0.14285714285714285
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,17867328.247732084,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,17881840.659823477,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,17915074.308191743,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,17928938.899773698,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,17999796.651111323,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,18007442.440036301,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,18019989.00051333,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,18038553.069320273,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,18042738.165621791,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,18183029.314757388,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,18183029.314757388,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,18334272.292982522,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,18451606.035711944,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,18527558.238536563,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,18554166.155355897,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,18595074.550140556,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,18730738.126721721,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_0,海岛冰轮初转腾；,18791053.820874106,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_4,原来是不耐烦已经睡困，,18867421.846739437,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,18931395.471476957,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,19007479.176402509,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,19011076.628355104,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,19147031.122560006,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,19474307.011404429,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,19574276.693325628,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,19603072.3826878,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,19640697.420515623,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,19657153.356754925,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,19940765.671238557,0.14285714285714285
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,19993561.477214076,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,20138588.598907012,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,20169204.287365779,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,20175666.571988449,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,20284342.747619294,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,20346417.78708107,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,20593368.598811101,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,20607810.743836172,0.0
daxp-ZhiJianTa-WangJiangTing.xml_0,只见他一封书信握手里，,20622916.381215937,0.2857142857142857
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,20663941.843912579,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,20674771.784667578,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,20693819.198726915,0.14285714285714285
daxp-GuanShiYin-TianNvSanHua.xml_3,白鹦鹉与仙鸟在灵岩神岘上下飞翔；,20720958.876796328,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,20746288.801050913,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,21291389.119374018,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,21364238.807606503,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,21364238.807606503,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,21518690.85031816,0.14285714285714285
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,21527483.32086771,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,21593648.704720754,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,22015093.304354414,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,22017768.013495598,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,22348201.443724502,0.0
daxp-ZheCaiShi-SuoLinNang.xml_0,这才是人生难预料，,22832506.68084038,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,22853443.733004514,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,22974394.493946005,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,23149269.531310566,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,23251179.687240589,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,23958631.494844157,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,24369388.356303174,0.14285714285714285
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,24478697.716938138,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,25078506.127555799,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,25492642.478597689,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,25492709.367210276,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,25520303.175025493,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,25543312.718675435,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,25985480.563146945,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,26054134.479654618,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,26364703.527550396,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,26815892.300225288,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,28171732.977294523,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,31833053.061812568,0.14285714285714285
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,32110289.394220512,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,1076326040.5820298,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,1322228540.5584781,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,1341073354.019047,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,1417862765.4050679,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,1443868999.0895703,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,1446191723.5199988,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,1471971856.2175565,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,1669188448.2091441,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,1669188448.2091441,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,1679000916.9309888,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,1715603033.2157001,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,1734135734.0819097,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,1773652107.9781048,0.2857142857142857
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,1781042036.9633982,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,1783124966.6193848,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,1784447579.3154764,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,1796131329.3838866,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,1796131329.3838866,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,1850484121.0814111,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,1872319204.6310558,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,1877545799.4141967,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,1877545799.4141967,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,1889038106.0470762,0.0
