害得儿夫犯焦急,0,害得儿夫犯焦急；
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,11470227.497613495,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_0,海岛冰轮初转腾；,11478687.052170705,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,11497704.399136966,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,11599942.393719422,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,11612148.444100535,0.0
daxp-ZheCaiShi-SuoLinNang.xml_3,残生一线付惊涛。,11636197.338000689,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,11637905.304663869,0.0
daxp-GuanShiYin-TianNvSanHua.xml_2,菩提树薝卜花千枝掩映，,11639126.972499393,0.0
daxp-ZheCaiShi-SuoLinNang.xml_7,愧我当初赠木桃。,11645573.974698994,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,11671914.729296276,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,11733642.331929928,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,11772974.544815026,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,11822929.916081198,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,11854118.661406275,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,11868475.281919377,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,11886752.108289044,0.0
danbz-KanDaWang-BaWangBieJi.xml_3,猛抬头见碧落月色清明。,11921878.391343972,0.0
danbz-KanDaWang-BaWangBieJi.xml_2,轻移步走向前荒郊站定，,11925444.118410859,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,11960288.079470409,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,11969834.691009387,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,12013222.92796351,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,12022877.486598905,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,12115471.479593912,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,12134890.825276829,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,12185580.314461442,0.14285714285714285
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,12189835.76064801,0.14285714285714285
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,12197685.483037399,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,12240620.663177829,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,12257936.595048964,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,12289915.797160406,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,12306474.901700277,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,12364038.493353764,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,12420259.88029146,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,12429785.765868567,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,12456340.906323951,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,12479424.584433021,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,12499902.453615166,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,12625732.235958204,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,12632897.62281842,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,12636670.039692676,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,12745779.617440222,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_6,奴似嫦娥离月宫。,12756180.836106321,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,12779793.545212749,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,12831949.12850859,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,12870394.106577428,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,12904135.100295963,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,12950382.134716703,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,13012549.673089487,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,13012620.332043735,0.14285714285714285
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,13042166.424588943,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,13105014.264893642,0.14285714285714285
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,13213614.366338596,0.0
daxp-JiaoZhangSheng-HongNiang.xml_3,这件事倒叫我心乱如麻。,13231815.174341373,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,13242557.605817335,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_1,见玉兔（哇）玉兔又早东升。,13287654.216479586,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,13490395.249188207,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,13520550.520722045,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,13594057.035248943,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,13596335.853051513,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,13646526.956200032,0.0
daspd-DuShouKong-WangJiangTing.xml_1,芳心寂寞有谁怜，,13658381.332683478,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,13690792.373235609,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,13702009.385405168,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,13733556.105139956,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,13746908.726985089,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,13786264.318937082,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,13786264.318937082,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,13825491.327902632,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,13872706.809833184,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,13994974.713500073,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,14060354.355334045,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,14142317.715990856,0.0
daxp-ZhiJianTa-WangJiangTing.xml_6,低下头心生计，,14146795.819693645,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,14226575.295642836,0.14285714285714285
danbz-BeiJiuChan-ChunGuiMeng.xml_4,原来是不耐烦已经睡困，,14242956.509644449,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,14260950.554868821,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,14311958.382226257,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,14322930.818800323,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,14455817.46294464,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,14528759.946558062,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,14627869.23796412,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,14693839.60741552,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,14893085.202632766,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,14897829.655629972,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,14905226.700196605,0.14285714285714285
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,14940941.918807026,0.14285714285714285
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,14953183.511552624,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,14968428.432041224,0.14285714285714285
daspd-DuShouKong-WangJiangTing.xml_3,为避狂徒到此间。,15055279.146424195,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,15077039.885297008,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,15088683.33072836,0.2857142857142857
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,15114981.315574249,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,15118742.904067,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_1,算当初曾经得几晌温存。,15176673.00541326,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,15297704.872964278,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,15376464.241706222,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,15396774.602518879,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,15440574.133276476,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,15489510.253853923,0.0
daxp-JiaoZhangSheng-HongNiang.xml_0,叫张生隐藏在棋盘之下，,15558740.560423862,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,15562234.079421896,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,15601901.263556879,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,15636868.714048771,0.14285714285714285
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,15665287.407608751,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,15710948.562242499,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,15742985.515615825,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,15813584.353962027,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,15813975.188025985,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_5,恰便似嫦娥离月宫，,15821879.179883027,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,15834032.011765448,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,15960140.960359285,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,16034652.935925847,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,16047037.984770818,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,16047685.13850601,0.0
daxp-ZhiJianTa-WangJiangTing.xml_8,出二堂深施礼，,16062491.003571138,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,16234904.19290971,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,16277483.399419326,0.0
daxp-GuanShiYin-TianNvSanHua.xml_3,白鹦鹉与仙鸟在灵岩神岘上下飞翔；,16320610.839130023,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,16465151.687981429,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,16524316.073752282,0.14285714285714285
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,16526568.225355014,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,16560260.077606747,0.14285714285714285
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,16630468.048794439,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,16668734.526811045,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,16711427.198288184,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,16778005.01752438,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,16975535.94066909,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,16980919.477907706,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,16994367.96901866,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,17003494.572477598,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,17068025.074525557,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,17239009.589317735,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,17293637.059959438,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,17329382.14464049,0.0
daspd-DuShouKong-WangJiangTing.xml_2,孀居愁苦泪洗面，,17339233.817259479,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_2,那冰轮离海岛，,17343955.894079361,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,17427789.532122072,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,17430490.772518929,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,17448954.313278325,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,17603934.533588778,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,17643996.280645605,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,17658023.774058014,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,17691110.525727812,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,17734814.993120249,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,17821127.227939498,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,18033512.39447372,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,18043571.455262329,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,18082339.789515443,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,18111876.342438169,0.14285714285714285
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,18112943.519777626,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,18346144.715339229,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,18508960.375267822,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,18542651.377504464,0.14285714285714285
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,18647815.383166537,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,18905193.316893782,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,19062993.344484843,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,19286220.270803433,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,19366647.253131501,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,19472082.292827617,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,19577093.415046096,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,19682086.320490681,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,19702524.249709569,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,19746495.62729935,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,19921317.597782321,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,19979348.272511035,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,20023026.594001964,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,20032637.994511541,0.14285714285714285
daxp-JiaoZhangSheng-HongNiang.xml_5,听号令且莫要惊动了她。,20176915.089662075,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,20202159.866106335,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,20239582.035162233,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,20274033.76582326,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,20352859.314543735,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,20457875.639387567,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,20664969.880063865,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,20668139.908032093,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,20671375.57648775,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,20710073.461784419,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,20720713.268352922,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,20770703.261002429,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,20780186.938899014,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,20950760.244792022,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,21053821.649214599,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,21094993.759018566,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,21109264.634820409,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,21244713.990590107,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,21244713.990590107,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,21270374.681072608,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,21389679.459009785,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,21547274.000508089,0.14285714285714285
daxp-ZhiJianTa-WangJiangTing.xml_0,只见他一封书信握手里，,21589286.874737296,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,21629430.446942858,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,21790584.541532751,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,21804542.985290799,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,21900393.924099773,0.14285714285714285
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,21976869.070997346,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,22128486.478709426,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,22473390.449313678,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,22572004.10393798,0.14285714285714285
daxp-GuanShiYin-TianNvSanHua.xml_0,观世音满月面珠开妙相，,22683526.477747448,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,22799454.523754176,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,22812149.088977627,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,22944121.924283106,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,22996549.86579695,0.14285714285714285
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,23485721.760866128,0.0
daxp-GuanShiYin-TianNvSanHua.xml_7,催祥云驾瑞彩速赴佛场。,23717896.311678112,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,23787072.869988233,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,23895286.217387326,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,23971585.955070425,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,24190865.472321007,0.14285714285714285
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,24662848.880619586,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,25595322.481217686,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,25941016.87303637,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,26828427.18425554,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,26955161.438370761,0.14285714285714285
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,27216869.521861497,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,27303054.835676223,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,27856329.402488034,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,29372481.513237022,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,29384822.849786922,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,29394562.998814363,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,29394562.998814363,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,29753036.985683069,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,30050617.831686992,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,30143324.109386355,0.0
daxp-ZheCaiShi-SuoLinNang.xml_0,这才是人生难预料，,30527512.152449615,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,30931633.859419797,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,32463964.424204502,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,32463964.424204502,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,32550663.855488997,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,32787372.97022865,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,33110944.464648463,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,33892371.702128306,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,35978899.620695703,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,38153343.617803775,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,38867790.968258515,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,38987166.516603477,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,3115870658.6814175,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,3337579670.1605549,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,3545577709.0472097,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,3704780165.0417972,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,3788024777.8126636,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,3854884645.6424313,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,3986637793.1342206,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,4057943594.1790538,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,4171544868.2202616,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,4236026079.5860996,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,4550983523.9192867,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,4624873218.1185369,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,4624873218.1185369,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,4657511911.6806164,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,4707851711.2007141,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,4732609309.0375795,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,4745290338.1283474,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,4765154986.7228489,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,4813857207.6605463,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,4859275336.9971285,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,4875549789.746172,0.2857142857142857
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,4910194737.5580893,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,4953299144.321269,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,4953783100.8288927,0.0
