唤起我破天门壮志凌云,0,唤起我破天门状志凌云。
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,10033373.271235645,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,10048549.827777412,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,10082045.165674683,0.1
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,10104775.347916363,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,10139602.387510469,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,10197289.476759775,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,10263360.752725882,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,10315548.487144431,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,10375849.221126569,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,10391098.513825456,0.1
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,10406661.888597945,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,10438171.225810908,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,10476436.977413768,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,10550265.237856485,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,10609843.421037996,0.1
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,10669152.386835728,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,10692153.510463007,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,10694237.015542584,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,10727480.622556198,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,10792072.967634084,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,10794643.900079997,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,10826524.467723558,0.1
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,10826524.467723558,0.1
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,10826832.476355515,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,10862508.06616424,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,10871767.186796105,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,10883478.343884902,0.1
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,10900714.63475289,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,10908639.957155244,0.1
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,11005369.106346074,0.1
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,11065316.460817402,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,11113979.604638824,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,11184371.362689359,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,11195770.62383212,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,11217155.227330787,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,11230387.928948138,0.1
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,11282496.180783583,0.1
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,11318564.314792406,0.1
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,11397758.854277728,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,11504809.414372688,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,11513582.938655751,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,11545200.656786177,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,11565305.116571549,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,11593597.195119049,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,11600024.663569806,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,11655150.943005409,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,11711634.90002648,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,11742920.028689852,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,11811696.799814953,0.1
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,11840666.233804446,0.2
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,11982485.652090428,0.1
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,11985681.245970642,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,11990921.635880629,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,12056091.791449837,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,12072311.546290161,0.1
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,12128431.922837388,0.1
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,12248557.709746053,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,12300305.507255359,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,12358939.684907904,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,12363212.736861253,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,12395315.227575827,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,12429662.338351863,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,12502374.886476412,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,12505928.576325964,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,12689659.568068538,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,12810775.414642202,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,12885829.679527631,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,12966116.421777343,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,13042254.09646064,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,13061368.947954832,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,13136201.111763224,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,13175333.642410101,0.1
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,13202496.981316257,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,13206217.588019595,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,13215339.557294287,0.1
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,13256211.270787422,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,13288590.063314116,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,13301637.84859884,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,13409800.911184954,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,13537105.226957021,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,13544621.301448084,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,13553169.063834533,0.2
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,13571955.973939532,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,13686502.845920553,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,13687229.771914659,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,13719766.711841848,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,13721269.627314568,0.1
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,13930391.214351865,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,14008976.533797171,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,14014664.805804389,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,14162997.66236799,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,14185289.320333926,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,14282580.95757631,0.1
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,14677402.86856129,0.1
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,14800222.177426377,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,14819674.33582605,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,14821011.528121747,0.2
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,14921834.111525685,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,15000979.244123474,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,15133412.357279306,0.1
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,15195237.662652697,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,15279324.287766812,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,15331325.625864377,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,15506987.091279976,0.1
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,15598164.507879967,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,15881312.486583946,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,15953161.996261159,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,16005985.803263171,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,16311597.306639483,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,16375265.19765554,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,16472064.040533563,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,16531439.60267747,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,16542190.937179556,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,16783780.11660783,0.1
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,16815229.253320418,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,17009092.893036395,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,17055252.256301314,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,17095631.736115862,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,17198618.375450656,0.1
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,17404781.530925699,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,17771704.172190577,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,17784956.866197515,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,17899367.777503025,0.1
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,17899367.777503025,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,17972329.064968929,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,18114043.241128329,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,18122394.621469922,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,18544610.57183544,0.1
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,18690394.602695014,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,18710326.149521179,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,18793013.230689742,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,18819455.020480994,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,18876213.606421333,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,18938212.246523563,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,19057389.787379537,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,19097315.326740284,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,19372111.453134466,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,19424969.529528175,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,19607835.913773641,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,19790534.27842851,0.1
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,19991301.655365128,0.1
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,20078652.937149785,0.1
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,20172410.47915573,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,20187070.788249575,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,20272834.801803049,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,20314220.168277379,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,20720006.425218437,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,21124721.754490636,0.1
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,21134329.373069603,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,21257045.609053105,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,21267587.512495745,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,21718708.28389658,0.1
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,21871851.281533148,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,22101890.920032091,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,22247543.695493236,0.1
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,23596106.091692057,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,23614902.077295993,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,23641353.633901864,0.2
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,23920614.070459004,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,24057855.699962519,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,24142461.882516898,0.1
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,24324547.350980353,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,24648925.776872844,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,25016678.873319983,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,26256461.60707714,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,26439218.104593873,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,26439218.104593873,0.1
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,26619655.648768939,0.2
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,27445075.821048178,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,28206904.073459893,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,28312231.772376955,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,28326783.397725951,0.1
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,29781345.518798877,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,29781345.518798877,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,29784475.397471923,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,30813384.508154172,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,31865869.40981954,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,33331327.838938329,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,395718031.52017081,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,451460237.86999822,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,477266989.18272585,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,508745432.62558264,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,538658889.70382202,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,550675464.80430889,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,554760667.94114864,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,560050759.14425552,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,562150910.6023283,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,562167395.54601979,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,602377005.05824053,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,604102114.68948162,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,604788699.33718705,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,608686080.54793978,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,610138387.49443245,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,619303284.40609562,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,622633565.43341982,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,631004935.64301395,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,631025770.90987957,0.1
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,666298069.54377389,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,666997238.7433418,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,671628087.62941968,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,672778124.83036017,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,680291790.85374844,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,683544381.64391327,0.1
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,700736100.23906767,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,700877850.91999269,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,702159833.85417891,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,711729778.58963919,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,723256077.23018527,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,752605422.73928654,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,758754721.28642261,0.1
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,781340734.43671,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,783317221.49663222,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,790534511.15164363,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,792041340.25328529,0.1
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,792546770.52596772,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,800897979.84454846,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,805969265.69647264,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,814489537.87206745,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,831482343.17436683,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,841509421.71211123,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,841891089.56651568,0.1
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,843290391.80338478,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,846272956.03086066,0.2
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,847519004.73811996,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,848300085.72003007,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,850354456.66822696,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,858539966.94907534,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,860416260.35476744,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,860749878.53471088,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,861048984.86489153,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,861129553.94626808,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,863071040.52376187,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,863736787.81317878,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,866522086.63417947,0.1
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,867210291.95563579,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,867923079.10271299,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,869931957.11173844,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,871642789.7948935,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,880101298.60816097,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,884387135.661762,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,890192895.94859576,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,890518520.00694954,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,891000354.80067813,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,891168792.96947181,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,901529252.36727786,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,903416218.55252302,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,904139029.19773304,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,906638708.5369426,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,909633790.91874456,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,910596600.18627656,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,910833177.60684824,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,919769638.60146511,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,921901020.50153375,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,926292224.96397471,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,926446094.38607371,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,929231739.20715046,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,931485506.41318703,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,938736535.28959095,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,939376147.28613424,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,950099261.69412959,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,952520529.95388281,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,952857754.99387002,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,952933365.41513085,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,961404703.93363166,0.1
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,966991029.81978679,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,968970591.02447164,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,974907632.27815044,0.0
