但愿得八主贤王从中周旋，早成美眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山,1,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,12242012.471108906,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,12265978.5949581,0.027777777777777776
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,12269457.42694662,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,12296645.589111842,0.08333333333333333
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,12310481.122482672,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,12353622.048679745,0.08333333333333333
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,12377830.793741768,0.08333333333333333
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,12392322.818303594,0.08333333333333333
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,12399165.201422235,0.1111111111111111
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,12423427.028320042,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,12498452.269952387,0.08333333333333333
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,12515284.63039661,0.08333333333333333
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,12520977.320242107,0.1111111111111111
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,12594950.669562249,0.08333333333333333
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,12608052.766109427,0.1111111111111111
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,12673034.934541849,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,12709860.006921623,0.1111111111111111
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,12738951.401582897,0.027777777777777776
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,12745798.233262084,0.08333333333333333
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,12761080.531386886,0.08333333333333333
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,12779970.356860701,0.027777777777777776
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,12790826.90094332,0.027777777777777776
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,12844197.786952993,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,12865305.282252643,0.05555555555555555
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,12908410.311659787,0.05555555555555555
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,12972730.624727426,0.08333333333333333
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,12993049.736526391,0.027777777777777776
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,13024472.152755896,0.08333333333333333
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,13087076.977435242,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,13117189.017247051,0.08333333333333333
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,13159801.559052376,0.027777777777777776
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,13162715.325642306,0.1111111111111111
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,13192766.989157256,0.05555555555555555
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,13203671.210340101,0.05555555555555555
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,13204814.233315496,0.08333333333333333
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,13252229.895095274,0.08333333333333333
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,13274331.845314983,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,13275282.264123244,0.027777777777777776
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,13330314.113021854,0.1111111111111111
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,13332295.578272896,0.05555555555555555
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,13476855.831097832,0.16666666666666666
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,13487786.667956105,0.027777777777777776
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,13526358.058839481,0.08333333333333333
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,13535392.808304645,0.08333333333333333
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,13554219.556838159,0.1388888888888889
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,13594952.78337165,0.1111111111111111
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,13632874.985273108,0.027777777777777776
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,13640170.321862232,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,13662930.383813351,0.1388888888888889
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,13663619.799888803,0.1388888888888889
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,13669457.083346764,0.1388888888888889
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,13669998.403110249,0.08333333333333333
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,13798513.148074692,0.1111111111111111
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,13825125.079531755,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,13878074.390918804,0.08333333333333333
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,13886999.167461354,0.1111111111111111
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,13916922.87379856,0.05555555555555555
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,13919444.214112885,0.1111111111111111
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,13919557.731650453,0.027777777777777776
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,13961410.735754514,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,14097439.164533282,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,14146875.354699677,0.1388888888888889
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,14169379.228782415,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,14234079.025203947,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,14502844.881214641,0.027777777777777776
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,14531658.808083396,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,14541427.684984138,0.1111111111111111
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,14568556.794497147,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,14582688.99028209,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,14597195.021071602,0.08333333333333333
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,14611362.705606241,0.05555555555555555
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,14620966.950676089,0.1388888888888889
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,14635063.337772066,0.08333333333333333
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,14650524.747348022,0.08333333333333333
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,14656905.061954519,0.027777777777777776
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,14687771.080208326,0.027777777777777776
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,14690927.73595161,0.08333333333333333
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,14720318.570852337,0.08333333333333333
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,14744620.377491189,0.1388888888888889
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,14812846.063376648,0.027777777777777776
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,14840420.27651228,0.1388888888888889
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,14911557.55578148,0.08333333333333333
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,14928129.25080418,0.1388888888888889
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,14952245.28488159,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,14963332.83940085,0.027777777777777776
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,14990612.148270922,0.1388888888888889
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,15035611.742015196,0.08333333333333333
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,15153324.317647759,0.08333333333333333
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,15155255.681389732,0.08333333333333333
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,15160900.250630526,0.027777777777777776
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,15240644.51368434,0.027777777777777776
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,15296714.809061656,0.08333333333333333
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,15414377.40748293,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,15431262.443830794,0.1388888888888889
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,15444406.650110282,0.08333333333333333
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,15486451.586203644,0.08333333333333333
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,15489307.661625193,0.16666666666666666
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,15502854.600301344,0.05555555555555555
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,15519203.957104867,0.027777777777777776
daxp-WoZhuYe-SiLangTanMu.xml_4,叫番儿忙摆驾银安殿，,15590409.422728274,0.1388888888888889
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,15593171.034224991,0.027777777777777776
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,15595541.160553642,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,15655674.915278831,0.05555555555555555
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,15662807.298173204,0.1388888888888889
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,15673574.767267777,0.1388888888888889
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,15674706.859418649,0.08333333333333333
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,15700554.904520353,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,15758740.197239056,0.08333333333333333
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,15835392.889224524,0.027777777777777776
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,15867168.864238126,0.08333333333333333
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,15894609.517353043,0.08333333333333333
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,15917880.245276066,0.08333333333333333
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,16005597.921491181,0.1111111111111111
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,16093923.825006818,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,16167700.964027191,0.08333333333333333
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,16189532.239735225,0.08333333333333333
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,16220627.854670074,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,16223943.36251821,0.1388888888888889
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,16259795.305391589,0.027777777777777776
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,16301983.49646139,0.08333333333333333
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,16362657.327828368,0.08333333333333333
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,16370668.605596585,0.08333333333333333
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,16375698.388363764,0.027777777777777776
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,16397309.440702859,0.08333333333333333
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,16438544.955225484,0.05555555555555555
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,16473337.87698858,0.1388888888888889
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,16514799.588110613,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,16558228.555959197,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,16595340.123752395,0.05555555555555555
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,16765045.716008771,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,16777911.289216261,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,16778839.773681927,0.027777777777777776
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,16938014.638831098,0.08333333333333333
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,17009584.821251523,0.08333333333333333
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,17111108.142221361,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,17158653.314346883,0.16666666666666666
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,17287852.30346483,0.08333333333333333
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,17327642.769138176,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,17345591.924917314,0.16666666666666666
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,17388038.085793529,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,17422772.419205528,0.08333333333333333
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,17422772.419205528,0.1388888888888889
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,17473135.979022145,0.05555555555555555
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,17516452.063405998,0.08333333333333333
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,17633151.681488108,0.1111111111111111
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,17634616.886266619,0.08333333333333333
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,17635959.519741096,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,17695922.133257318,0.1388888888888889
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,17732482.311827686,0.027777777777777776
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,17755465.707771227,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,17818404.563016556,0.027777777777777776
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,17829709.210935701,0.1388888888888889
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,17876449.897571549,0.16666666666666666
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,18014310.289122116,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,18042007.457455672,0.08333333333333333
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,18185954.602987375,0.16666666666666666
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,18241991.178874303,0.08333333333333333
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,18263541.522873215,0.16666666666666666
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,18366747.304510526,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,18627623.673755404,0.08333333333333333
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,18757094.707825221,0.08333333333333333
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,18917130.52655603,0.1111111111111111
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,18956143.68449264,0.05555555555555555
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,19023955.154120266,0.08333333333333333
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,19055166.033692639,0.08333333333333333
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,19322811.862147436,0.08333333333333333
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,19487400.164332371,0.08333333333333333
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,19859145.893603254,0.1111111111111111
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,19902458.265959814,0.1388888888888889
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,19927776.077413518,0.08333333333333333
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,19935153.961874992,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,19996325.2269588,0.1388888888888889
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,20204019.53589173,0.08333333333333333
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,20284735.470996108,0.08333333333333333
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,20496208.672464397,0.1388888888888889
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,20822743.552426584,0.08333333333333333
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,20993105.117734186,0.1388888888888889
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,21049232.070818692,0.1388888888888889
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,21211418.492135432,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,21395206.171904154,0.08333333333333333
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,21841841.773005176,0.05555555555555555
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,22053580.298880748,0.027777777777777776
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,22270550.964748561,0.08333333333333333
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,22384364.712965243,0.08333333333333333
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,22384364.712965243,0.08333333333333333
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,22677918.191789247,0.08333333333333333
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,22777773.565006204,0.08333333333333333
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,22957960.206022236,0.08333333333333333
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,22958339.476468176,0.08333333333333333
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,23422642.705585133,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,23575996.448217839,0.1388888888888889
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,23721412.223656021,0.05555555555555555
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,24348378.887063146,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,24348378.887063146,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,25020389.649732973,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,25033248.850955755,0.1388888888888889
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,25853588.189371068,0.16666666666666666
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,25946030.437900558,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,26560431.945885114,0.1388888888888889
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,26594494.155906674,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,29195178.886838682,0.08333333333333333
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,31696102.506847031,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,32372122.322440621,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,2221779009.4425936,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,2393383564.5411048,0.027777777777777776
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,2403857795.6276422,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,2555926988.3187695,0.027777777777777776
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,2740709216.9625745,0.027777777777777776
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,2747780412.0959167,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,2767390852.7412438,0.027777777777777776
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,2797054438.9828916,0.027777777777777776
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,2834723983.3603001,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,2851741917.028563,0.08333333333333333
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,2918151587.8900881,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,2941428914.4107094,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,2982546352.8428397,0.05555555555555555
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,3044075272.7809439,0.08333333333333333
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,3061699438.451972,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,3081996776.8879857,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,3102483848.5217853,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,3115348325.8172083,0.027777777777777776
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,3117899844.045279,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,3134015304.4967051,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,3141278905.3883281,0.027777777777777776
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,3147477966.7042475,0.08333333333333333
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,3160589749.8136182,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,3165124706.9400945,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,3166979995.6143856,0.027777777777777776
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,3167255739.7698755,0.08333333333333333
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,3177260978.7603202,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,3189266449.4156637,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,3204533108.4406099,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,3214558429.9872146,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,3246891528.7850184,0.027777777777777776
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,3246891528.7850184,0.027777777777777776
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,3272408057.1868839,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,3282394393.6312995,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,3283499262.2224236,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,3285195058.0795474,0.05555555555555555
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,3319877676.5150232,0.027777777777777776
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,3321268155.506597,0.027777777777777776
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,3325675323.9333158,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,3342264765.1109595,0.08333333333333333
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,3347311745.0580506,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,3362260610.9757967,0.08333333333333333
