但愿得八主贤王从中周旋，早成美眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山,1,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,3362260610.9757967,0.08333333333333333
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,3401707073.5143256,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,3402506850.0310931,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,3403298108.73593,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,3433198729.8706512,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,3444424044.3284326,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,3448224397.0332541,0.08333333333333333
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,3453246377.8762603,0.027777777777777776
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,3453568448.4258919,0.027777777777777776
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,3475885381.6410747,0.08333333333333333
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,3487637448.8610806,0.08333333333333333
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,3506933629.4430928,0.027777777777777776
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,3513803532.1247025,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,3517577734.3066821,0.027777777777777776
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,3519308637.7447572,0.08333333333333333
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,3520053877.8849263,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,3520233136.8716369,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,3549086318.5617971,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,3550765203.7574253,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,3566191807.4132223,0.027777777777777776
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,3579051198.5454249,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,3590210982.394958,0.05555555555555555
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,3592188554.2415156,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,3596792470.405467,0.08333333333333333
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,3630769683.9333415,0.027777777777777776
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,3633257330.5902362,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,3634201936.2586946,0.08333333333333333
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,3636414079.7835855,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,3639007765.690268,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,3655271487.1878901,0.08333333333333333
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,3693344304.1795101,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,3718908266.9732676,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,3721140117.1819491,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,3724809651.9156108,0.027777777777777776
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,3737758434.1449714,0.1111111111111111
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,3749856238.0928311,0.027777777777777776
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,3752004181.2828016,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,3757611565.2052889,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,3783269638.5175033,0.05555555555555555
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,3784522108.4962645,0.027777777777777776
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,3789088016.5322056,0.1388888888888889
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,3814743605.2987981,0.08333333333333333
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,3824301211.525239,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,3833878050.2192016,0.027777777777777776
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,3835211121.6796131,0.08333333333333333
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,3838498234.550406,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,3839620661.8297734,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,3842697098.7783151,0.08333333333333333
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,3863360984.8274498,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,3882387556.0670161,0.027777777777777776
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,3899787059.249764,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,3905171533.8331814,0.027777777777777776
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,3914483218.0037837,0.027777777777777776
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,3936672167.3037252,0.08333333333333333
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,3941126968.4077635,0.027777777777777776
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,3946628618.7921171,0.027777777777777776
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,3953693681.2116346,0.027777777777777776
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,3957050792.6232028,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,3964165698.0992432,0.027777777777777776
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,3982477485.7604146,0.1388888888888889
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,3990308414.2894888,0.08333333333333333
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,3993689872.7618732,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,3996469370.8521953,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,4017963100.463275,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,4022354866.3597322,0.08333333333333333
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,4026353766.2603498,0.08333333333333333
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,4027976049.5634489,0.08333333333333333
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,4040901725.2386003,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,4041716198.8393736,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,4051385770.6974349,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,4071859938.5038967,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,4080240310.0121269,0.1111111111111111
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,4082913902.4320669,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,4086757014.142889,0.1111111111111111
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,4097002782.3067603,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,4114666033.3577476,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,4125184875.4848185,0.1388888888888889
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,4130229622.9155054,0.027777777777777776
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,4163838775.8584204,0.1111111111111111
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,4164161674.1040897,0.08333333333333333
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,4170015408.3496265,0.05555555555555555
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,4174109692.0668311,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,4181089793.5639224,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,4189666471.4719505,0.08333333333333333
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,4202019932.7206459,0.1111111111111111
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,4202309108.9001832,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,4205925696.8359094,0.08333333333333333
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,4208468198.1935849,0.1111111111111111
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,4224126492.1091638,0.027777777777777776
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,4243904604.1999588,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,4253265978.0342355,0.08333333333333333
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,4265084371.0712304,0.08333333333333333
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,4265778480.550128,0.08333333333333333
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,4266878144.9483624,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,4269901572.3552613,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,4270607459.5140276,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,4272333610.7625518,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,4274136149.2057486,0.08333333333333333
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,4276268025.2423921,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,4290687557.7113457,0.1111111111111111
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,4291141857.3422565,0.027777777777777776
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,4294492073.9400606,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,4300929209.7303076,0.08333333333333333
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,4309407883.2159271,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,4318512960.4760904,0.08333333333333333
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,4327012142.3530426,0.1388888888888889
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,4328985437.2869844,0.027777777777777776
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,4329783379.3251133,0.027777777777777776
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,4349398695.928544,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,4355115624.1400042,0.08333333333333333
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,4355815030.1540098,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,4367173998.5751839,0.027777777777777776
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,4368414394.379303,0.027777777777777776
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,4369469707.8446512,0.1111111111111111
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,4375246789.1096315,0.05555555555555555
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,4382462962.8708477,0.08333333333333333
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,4386465968.1994658,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,4386465968.1994658,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,4387667212.9198151,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,4388999224.4286594,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,4398144157.3863764,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,4399454354.5320511,0.08333333333333333
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,4401242585.2629032,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,4406891972.5052004,0.1388888888888889
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,4418183720.3600807,0.05555555555555555
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,4421873895.7696819,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,4421873895.7696819,0.027777777777777776
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,4423503011.9012318,0.027777777777777776
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,4424365201.9620075,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,4425441803.4585409,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,4430843631.4760332,0.027777777777777776
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,4438670117.2613716,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,4441098650.0976,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,4442519471.6910362,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,4447766868.0419788,0.08333333333333333
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,4461637387.0648098,0.1388888888888889
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,4482170794.9797783,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,4484089831.3097353,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,4486575572.0878859,0.027777777777777776
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,4517295605.4611101,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,4517840511.0617485,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,4520018451.7966719,0.08333333333333333
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,4523492654.61409,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,4527999183.0427132,0.027777777777777776
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,4555905686.365695,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,4555905686.365695,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,4566035633.091897,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,4588589416.4636288,0.08333333333333333
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,4591611999.8647728,0.08333333333333333
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,4598001898.4351215,0.027777777777777776
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,4610790731.0037718,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,4625918388.1358137,0.08333333333333333
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,4627248581.9067621,0.08333333333333333
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,4636469631.3219881,0.1388888888888889
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,4643485839.3659859,0.08333333333333333
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,4646049040.8485737,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,4653838077.2215738,0.027777777777777776
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,4674559349.0255594,0.08333333333333333
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,4677084271.268239,0.08333333333333333
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,4681157326.4050932,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,4685241508.6667194,0.08333333333333333
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,4687651690.9924297,0.08333333333333333
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,4699127793.1994972,0.027777777777777776
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,4700002285.2158527,0.08333333333333333
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,4726095440.6998577,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,4731420513.7728205,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,4741352920.9978094,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,4742405606.2363157,0.027777777777777776
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,4747704343.2539959,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,4748927548.5446787,0.027777777777777776
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,4753072509.2965174,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,4754096091.6149263,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,4759745947.8057184,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,4776537540.5821991,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,4783462087.7241468,0.1388888888888889
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,4791463056.4396486,0.08333333333333333
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,4794125350.7838097,0.08333333333333333
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,4795683561.4395962,0.08333333333333333
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,4802758693.0697651,0.027777777777777776
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,4808176484.7510414,0.08333333333333333
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,4812366584.0302067,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,4842490658.3361197,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,4845287291.0554533,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,4880839131.929657,0.1111111111111111
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,4887644818.0785561,0.027777777777777776
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,4888996606.4188566,0.1388888888888889
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,4897263700.9007702,0.08333333333333333
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,4900568484.1284761,0.08333333333333333
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,4908444804.8286934,0.05555555555555555
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,4909004071.030159,0.027777777777777776
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,4915108836.1548605,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,4924837461.6057854,0.08333333333333333
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,4935606078.5633545,0.08333333333333333
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,4935735595.8687639,0.1388888888888889
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,4938048862.7805195,0.08333333333333333
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,4947436355.4112043,0.027777777777777776
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,4947763682.1089821,0.08333333333333333
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,4949347777.0704403,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,4950712396.7180243,0.08333333333333333
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,4953016328.4928427,0.08333333333333333
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,4957739346.2713785,0.1388888888888889
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,4960122556.4886236,0.1111111111111111
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,4960597683.9032888,0.027777777777777776
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,4984817745.7049961,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,4994521947.7884159,0.08333333333333333
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,5001796811.8268051,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,5004247109.7265453,0.08333333333333333
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,5005027489.1709833,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,5017964054.6611891,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,5019004114.4763651,0.027777777777777776
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,5034832578.8382692,0.08333333333333333
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,5044442710.5901918,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,5045243627.6485481,0.027777777777777776
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,5048984014.5779505,0.1388888888888889
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,5055413560.1911602,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,5055712313.612402,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,5058724090.2077055,0.027777777777777776
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,5081699000.1798067,0.08333333333333333
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,5092039778.8536406,0.027777777777777776
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,5097912949.5754366,0.08333333333333333
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,5127757766.4569588,0.08333333333333333
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,5138020043.9232883,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,5144336275.0974379,0.08333333333333333
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,5164039613.3148232,0.08333333333333333
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,5164326867.1798878,0.1111111111111111
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,5164908682.9037075,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,5165557783.310523,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,5171226212.1013212,0.08333333333333333
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,5171731001.2261114,0.1111111111111111
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,5176589858.5866518,0.05555555555555555
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,5179237622.6812153,0.1388888888888889
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,5179269525.1507378,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,5194763503.0933981,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,5211086310.9451256,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,5213436573.7948914,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,5222595924.9735289,0.08333333333333333
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,5223225472.4644871,0.0
