猛听得金鼓响画角声震,0,猛听得金鼓响画角声震，
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,9803783.0437310357,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,9807338.663116945,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,9848702.1764675919,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,9879274.6978888717,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,9915484.3249481451,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,9945866.05971363,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,9952566.9157928117,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,9985888.1645525321,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,10062945.31133206,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,10078176.182258647,0.1
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,10088588.470396768,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,10089297.46228119,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,10099219.85744084,0.1
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,10103454.608374134,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,10114405.679450002,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,10129355.690618904,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,10136645.45399588,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,10151542.896400316,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,10172793.523852499,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,10208827.706921384,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,10222671.22598644,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,10223227.711225849,0.1
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,10248677.746649228,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,10264278.875896294,0.1
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,10280706.290681183,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,10339368.978327747,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,10368927.168979814,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,10384641.967590569,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,10385911.839212047,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,10397169.885443231,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,10406029.39843397,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,10442969.324067784,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,10453850.629061237,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,10477215.613619201,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,10527781.419798499,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,10529183.276306178,0.1
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,10550254.252578538,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,10559681.097025715,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,10566712.716420088,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,10687793.381758986,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,10711345.05198497,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,10711345.05198497,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,10723534.142427262,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,10734685.069557337,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,10739839.751636082,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,10751864.643252544,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,10785614.535102174,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,10798714.79179115,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,10921627.742925981,0.1
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,10926983.388066696,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,10928109.491882987,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,10931517.508017231,0.1
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,10938944.493212493,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,10940621.666459888,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,10957208.589976918,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,10958330.350005651,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,10968380.619420541,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,10997311.933585217,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,11009372.909292938,0.1
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,11049504.046891294,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,11083869.842679182,0.1
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,11160815.204619043,0.1
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,11190366.993846886,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,11193731.258047009,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,11195893.551952148,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,11212919.476923089,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,11217152.85034913,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,11267223.586816421,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,11271759.63465425,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,11356581.787349541,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,11385595.600213706,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,11392504.610586055,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,11450255.587187845,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,11453071.946254047,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,11471654.152982602,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,11518895.967791386,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,11556993.756731631,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,11559133.857679978,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,11567497.216629703,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,11605312.059462531,0.3
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,11605497.477957955,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,11647610.113589382,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,11682124.280038608,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,11692784.759033905,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,11694137.779728582,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,11717732.542595647,0.1
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,11743010.468776457,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,11763922.725360436,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,11770569.349574486,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,11828471.01827707,0.1
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,11834274.740246324,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,11862856.520766579,0.1
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,11890203.206877833,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,11935676.718708582,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,11938516.969698647,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,11940023.595970936,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,11949474.815754367,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,11966526.910539396,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,12004953.372430254,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,12090886.465653077,0.1
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,12093483.959382067,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,12103423.305520292,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,12261483.956278272,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,12294562.855793865,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,12295150.656792929,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,12353226.966373829,0.1
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,12409016.624942815,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,12437263.466840906,0.1
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,12457068.256570095,0.2
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,12493207.067068737,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,12493207.067068737,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,12544799.285211947,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,12555269.739289511,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,12564176.076336939,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,12649925.154615672,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,12655169.391965076,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,12661414.842336314,0.1
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,12739486.045206849,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,12741835.960761573,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,12800909.484134555,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,12869203.367387149,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,12870451.973430941,0.3
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,12873814.662073879,0.1
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,12927861.002940666,0.1
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,12963398.754945789,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,12982668.18414334,0.3
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,12998449.09510787,0.1
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,13117905.133614589,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,13163773.767181437,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,13198992.817354154,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,13323751.404342234,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,13415844.317411061,0.1
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,13469129.198139388,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,13693513.535048062,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,13714045.7424653,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,13714732.885288037,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,13750626.648169415,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,13753580.214241095,0.1
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,13817146.542485833,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,13849749.231928006,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,13863232.87859782,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,13982191.211760333,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,14045014.338657454,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,14286445.965494428,0.1
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,14315464.050237861,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,14492564.749840038,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,14588341.849839585,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,14724346.333808336,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,14740226.238012619,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,14780121.921294091,0.2
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,14842685.576606538,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,14969221.693915946,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,15030196.462769153,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,15042625.086766919,0.1
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,15228132.548847441,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,15395452.641383018,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,15519857.985196009,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,15687621.951158743,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,15723624.976993088,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,16276787.474419953,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,16491499.078646384,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,16806049.848555148,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,16951268.890225742,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,16982397.632596921,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,17081538.163510717,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,17346943.916418009,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,17525893.107681245,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,17988818.487876352,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,18452013.671163321,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,21358955.562048707,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,23000014.628003318,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,23570693.762933888,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,25482637.536142752,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,29042141.788404867,0.1
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,375058480.44944495,0.2
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,396095887.07756573,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,425663514.31521285,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,453867338.20303166,0.1
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,482737243.07528657,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,501317622.74915016,0.1
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,504171079.51192623,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,504855944.92289823,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,530877641.26784194,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,535804160.84629405,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,545667796.55075657,0.1
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,547728860.07387841,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,547874990.4313364,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,547880248.35883546,0.1
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,554357887.42292774,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,554887765.11998558,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,562904469.4964267,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,570135907.98225594,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,572754914.78625703,0.1
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,579546811.93715847,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,589053228.59019601,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,592412240.77615798,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,593612527.81595802,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,598295341.48621964,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,598888524.87545216,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,600964888.25922549,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,609362861.81109309,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,614624190.08330262,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,614624190.08330262,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,617816621.87157297,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,619001038.04037011,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,619548550.05005133,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,620817448.01912546,0.2
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,620817448.01912546,0.2
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,622094510.22076392,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,623829927.57621217,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,627392900.50958645,0.2
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,637259435.72103989,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,637720637.26755548,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,639165374.35346198,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,639727518.24827826,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,639946072.5519352,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,641641809.12068856,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,643082987.10454059,0.1
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,644764786.08734703,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,645659145.3960911,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,648683673.46334004,0.1
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,649892282.16300058,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,650377996.17495549,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,652525563.2093569,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,652906990.15599215,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,654226010.52959025,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,656175715.92143619,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,658586199.21084881,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,659062933.21514022,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,660062996.61285257,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,662418671.58031368,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,663735035.56446111,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,673024796.98883855,0.2
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,675933748.10628784,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,676189784.55502856,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,676792195.14666283,0.1
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,677315142.99348819,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,678880132.54047585,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,687852769.01983249,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,690598631.87310922,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,691431768.2475673,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,693470422.92382336,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,694036514.30030859,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,694307163.57517266,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,695747109.80331051,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,695777866.89538383,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,697799013.02442658,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,699123172.13823152,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,702130453.59452832,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,703703980.61390054,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,706011929.51799011,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,707116523.11812592,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,707259274.81177914,0.2
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,710006596.55154896,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,710236313.39994144,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,713356926.52806866,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,713639251.51677525,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,714835229.54964817,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,716404110.71446538,0.0
