隐情不敢实告妻,0,隐情不敢实告妻。
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,5466289257.7589808,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,5479462547.6225348,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,5481717887.7159586,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,5489462351.7445107,0.14285714285714285
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,5491305475.146328,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,5492946778.4568596,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,5501895764.0922699,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,5508584582.3401079,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,5508584582.3401079,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,5516402165.3081617,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,5532828032.3502836,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,5535594530.6084585,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,5550546363.7367401,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,5551463760.8939457,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,5553974152.27742,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,5561310899.1509285,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,5574871326.1581049,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,5580528894.8649149,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,5581380166.5508881,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,5589247614.6681261,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,5591305934.2149353,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,5593574539.6042948,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,5601917539.5332565,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,5602192399.6941442,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,5614242927.6919127,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,5619831809.5021534,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,5625439255.0041618,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,5629668585.0653229,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,5634525533.279603,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,5636299510.6568689,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,5636798375.5535154,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,5644786545.5084066,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,5665997424.4664698,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,5669985647.1979675,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,5670991379.7306709,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,5680732266.753583,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,5681965670.0619202,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,5684460380.8334141,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,5686241042.169899,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,5707343897.5242777,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,5721978383.9820042,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,5725064524.8631487,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,5726336455.2717934,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,5736002035.6806288,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,5736597784.7665825,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,5752067380.9007215,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,5783115669.5955658,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,5793865974.2397852,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,5809976635.0055475,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,5814438047.1708536,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,5830402200.934804,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,5832583572.1393232,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,5846378003.5264864,0.2857142857142857
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,5857107853.0522718,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,5861091484.8408041,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,5873071076.5526791,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,5874755461.3510485,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,5893032411.950633,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,5897750727.5091152,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,5917115206.8344069,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,5921841035.8868723,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,5942627627.4240799,0.14285714285714285
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,5943748925.9153814,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,5988925354.1968622,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,5990904011.1466846,0.14285714285714285
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,5992013319.8059502,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,6003324343.4594879,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,6006916706.8740063,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,6020103689.2071505,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,6023209386.0660591,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,6036433638.8992958,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,6038495516.2991095,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,6042404082.0664244,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,6049486567.5170698,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,6054731606.7965631,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,6057216096.3996248,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,6058350864.1956825,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,6078996187.0487289,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,6113993385.9346628,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,6120604539.4140177,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,6135020205.6952581,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,6139143622.1464634,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,6139320549.5803452,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,6160289513.1166506,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,6207356129.810483,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,6207356129.810483,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,6221060240.5386791,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,6231521947.8410168,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,6235542454.5801144,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,6239390193.7857141,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,6246427837.2127228,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,6279962734.6213951,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,6280936188.8347206,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,6291603719.817275,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,6309924195.3600607,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,6321842373.1317568,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,6324514191.9316635,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,6331468123.060216,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,6349108851.0433064,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,6352526759.4351711,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,6356533982.1766596,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,6399597800.2108173,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,6399597800.2108173,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,6425889882.9857769,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,6453567283.168252,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,6478032316.3759451,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,6488311006.8126955,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,6500230517.5119677,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,6527577927.7583199,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,6529406350.1385822,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,6537373202.7732258,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,6548263545.1466465,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,6556435530.2562284,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,6560505851.0666323,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,6596571149.9176731,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,6598275810.5010672,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,6602729698.19275,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,6614424504.7150354,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,6624351118.0577259,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,6626976917.4272861,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,6633170514.0117598,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,6634119169.1017456,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,6672860968.5432024,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,6673074689.5693092,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,6678567479.3299742,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,6726982581.4526463,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,6735601173.8648338,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,6741802600.0574827,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,6760968884.6797733,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,6775042149.7239981,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,6785817659.5114336,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,6789743885.762392,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,6793738660.9152164,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,6810011649.4851751,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,6834231019.083766,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,6882567776.0602608,0.14285714285714285
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,6975270463.0405169,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,7010265957.337636,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,7053023522.5111771,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,7099779287.8888063,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,7100780913.4124174,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,7105087528.9968815,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,7151705622.8225422,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,7201603088.6447649,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,7221585286.7728176,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,7265480457.4236088,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,7283181742.5241547,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,7299443152.0824814,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,7317246519.2483597,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,7319420053.102006,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,7341108108.4897089,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,7410769536.1931009,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,7414411036.4778919,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,7414444724.5090904,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,7477016373.6238337,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,7507292505.4386606,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,7563904996.9403315,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,7576691093.2042055,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,7657648254.4540911,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,7662557096.6657057,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,7673809025.2270699,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,7696038946.2380524,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,7750130056.2465448,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,7777019513.5507717,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,7830434400.5760612,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,7842334080.3113337,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,7914421955.8484821,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,7935968474.2541065,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,7985100742.4829798,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,8021707217.4868565,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,8029640791.5271807,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,8068890712.109499,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,8135343921.6429691,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,8179824935.8295794,0.2857142857142857
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,8195842096.4298639,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,8221628275.7469158,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,8228613210.6823521,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,8233410820.5878325,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,8264098003.8366547,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,8272933951.134057,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,8281869587.790801,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,8367059324.0323009,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,8552689061.9111261,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,8682007671.1857414,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,8689093716.4994125,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,8724811262.8042297,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,8737625267.2018185,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,8747761803.1624641,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,8781060004.8902378,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,8785417569.6406002,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,8846169123.0781517,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,8919490413.2676392,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,8921898385.9615707,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,8945915196.2666874,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,9104943760.2714481,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,9104943760.2714481,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,9179822804.1742573,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,9442564358.8510437,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,9603154495.6733856,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,9616901082.1798954,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,9647818619.2188892,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,9865186059.5958462,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,9876903671.1697407,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,9927730785.4983234,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,10049859080.564955,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,10147047512.017574,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,10441156898.478222,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,11445428438.221497,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,11452972157.935215,0.0
