不想团圆在今朝,1,不想团圆在今朝。
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,9026717.6028014198,0.14285714285714285
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,9124666.5478685573,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,9126004.7370401993,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,9127704.0426665023,0.14285714285714285
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,9135444.4521543253,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,9142995.8599983566,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,9189618.7516607847,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,9194648.9292155001,0.0
daxp-JiaoZhangSheng-HongNiang.xml_0,叫张生隐藏在棋盘之下，,9228010.6785775982,0.14285714285714285
daxp-JiaoZhangSheng-HongNiang.xml_3,这件事倒叫我心乱如麻。,9239844.701365618,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,9303111.4885578305,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,9360130.6779751815,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,9378905.9055708963,0.14285714285714285
danbz-KanDaWang-BaWangBieJi.xml_2,轻移步走向前荒郊站定，,9415582.9386572503,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,9423055.6904397905,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,9425581.9268411268,0.14285714285714285
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,9458803.0889059789,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,9480339.8673482947,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,9480962.8895308282,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,9489258.8055033479,0.14285714285714285
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,9503717.1101877391,0.14285714285714285
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,9504012.4745018035,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,9524637.8656035103,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,9524746.3228006121,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,9539821.5624615289,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,9558075.7087785508,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,9594354.3677781466,0.2857142857142857
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,9622126.9583548494,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,9643243.9536910709,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,9687760.1059166677,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,9688304.1607751474,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,9742290.3617791813,0.2857142857142857
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,9764586.91979919,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,9797493.1025049407,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,9808770.798811838,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,9810120.6225951742,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,9810973.5766630545,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,9877104.8999278899,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,9902024.8867540639,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,9934422.6640124526,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,9985808.4175444823,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,9987354.7402309589,0.2857142857142857
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,10058601.549291734,0.2857142857142857
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,10093483.303905359,0.14285714285714285
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,10116596.317934182,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,10184847.389118813,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,10204578.665734127,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,10205849.985255126,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,10250600.011595646,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,10253092.842939187,0.14285714285714285
daspd-DuShouKong-WangJiangTing.xml_3,为避狂徒到此间。,10257411.718561335,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,10308153.550587136,0.14285714285714285
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,10333562.279746789,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,10345160.406796668,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,10348480.318157203,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,10350047.942240775,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,10449423.457010981,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,10466187.769564966,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,10467636.95508085,0.0
daxp-ZhiJianTa-WangJiangTing.xml_1,长吁短叹语声低。,10513936.838415565,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,10545581.610018589,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,10553464.476624975,0.14285714285714285
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,10620367.645605477,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,10683177.983009677,0.14285714285714285
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,10726075.140416123,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,10730204.180300947,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,10754017.753759196,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,10764234.73337836,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,10766478.547087627,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,10768049.868788294,0.14285714285714285
daxp-ZhiJianTa-WangJiangTing.xml_5,隐情不敢实告妻。,10811623.915418614,0.14285714285714285
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_0,海岛冰轮初转腾；,10842081.699884905,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,10931044.605419921,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,11001271.619001189,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,11004280.460056378,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_6,奴似嫦娥离月宫。,11079615.844139794,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,11091650.225888537,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,11095803.771241948,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,11115082.066659955,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,11127249.791672338,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,11144576.905604962,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,11145484.097836407,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,11347486.749386668,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,11416388.808801008,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,11489545.551930871,0.14285714285714285
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,11517632.471153263,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,11560267.7403563,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,11582062.783775425,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,11665573.3031235,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,11678266.455386287,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,11718361.684197307,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,11733244.968871383,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,11760836.049923854,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,11781090.402383652,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,11865123.5515365,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_1,算当初曾经得几晌温存。,11950446.708238892,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,11960475.83669949,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,11970471.24211931,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,12020346.357134346,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_1,见玉兔（哇）玉兔又早东升。,12078517.83022869,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,12103579.326477351,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,12168858.652682185,0.0
daspd-DuShouKong-WangJiangTing.xml_2,孀居愁苦泪洗面，,12266201.08922483,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,12293224.227165787,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,12299409.11838313,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,12319457.064036785,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,12418468.203765394,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,12435626.224556589,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,12475587.815104475,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,12495488.644752096,0.0
daxp-GuanShiYin-TianNvSanHua.xml_3,白鹦鹉与仙鸟在灵岩神岘上下飞翔；,12512013.6117191,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,12528551.695290146,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,12784693.798118144,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,12848006.635374038,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,12884477.432227306,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,12908833.168726807,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,12992411.158776538,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,13019647.053763555,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,13040891.915406255,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,13108771.753605168,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,13125158.049055601,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,13202868.439949362,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,13248794.108076027,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,13288686.869419176,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,13454008.342344079,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,13569060.084470423,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,13576848.340864779,0.14285714285714285
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,13596771.538089668,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,13610122.522911308,0.0
daspd-DuShouKong-WangJiangTing.xml_1,芳心寂寞有谁怜，,13616220.049559519,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,13660321.370091775,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,13688768.918720225,0.2857142857142857
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,13798786.797339888,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,13798885.187852647,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_5,恰便似嫦娥离月宫，,13828864.050231412,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,13866464.123334223,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,13872162.412960332,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,13930880.379949166,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,13940940.004920628,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,13972864.250189031,0.5714285714285714
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,13997978.640668621,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,13999295.334751589,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,14046218.726219598,0.14285714285714285
daxp-ZhiJianTa-WangJiangTing.xml_8,出二堂深施礼，,14073428.920825008,0.0
daxp-ZhiJianTa-WangJiangTing.xml_6,低下头心生计，,14129107.593542241,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,14162081.199480191,0.0
daxp-GuanShiYin-TianNvSanHua.xml_0,观世音满月面珠开妙相，,14180718.333512327,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,14368370.311883397,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,14472687.860402826,0.14285714285714285
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_2,那冰轮离海岛，,14534379.922573265,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,14547909.43553734,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,14599413.798962718,0.14285714285714285
daxp-ZhiJianTa-WangJiangTing.xml_0,只见他一封书信握手里，,14606576.356382968,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,14625984.748503644,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,14633237.073396323,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,14707997.179417074,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,14737019.09648438,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,14737019.09648438,0.14285714285714285
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,14773998.80452702,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,14779565.598498028,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,14827483.669138091,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,14835654.227924868,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_4,原来是不耐烦已经睡困，,14855024.649557505,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,14865717.723757684,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,14918687.21205043,0.14285714285714285
daxp-JiaoZhangSheng-HongNiang.xml_5,听号令且莫要惊动了她。,14931144.223062521,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,14951163.967412809,0.2857142857142857
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,14993393.307139339,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,15075375.394117272,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,15140854.347075058,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,15183416.423977772,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,15327180.868205573,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,15386315.834161976,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,15412585.000354022,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,15480505.029383121,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,15495015.888339482,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,15575845.89949912,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,15579567.209405433,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,15584521.20392151,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,15624017.126625173,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,15680181.809907001,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,15877653.49403519,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,15991483.019836115,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,16049552.523387866,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,16240857.463762295,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,16277372.263194362,0.14285714285714285
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,16296188.809889365,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,16453824.546587484,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,16565176.827976836,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,16566754.173861098,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,16726451.435818767,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,16774062.984636629,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,16793819.91203716,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,16947700.139999993,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,17025497.555578593,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,17146310.809447579,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,17172015.225888383,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,17239713.613898776,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,17278533.37245924,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,17547114.317182478,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,18077569.196879007,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,18111086.490569748,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,18310542.866206728,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,18730115.110253874,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,18804024.719686568,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,18813562.940132469,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,18886466.114230752,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,19072013.828442272,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,19211087.239614137,0.2857142857142857
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,19250010.993972879,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,19731077.160716873,0.14285714285714285
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,20214168.100002345,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,20772926.257943917,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,20920849.866839956,0.0
daxp-GuanShiYin-TianNvSanHua.xml_7,催祥云驾瑞彩速赴佛场。,21451046.304989532,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,21570796.948798843,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,21675054.380559221,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,22188272.333982572,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,22577762.500048686,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,22577762.500048686,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,22753038.47963744,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,22770786.270436928,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,22912070.9672345,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,23821698.219276506,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,24725943.686361197,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,25010856.548321344,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,25569467.10161943,0.14285714285714285
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,25585872.307473306,0.0
daxp-ZheCaiShi-SuoLinNang.xml_0,这才是人生难预料，,25818631.349035233,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,25949957.216849875,0.2857142857142857
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,27311531.731513329,0.14285714285714285
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,27989360.25605692,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,27989360.25605692,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,31188442.559923526,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,31713164.709353197,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,31775121.018305302,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,32282761.414366726,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,33140272.609936412,0.2857142857142857
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,81709766.530013189,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,125707129.86276402,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,135797327.95114526,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,142738066.26733044,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,143037424.48841307,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,145648225.67706057,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,148544221.47252783,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,154873115.75536206,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,159755382.73676074,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,162472559.20911127,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,162868772.85403106,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,167238106.93145242,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,167676261.02084765,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,173427221.70099652,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,175686689.27943161,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,178848202.7026599,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,179418687.18447676,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,179731560.36580205,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,182438479.72617558,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,185025754.02552351,0.0
