不想团圆在今朝,1,不想团圆在今朝。
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,186689502.24096319,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,188598110.3940953,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,191854452.91863632,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,193235479.0499692,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,195573110.86033356,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,199574416.63911998,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,202462794.64832029,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,204730937.33501405,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,205183787.68482041,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,205344663.40086845,0.14285714285714285
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,205853195.89140421,0.14285714285714285
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,207290108.17875946,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,207372143.52777573,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,210412746.47236016,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,210416811.09832919,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,211077235.61147624,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,211801074.63719133,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,213920812.41952711,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,214367137.78752071,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,214895641.05576149,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,216525696.8391518,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,217613518.72471097,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,220206558.22233692,0.14285714285714285
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,220220187.27067283,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,220295319.35712311,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,220826858.29397762,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,222438458.29546577,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,224614252.95579261,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,224761012.25252637,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,225585988.71121261,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,225662699.50267386,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,226022668.46522158,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,226363820.38265762,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,227587671.81173831,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,227951956.92768523,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,231924792.02700862,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,234758026.35037968,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,236393660.07707134,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,238584042.66176757,0.2857142857142857
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,240456379.31112561,0.14285714285714285
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,240663275.07246363,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,242943891.39500278,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,243760384.17893717,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,244232349.30246544,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,244591939.58924288,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,245268063.32296973,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,246625739.84039354,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,247772613.90947136,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,249828675.35555318,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,250025991.17866787,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,250371943.2137951,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,252643220.54595017,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,252845854.28763741,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,257933168.0807431,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,261942644.91166243,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,262063488.60653949,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,262896846.39662158,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,265683299.77909732,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,266444418.38237107,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,268686512.91747504,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,268762775.38736159,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,272025102.14277208,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,272325068.45844603,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,273224825.95168883,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,273595171.96349996,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,274206831.63162708,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,274289417.84654862,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,274393254.71218544,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,274686070.50445616,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,278383632.21245891,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,280660631.30604827,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,281558736.50068229,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,282168924.51045418,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,282525919.89793921,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,285818010.32403666,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,287236209.80238861,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,287243158.31929117,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,287378286.75239676,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,287524533.86703306,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,287677201.12901652,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,287748662.54675657,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,288830978.10545886,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,292065105.55683446,0.42857142857142855
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,292065105.55683446,0.42857142857142855
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,294784780.99865264,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,295199321.84049815,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,297108950.4049232,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,300568496.10097271,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,301104510.68013149,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,301613830.83795452,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,304687593.98935884,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,305440534.2288205,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,308925734.63462293,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,309417232.2685864,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,309495762.84686571,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,312162398.33462858,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,312733554.87259805,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,316369836.98806572,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,316469147.48576063,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,316693832.08820778,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,316988017.67975092,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,318428168.02203375,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,325009153.36392629,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,326094361.40951633,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,326215498.74579334,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,326312337.20124161,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,326421846.56040925,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,326612519.66233498,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,326612519.66233498,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,328751802.26669037,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,330599256.59340143,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,330599256.59340143,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,330631201.86450946,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,330676600.5038076,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,330859335.52342308,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,331029622.11549878,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,333785715.28035694,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,334518421.26000315,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,334518421.26000315,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,334525690.85421807,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,334681792.81199288,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,335224346.66996735,0.14285714285714285
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,335550902.37891728,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,335811941.9123323,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,336525386.8627851,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,337505084.05749983,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,337509979.91246933,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,338646025.67142755,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,339630962.82947075,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,339697356.98845667,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,340692863.71793771,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,342250339.0490461,0.14285714285714285
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,342692481.74423873,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,342985089.08097482,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,343910745.44391972,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,344580248.71440095,0.14285714285714285
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,345673837.71068758,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,346400715.69031429,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,346796118.97345078,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,347402693.72519964,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,348235478.37950397,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,348628060.32241023,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,349905959.13890743,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,352070062.80145812,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,354043523.87722158,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,354193415.15242893,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,355425725.56422532,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,356429113.76690662,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,357139749.10925144,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,358389006.74871927,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,358634891.77335072,0.14285714285714285
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,360077330.71649688,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,361378776.03896809,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,361939433.78280061,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,362731651.91785443,0.2857142857142857
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,362731651.91785443,0.2857142857142857
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,364238561.18157279,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,366239621.04384214,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,367400713.84785116,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,368206223.05173975,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,368748608.10696894,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,369417090.9641763,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,370860018.21045154,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,372369814.52059513,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,373298857.29903758,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,373488800.76035303,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,373888280.53641868,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,374444449.5639568,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,374966854.44739366,0.2857142857142857
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,375011306.21765745,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,375011306.21765745,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,375234072.01207119,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,378218105.15914875,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,378327213.46532786,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,378583379.31363982,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,379283196.19753677,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,379436921.47356564,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,380134912.46327645,0.14285714285714285
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,381510722.48401898,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,383008295.85049546,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,383179301.50519133,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,384133237.38190258,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,385267922.05681723,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,385956593.27733564,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,387397258.42195112,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,387484833.5892458,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,389828550.44013888,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,391246112.73017603,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,391608996.22196478,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,392662226.47477406,0.2857142857142857
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,392797058.92148656,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,393623426.29975498,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,393868647.81486773,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,394977949.25968993,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,396275389.61303264,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,396382889.7622115,0.14285714285714285
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,396619925.64885867,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,397397348.32530153,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,397912237.83494878,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,398949572.46956629,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,399597986.68609971,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,399597986.68609971,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,400792927.49020439,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,401116805.93014324,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,401728105.78763747,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,402319999.02725512,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,402646540.63764364,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,403540232.4761644,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,403887979.32130426,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,404330366.14260405,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,404890813.64689094,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,412623986.24266428,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,412830679.57339293,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,413040017.66002923,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,413350675.22766131,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,414215968.61185443,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,417573213.73409307,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,418305360.87834758,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,418391344.64219558,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,418490856.49599123,0.14285714285714285
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,421967708.02176583,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,422072958.71729368,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,424025107.57898957,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,424946577.16997844,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,425631426.54514158,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,426731300.48118508,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,426794978.92978913,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,428816213.35523498,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,429358606.62594426,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,429588507.8098042,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,429957889.57707089,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,430626692.99516922,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,430867729.81457192,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,431581630.61986428,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,436423034.67125005,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,436423034.67125005,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,436609232.55846655,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,437177851.13339978,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,438599276.64953405,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,438703474.32057202,0.14285714285714285
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,438754882.66821545,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,439447567.25393957,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,442104680.73464,0.14285714285714285
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,443116576.4715907,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,443223942.8291626,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,444099383.39817327,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,444731877.2077499,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,445708721.43733323,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,447362395.05702257,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,449041854.33360696,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,450801046.62596333,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,451360508.60208237,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,452339087.4635399,0.0
