唤起我破天门壮志凌云,2,唤起我破天门状志凌云。
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,8683301.3565958533,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,8697485.3860755675,0.0
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,8700076.3451089505,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,8823152.7931202296,0.1
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,8858593.9055524804,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,8863142.2857606541,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,8884353.2315513324,0.1
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,8941995.6363472212,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,8996489.633392686,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,9016760.4250786249,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,9023385.9499634765,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,9029848.7272440121,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,9042727.1969662681,0.1
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,9096269.1504039243,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,9112265.8617867846,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,9121227.2501045838,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,9191258.5442016833,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,9201035.5305601116,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,9215850.1707644798,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,9216619.5310913231,0.1
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,9221095.2863319423,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,9278450.9252763037,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,9281044.1624174807,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,9281592.3059081733,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,9289381.7775231171,0.1
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,9332364.6987053286,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,9352976.1211772133,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,9393173.3785060756,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,9425230.8890088368,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,9425969.2921636682,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,9438974.7973465361,0.1
daxp-WoZhuYe-SiLangTanMu.xml_4,叫番儿忙摆驾银安殿，,9456529.8535535894,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,9479104.4401983209,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,9480010.8471412715,0.1
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,9568339.7679522242,0.1
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,9586225.9258036595,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,9609387.8771472573,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,9609861.6461659521,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,9624735.2862262949,0.1
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,9681833.8735358436,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,9699036.2862895951,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,9719028.3683676459,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,9756105.4601595663,0.1
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,9810072.1024059374,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,9829895.5772856548,0.1
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,9872523.3340543155,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,9891304.9792227112,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,9933374.0578786526,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,9939324.5580887105,0.0
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,9966601.6635299083,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,10020416.059089359,0.1
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,10057322.800856648,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,10071992.171623215,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,10076352.233635228,0.1
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,10087755.095476899,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,10156070.928837592,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,10164263.126942644,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,10220717.908089783,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,10240078.374363309,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,10264156.458922721,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,10284081.599180043,0.1
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,10287442.408152368,0.1
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,10327535.530560993,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,10341030.217570808,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,10362244.833181795,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,10371932.595094157,0.1
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,10378013.486419268,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,10519222.031662429,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,10532233.444469899,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,10533483.617334651,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,10560316.18734277,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,10621878.596809374,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,10636299.461503552,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,10664423.315854466,0.1
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,10680017.716482721,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,10688401.755414004,0.1
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,10709746.748212256,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,10716787.146700611,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,10760573.296228858,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,10885151.107691888,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,10897425.176310027,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,10954879.424168864,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,10991935.964038918,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,11013526.012770267,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,11021166.098364327,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,11021674.691510288,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,11039897.580575742,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,11061853.69802158,0.1
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,11081032.864187844,0.0
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,11101182.524419814,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,11109558.446187371,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,11115464.890110116,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,11116961.066941945,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,11118791.727583852,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,11208647.48596085,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,11220241.5516291,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,11239143.659224575,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,11242580.47921196,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,11247494.991171129,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,11257669.903834894,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,11335355.804035004,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,11383219.692870149,0.1
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,11389008.548340719,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,11417757.105687575,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,11468816.8972516,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,11474005.504792389,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,11482971.993553277,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,11489193.928518575,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,11489193.928518575,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,11491359.463730136,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,11519787.644061446,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,11600718.99817244,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,11638799.475538641,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,11776829.102127701,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,11806560.180662591,0.1
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,11807516.857724641,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,11807516.857724641,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,11865292.364947904,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,11900962.376267854,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,11919782.880850201,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,11936897.175385823,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,12015545.476896485,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,12015726.798338277,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,12016731.065080551,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,12038494.35268656,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,12050304.68133658,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,12053350.31071863,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,12071933.411326932,0.1
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,12087131.979585838,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,12100589.681879971,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,12178109.658063065,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,12188742.018306674,0.2
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,12213026.05750544,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,12216010.488725388,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,12231721.220951114,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,12273458.031685274,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,12286961.542511584,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,12327557.104018044,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,12380419.107354548,0.1
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,12418686.385371061,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,12585218.588840639,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,12589258.926672999,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,12616915.084780389,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,12706463.36354848,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,12735392.87871974,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,12764301.010321602,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,12814209.636379519,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,12826908.305677259,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,12839002.77619464,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,12856837.822382312,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,12870300.118743323,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,12870394.358876141,0.1
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,12914663.891644761,0.1
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,12915979.476369264,0.1
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,12934939.344925212,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,12947330.302782757,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,12952434.863130923,0.1
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,13049388.908013977,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,13180058.630280977,0.1
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,13189463.9058729,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,13212431.411183992,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,13214980.892166091,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,13237944.005894655,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,13347896.068501111,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,13384763.408289615,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,13453460.222402072,0.1
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,13474264.205666354,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,13582409.376948958,0.1
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,13586050.898269581,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,13592634.145742202,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,13639316.469203152,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,13742546.994501675,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,13780972.472536726,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,13840202.200348817,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,13851645.527914921,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,13856581.477601679,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,13867329.266946038,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,13871204.571244128,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,13948607.932075616,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,13986176.394459415,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,14014278.493069252,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,14053918.59535973,0.0
