愿天下有情人都成姻眷,0,愿天下有情人都成姻眷，
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,3037125501.7944541,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,3053419015.1458001,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,3070066197.7457571,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,3081597691.4794269,0.1
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,3090490497.9169869,0.2
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,3118080654.4964738,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,3132144377.3011394,0.1
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,3143599188.296792,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,3168125040.9005504,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,3211732142.3226457,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,3215966286.8212667,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,3217674916.4605055,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,3218689689.3745599,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,3219609124.2332888,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,3254172406.4054399,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,3258141072.0147099,0.3
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,3261705668.2038541,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,3283630631.6890564,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,3287670018.8412566,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,3305933097.5047994,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,3306140333.0917759,0.1
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,3324671833.6864533,0.1
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,3329265934.0120411,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,3336114057.730154,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,3336676559.6719146,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,3361542895.7227626,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,3361542895.7227626,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,3393667912.1282392,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,3398126784.9407496,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,3399735243.8049135,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,3402269735.9020834,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,3414763213.7271738,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,3425967495.303721,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,3427622103.611937,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,3429884100.2810903,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,3435402980.2660789,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,3439885714.559979,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,3441023459.9994192,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,3445986720.4231429,0.1
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,3455156675.6571374,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,3475747311.0085244,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,3540954622.0840559,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,3541857604.1511745,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,3548253971.9063048,0.1
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,3551441607.2699432,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,3557329153.8421054,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,3560523654.2920871,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,3599994109.2063046,0.1
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,3604395387.9220147,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,3614132352.2368851,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,3616614479.7528563,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,3621476582.3909683,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,3626741842.5072336,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,3629896212.9858742,0.1
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,3630082167.2226939,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,3634980615.097374,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,3644166669.1870813,0.1
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,3646361371.8761969,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,3658753534.4610767,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,3673299907.8243461,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,3682900369.7874041,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,3686990140.0789776,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,3702901252.2209167,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,3731320476.6467428,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,3733602833.5533977,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,3738675943.3240805,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,3743783995.6311316,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,3745685784.7102318,0.1
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,3773018189.8088331,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,3783926835.6328259,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,3784759177.1359916,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,3796209200.9645209,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,3796209200.9645209,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,3828583788.4951029,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,3873569728.6937852,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,3892568147.4592242,0.1
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,3912141509.2059093,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,3951280389.8123922,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,4003973958.6527467,0.2
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,4030760504.8544941,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,4040995637.5412712,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,4049589707.4188027,0.2
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,4053018951.818666,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,4069989808.6178756,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,4073580592.8344884,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,4088388846.8046098,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,4091273900.700139,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,4095797585.2214003,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,4127984971.0200853,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,4142826807.0640693,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,4162948859.6911073,0.1
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,4164766495.5707645,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,4192420772.8373928,0.1
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,4199388055.0814304,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,4231448773.9694495,0.1
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,4240893089.1124749,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,4241815319.0225916,0.1
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,4293543499.1242323,0.1
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,4305206376.6375532,0.2
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,4359884438.8157473,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,4373950239.2040539,0.1
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,4384713202.7352457,0.1
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,4387014369.5493965,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,4399251027.4324017,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,4407334135.7573814,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,4422212596.7548571,0.1
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,4423522247.1381893,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,4426906771.7271137,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,4448955770.9618568,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,4471846305.7501974,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,4537059955.3703384,0.1
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,4557808283.0063629,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,4558438293.5526896,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,4579609858.0307961,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,4612245896.5754251,0.1
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,4618386427.1764078,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,4626769583.3275738,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,4636043073.4836645,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,4660708460.8254271,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,4664765919.7656059,0.1
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,4678479221.5756912,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,4684907707.0044937,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,4730094272.6800795,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,4730094272.6800795,0.1
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,4735877419.7581186,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,4736493765.8613396,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,4789362135.4006157,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,4822020612.34974,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,4849131465.50912,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,4860117903.0225449,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,4965545980.4105043,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,4996216277.6011076,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,5018175587.997014,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,5062062756.1598482,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,5075974506.5249538,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,5077153820.3538017,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,5108458036.5008583,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,5147839069.2069626,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,5159284457.207303,0.1
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,5167252754.0189686,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,5168112858.5951271,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,5236360946.8443489,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,5249687262.2275314,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,5258050627.1845598,0.1
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,5297882713.3188782,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,5299489278.1235352,0.1
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,5302705484.8245153,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,5306219303.7134905,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,5319473587.8518858,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,5346069369.4358883,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,5398297426.0154762,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,5442227966.6702108,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,5512384462.1453218,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,5523611524.8637171,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,5538356871.5620537,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,5544723268.4518347,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,5551814277.3793697,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,5555394051.1285362,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,5566245002.7721901,0.3
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,5573844171.9565639,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,5577669831.8994379,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,5583334472.3120327,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,5615623424.3924789,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,5620735391.1390028,0.2
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,5627128085.9597034,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,5633862781.7821484,0.1
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,5640020963.6169348,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,5714688235.4158049,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,5818344802.6537542,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,5876942983.3503904,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,5996345414.6346703,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,6012874416.4891376,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,6050551730.6313286,0.1
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,6050716598.1631346,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,6109493974.4858446,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,6144483604.7112894,0.1
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,6278686188.2985392,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,6336394149.8740292,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,6429024747.4006271,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,6534147849.1188564,0.1
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,6549328679.3142328,0.1
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,6577243353.8210669,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,6632877064.5427809,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,6660435018.8252344,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,6672853893.096137,0.1
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,6756618564.0065002,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,6781021772.6250935,0.2
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,6876034259.3732424,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,6889771812.8491373,0.2
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,6965158505.334466,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,7313706669.0435085,0.2
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,8288654492.1985855,0.0
