愿天下有情人都成姻眷,0,愿天下有情人都成姻眷，
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,11848862.773539286,0.1
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,11850274.892598456,0.1
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,11899365.29500995,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,11987492.393531121,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,11988170.914430691,0.3
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,12009840.61214445,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,12025686.813730041,0.1
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,12026355.004421264,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,12031254.840821214,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,12099436.358040687,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,12171625.128035085,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,12176808.816657251,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,12186848.897159236,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,12209843.954733061,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,12225042.279434312,0.4
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,12229303.68231488,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,12261565.973897558,0.1
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,12262574.012462962,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,12363378.984798947,0.0
daxp-ZhiJianTa-WangJiangTing.xml_3,害得儿夫犯焦急；,12378819.003409781,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,12379495.138962252,0.0
daxp-ZhiJianTa-WangJiangTing.xml_5,隐情不敢实告妻。,12387519.169868523,0.1
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,12403618.17231556,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,12403618.17231556,0.1
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,12432512.822718797,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,12465474.50314834,0.1
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,12544682.5147762,0.0
daxp-GuanShiYin-TianNvSanHua.xml_5,好似我散天花就纷落十方；,12555341.838203121,0.1
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,12692780.664323289,0.0
daxp-JiaoZhangSheng-HongNiang.xml_3,这件事倒叫我心乱如麻。,12742138.455917772,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,12746502.426193569,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,12749946.449118799,0.1
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,12751549.717258157,0.1
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,12773456.253164012,0.2
daspd-DuShouKong-WangJiangTing.xml_2,孀居愁苦泪洗面，,12813619.121157292,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,12814946.839685496,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,12846033.62518852,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,12906232.440160107,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,12909855.258723335,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,12911980.375583183,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,12920917.308824738,0.1
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,12926817.433678083,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,12926817.433678083,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,12931523.669502992,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,12939289.507999467,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,12968859.498447347,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,13006198.338787112,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,13014729.700170783,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,13111602.09257354,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,13124545.244292419,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,13154348.769236432,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,13155603.530096103,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,13201937.920866944,0.0
daxp-ZheCaiShi-SuoLinNang.xml_2,回首繁华如梦渺，,13206249.453502618,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,13284872.225829367,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,13284872.225829367,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,13346299.178761281,0.3
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,13376064.919209665,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,13446900.06743486,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,13468294.545746882,0.1
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,13491956.58417384,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,13534860.289367221,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,13593521.533024734,0.2
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,13661214.754790004,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,13707361.536256738,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,13711115.226858035,0.1
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,13736889.18687335,0.1
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_6,奴似嫦娥离月宫。,13739174.956426378,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,13746380.707414048,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,13772955.955410611,0.0
daxp-GuanShiYin-TianNvSanHua.xml_3,白鹦鹉与仙鸟在灵岩神岘上下飞翔；,13826674.363739422,0.1
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,13846646.706896169,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,13872734.482603449,0.1
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,13888620.273856832,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,13913608.581244301,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,13932782.691660635,0.1
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,13993423.216020672,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,13997051.410904318,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,14000818.750946963,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,14003636.7818175,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,14061975.991200296,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,14074658.689164883,0.1
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,14113617.34816304,0.1
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,14148832.412210604,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,14183097.330237158,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,14193235.036011392,0.1
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,14205164.632441415,0.1
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_5,恰便似嫦娥离月宫，,14268257.832033256,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,14273444.232140578,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,14446587.142472681,0.2
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,14452441.978382111,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,14466325.89171195,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,14531091.789093841,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,14557542.30333556,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,14588752.212037541,0.1
daxp-ZhiJianTa-WangJiangTing.xml_2,何人来把书信寄？,14603062.399058316,0.1
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,14657140.178628877,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,14665938.212328568,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,14700869.197321596,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,14769098.494817937,0.1
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,14823043.73409369,0.1
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,14861300.76946936,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,14952467.165771075,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,14990338.03100363,0.0
daxp-ZhiJianTa-WangJiangTing.xml_4,莫不是平地风波起，,15103223.87182652,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,15142856.826068684,0.1
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,15158751.724021107,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,15159121.867837148,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,15295528.57226277,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,15402695.540792005,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,15497846.790456943,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,15502066.227841618,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,15569818.858251799,0.1
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,15580814.282747218,0.1
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,15599958.569722915,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,15611152.069589995,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_2,那冰轮离海岛，,15811264.566415483,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,15830027.20750018,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,15841660.839197723,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,15857300.385525512,0.1
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,15985000.579506686,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,16050477.535105398,0.1
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,16148465.024246486,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,16153934.65574679,0.2
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,16354453.614745898,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,16376139.862426845,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,16396229.451705419,0.0
daxp-JiaoZhangSheng-HongNiang.xml_5,听号令且莫要惊动了她。,16424633.530886712,0.0
daxp-ZheCaiShi-SuoLinNang.xml_7,愧我当初赠木桃。,16480657.226397898,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,16503528.604925567,0.1
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,16726068.839212751,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,16726365.431745932,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,16729204.284519929,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,16775747.937360466,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,16788840.737969473,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,16808259.648534313,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,16952496.035626441,0.1
daxp-GuanShiYin-TianNvSanHua.xml_0,观世音满月面珠开妙相，,16954668.974404857,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,17017918.304622684,0.1
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,17095993.14385489,0.1
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,17098968.602899805,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,17157846.30850916,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_1,算当初曾经得几晌温存。,17171981.130887162,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,17235661.669958215,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,17239395.115298484,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,17424635.09656537,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,17431055.761240102,0.1
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,17760844.127374396,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,17818040.909511324,0.1
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,17994391.819225255,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,18170800.38143475,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,18235923.538505193,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,18343774.844349183,0.1
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,18362498.566077564,0.1
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,18396836.047982257,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,18519095.080947753,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,18560018.492981791,0.1
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,18576759.312955622,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,18679843.73706482,0.1
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,18811454.46773053,0.1
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,18819365.987207696,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,18934918.251914471,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,18939388.636824004,0.1
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,18970403.940707285,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,18985348.711331949,0.2
daxp-ZhiJianTa-WangJiangTing.xml_0,只见他一封书信握手里，,19068230.05005981,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,19120811.716443837,0.2
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,19274705.074319225,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,19406370.546424542,0.3
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,19497177.372543704,0.0
daxp-ZhiJianTa-WangJiangTing.xml_8,出二堂深施礼，,19497566.313069481,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,19613327.50090237,0.1
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,19715728.28566882,0.0
daxp-ZhiJianTa-WangJiangTing.xml_6,低下头心生计，,20747820.128067493,0.1
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,20819275.669484347,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,20905277.613326404,0.1
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,21176005.794440113,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,21219517.346606016,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,21304902.273240793,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,21691769.780219488,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,21744420.621687707,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,22018333.755210988,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,22036665.447521929,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,22165938.674508478,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,22260169.609408256,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,22335594.62955755,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,22462576.662821297,0.1
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,22623302.617662344,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,22683139.985477522,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,22690177.032053929,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,23142220.120508872,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,23983006.488618378,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,24259494.003070999,0.0
daxp-GuanShiYin-TianNvSanHua.xml_7,催祥云驾瑞彩速赴佛场。,24348142.850290202,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,24368755.568037942,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,24393193.063295528,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,24494424.363546945,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,24516405.717582773,0.0
daspd-DuShouKong-WangJiangTing.xml_3,为避狂徒到此间。,24578936.865727179,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,24760436.109240361,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,25809786.802207012,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,26044559.922076862,0.2
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,26138568.880597111,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_4,原来是不耐烦已经睡困，,26140525.852329995,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,26185683.308274057,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,26345192.980469324,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,26350958.813985132,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,26487791.226752337,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,26487791.226752337,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,26526493.650558773,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,26730825.573293444,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,27196955.554674286,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,27376371.679027222,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,27977399.442593969,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,28368804.307343237,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,28683428.712287031,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,29548294.248675432,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,29973887.024169337,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,30086168.750620246,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,30125812.640841227,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,30225386.234013993,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,30753247.638962369,0.1
daxp-ZheCaiShi-SuoLinNang.xml_0,这才是人生难预料，,32580580.124279454,0.1
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,33708645.199930206,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,33708645.199930206,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,34322716.709507048,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,34324466.442645378,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,34588112.584400997,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,37780034.73248174,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,40461248.227072172,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,985065028.69026303,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,1067068710.6567395,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,1102749853.8858578,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,1102750674.259378,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,1147446160.0475934,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,1192064746.1774578,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,1219525124.9678438,0.1
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,1231908103.7139909,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,1258427661.6297297,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,1265796104.9037259,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,1276258286.2222745,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,1281263475.515188,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,1291959441.4685116,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,1306858390.8652821,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,1338726779.3145998,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,1338726779.3145998,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,1345076335.2888858,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,1355018536.2147892,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,1360815178.2468107,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,1361563786.409765,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,1374474741.3603451,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,1382945307.7557259,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,1386450486.2194839,0.1
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,1410023705.7707672,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,1410488356.6643205,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,1421352797.0683112,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,1454021057.6565642,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,1459478208.3948808,0.1
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,1461250314.6437542,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,1470830833.813509,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,1483861631.0743165,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,1491193886.9938908,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,1494990797.957077,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,1508506307.0374696,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,1514747071.0148599,0.0
