唤起我破天门壮志凌云,0,唤起我破天门状志凌云。
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,10491293.863946246,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,10502841.07415016,0.1
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,10506206.555724068,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,10545518.822266733,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,10600025.74357534,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,10662713.211027676,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,10734809.101305703,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,10773631.852091813,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,10844267.386635402,0.1
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,10857928.034084726,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,10887622.279911876,0.1
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,10887622.279911876,0.1
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,10947992.103263939,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,10953021.336378757,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,10993246.349064307,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,11000382.614869893,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,11121829.519264814,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,11194017.50729203,0.1
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,11299577.368111651,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,11307185.440724446,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,11326085.316940933,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,11338941.896207659,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,11415858.613246894,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,11459633.496694326,0.1
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,11460053.932708172,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,11493275.637650477,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,11560269.789800815,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,11567269.505434496,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,11630182.103090223,0.1
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,11654678.260958914,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,11705344.811069449,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,11795107.718913576,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,11812762.747204097,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,11825698.287968408,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,11836868.329617364,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,11861835.290335609,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,11869501.278275285,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,11915976.844860053,0.1
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,11992520.285831643,0.1
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,12014316.441726316,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,12060162.738036098,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,12134408.74708564,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,12143526.374869948,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,12146437.29026893,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,12218281.523536887,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,12313894.027983202,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,12316357.70649901,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,12359659.369250156,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,12508359.664418219,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,12570718.554623274,0.1
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,12575550.581671234,0.1
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,12674936.631116178,0.1
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,12719722.251885379,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,12764765.256072324,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,12781178.641932495,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,12851322.700390447,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,12966896.236208891,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,12981336.456616189,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,13008747.671646144,0.1
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,13054014.448102681,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,13068169.816048322,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,13134411.5760334,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,13140544.619288204,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,13230446.875138622,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,13377391.370448774,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,13388176.391289791,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,13401674.059350915,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,13426139.426947411,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,13450710.240237184,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,13533460.481012912,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,13551437.288188091,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,13625743.917966226,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,13633164.259699563,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,13647843.964318754,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,13743723.441550316,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,13898819.339287918,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,13997734.051045941,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,14073262.085850971,0.2
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,14171255.606726721,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,14221424.098873163,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,14311707.13732728,0.2
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,14326346.816414883,0.1
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,14338453.239265675,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,14449710.659755016,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,14500844.205758484,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,14565611.1522708,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,14585463.912301838,0.1
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,14801788.171773734,0.1
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,14821094.401767815,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,14825859.184782488,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,15003343.927723752,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,15042778.242892377,0.1
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,15247219.757186016,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,15405127.505692117,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,15420530.740504146,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,15422980.132508613,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,15502448.115945641,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,15532542.724284789,0.2
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,15620156.97973481,0.1
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,15662629.135179581,0.1
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,15788137.493691847,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,15854232.988757072,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,15874004.444453163,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,15887905.871885963,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,15914294.258182628,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,16270420.590048108,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,16290800.566836113,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,16475363.662928656,0.1
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,16669190.559864283,0.1
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,16729755.009843217,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,16750455.508451136,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,16979672.186410595,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,17137848.910938326,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,17174154.595372234,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,17268106.598851085,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,17328695.908090707,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,17369795.145542502,0.1
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,17369795.145542502,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,17705658.144236721,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,17753239.873812221,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,17819410.234267853,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,17953995.682261854,0.1
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,17994727.501732551,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,18251262.127391648,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,18301353.248187605,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,18492242.055461593,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,18550484.666176513,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,18736538.696244083,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,18868318.478710998,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,18996428.300132435,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,19478061.33556962,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,19637381.537788749,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,19728980.873461228,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,19788512.890416346,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,19830008.687378965,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,19924820.852200579,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,19985434.833251346,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,20085646.261683669,0.1
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,20160162.771284185,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,20230160.492845897,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,20251610.29032312,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,20497128.120696731,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,20671111.338009186,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,20676729.839849912,0.1
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,20838904.390933383,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,21194147.673802558,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,21221495.085195206,0.1
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,21448363.828111015,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,21453004.429365218,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,21753425.736034904,0.1
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,22134633.083265971,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,22190867.015238591,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,22554880.261121653,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,22660035.199806578,0.1
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,22694193.419904694,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,23027455.818349797,0.1
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,23354223.237234805,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,23630047.391482629,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,24166153.730907422,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,24199616.019084949,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,24255396.090838224,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,24453405.587537795,0.1
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,24559953.38686889,0.2
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,24916863.939347036,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,25316889.375685196,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,26401914.686002284,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,27257725.010912471,0.2
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,27857595.137486476,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,27857595.137486476,0.1
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,27886788.533155829,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,28987285.495987862,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,29116682.8054456,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,29689164.637878299,0.1
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,29974787.508177944,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,30431996.543455049,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,31672202.186572876,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,31672202.186572876,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,33524140.847119525,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,33573992.484315246,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,35221304.029521413,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,105668382.4592361,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,124607615.40226394,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,144323583.59410277,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,146477875.4650543,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,148649097.29591668,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,152116567.94829884,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,154445331.09003657,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,155853754.01427758,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,164224863.45847559,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,165264379.27952996,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,166181975.64303908,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,167273705.19534102,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,167369815.64785159,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,170363799.53753957,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,172838567.61854145,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,174074131.84694186,0.1
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,181902870.79972762,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,185135493.92271319,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,186850813.81898922,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,189921659.02710271,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,192027552.68436047,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,192413381.07618308,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,196150587.91990268,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,196399802.73962826,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,197257862.19752964,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,198025536.62964487,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,200570429.94301295,0.1
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,202392326.94920591,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,204163507.50888258,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,205751652.4161087,0.1
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,207115187.74690354,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,209590708.14000097,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,211408442.44970533,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,215709664.36589339,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,217654648.34140363,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,221525963.42043176,0.1
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,223304780.37363198,0.1
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,223455982.67951676,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,224218069.80071884,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,226441268.59285453,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,227155401.07262045,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,228564383.16937041,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,229129056.28069219,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,231246564.71914271,0.1
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,232835577.29658845,0.1
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,233204778.45837268,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,233226656.47201419,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,235058748.07394078,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,238070871.12154225,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,238108973.86180478,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,238836764.75983736,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,239250591.40002656,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,243090809.03205615,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,244551701.28137407,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,245359905.52708489,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,246301950.31042656,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,246552193.24413618,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,247571429.76098692,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,248448135.7207427,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,248540602.51717865,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,250124260.04881349,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,251579998.80363458,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,252829342.39309591,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,255433279.65570852,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,257118083.95083654,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,257994596.9344905,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,258700029.61579099,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,260107065.62361467,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,261613860.59009898,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,261742450.70627052,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,263380657.92148668,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,264426734.38305676,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,264537900.50552589,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,265939425.21060339,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,268187757.30600262,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,271423468.25805855,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,272356850.57141161,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,273474118.73018241,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,274013172.98465675,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,274068154.36554253,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,274072463.71136945,0.1
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,274266519.86603403,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,275429237.48890036,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,275754160.64329892,0.1
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,277125173.46739733,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,278189314.99299586,0.1
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,279900578.46948105,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,280106617.8987202,0.1
