世上何尝尽富豪,9,世上何尝尽富豪，
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,8446077.5464471728,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,8476666.2751723547,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,8490867.4710111655,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,8494947.1715760194,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,8503463.7283815555,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,8511111.9463475719,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,8543951.2336742878,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,8560641.841093529,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,8569506.4412501566,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,8604867.9987306558,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,8609788.7848558687,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,8615061.7341517061,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,8616777.2102703676,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,8624173.2474983633,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,8628914.549633028,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,8635526.7615784686,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,8677578.7785786577,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,8695364.6201593,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,8719070.739063561,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,8737539.6624540612,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,8745331.7216432039,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,8745942.3187256269,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,8815419.2614089753,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,8865186.2501739934,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,8867608.1352632288,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,8874169.5023448188,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,8911183.5199827943,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,8969774.2150247712,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,9081512.747220045,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,9136439.9010099024,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,9144512.2648778893,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,9168525.274552457,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,9189603.5560511686,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,9194004.1971269529,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,9257088.2196360398,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,9257088.2196360398,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,9260053.3158755321,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,9260781.5383817628,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,9307054.6568575818,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,9343000.9212951083,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,9371736.7905679606,0.14285714285714285
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,9371844.9771998506,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,9419502.6119858362,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,9425617.7802694794,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,9449157.6139171869,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,9460128.0642927308,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,9460707.0614182446,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,9486607.9816854894,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,9523926.2253644019,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,9537533.6371494811,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,9567173.8849429488,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,9582328.5336701088,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,9593003.6882471759,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,9640119.3408893552,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,9661007.7235117052,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,9674347.7856981624,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,9694320.1771587245,0.14285714285714285
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,9886954.0447730217,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,9887533.6038210597,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,9917128.0085669998,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,10018723.415017048,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,10042917.082976043,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,10096717.357186049,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,10127461.51216281,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,10148797.148889417,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,10171164.339483766,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,10192767.186842578,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,10200612.279621787,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,10230070.816524211,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,10249620.304503206,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,10262551.102604214,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,10286399.003118042,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,10299041.300827758,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,10299041.300827758,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,10314897.461699788,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,10507834.607595842,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,10571533.501052044,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,10585947.04704194,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,10614708.747883892,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,10743349.908291113,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,10760978.160737759,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,10784353.917652905,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,10825134.811655156,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,10888390.346120482,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,10911308.142760079,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,10981699.414773135,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,10994290.626967963,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,11036122.68842539,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,11036370.400197513,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,11237193.79348273,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,11292616.553221239,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,11310398.035266155,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,11377351.128882401,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,11411564.810900664,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,11582507.896853959,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,11780502.320560073,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,12287136.481858348,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,12314491.008964179,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,12368985.234846221,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,12379275.996421868,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,12465729.156738302,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,12670152.269406138,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,12686157.483599911,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,12746052.122309968,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,12783116.124371987,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,12826913.53481603,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,12976429.380974017,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,13117762.910145583,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,13159127.189656317,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,13231431.279221447,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,13236182.540456714,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,13296833.358349755,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,13405262.021932602,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,13457375.52531044,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,13478930.98963679,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,13506918.604294224,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,13665593.39425398,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,13715738.488308119,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,13758228.775991207,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,13879931.015848193,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,13887981.441626485,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,13917406.600589618,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,13917929.050885927,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,14022882.045716947,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,14119283.577720895,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,14258603.822508568,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,14261083.753571449,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,14430875.609828789,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,14438219.96099617,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,14554220.373533461,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,14575190.067681829,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,14638065.371223681,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,14653520.139118172,0.14285714285714285
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,14668375.489623841,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,14688686.152908308,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,14705909.96023421,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,14736261.732002124,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,14849030.595714327,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,15092501.100623367,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,15130349.403557546,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,15173071.812886808,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,15476156.196067519,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,15532901.897283003,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,15752803.714633277,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,15827601.411074847,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,15853875.157474214,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,16092427.351835992,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,16350387.930978181,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,16410743.000410857,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,16476695.633479048,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,16532295.926126122,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,16565701.813115167,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,16592692.364999253,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,16986074.095020328,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,17036924.362456914,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,17166894.975546937,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,17668606.343325268,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,19249934.024250627,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,19424134.428721961,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,19715381.066977888,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,19741294.000479117,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,20009610.766388539,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,20120679.110878188,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,20371073.983546052,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,20415464.741340678,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,20863448.823144343,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,20955857.40997912,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,21214798.738043759,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,21871656.115674946,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,21871656.115674946,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,22917592.403620496,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,23376955.258974452,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,24064010.088242833,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,25491935.836596768,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,25511984.803249653,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,27433718.087086022,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,27579355.930034842,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,27579355.930034842,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,28237307.414965913,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,28284506.115669355,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,402970845.5397625,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,452695293.61925334,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,470836688.46254492,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,471717914.75725591,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,480040909.59453291,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,483468999.75220084,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,496346985.34467953,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,526244367.97925776,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,554583443.85474145,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,554925638.95833838,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,556612703.23430228,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,569209289.48018587,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,582527268.07277584,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,585972062.51100159,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,595379103.20525432,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,598402961.20519185,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,606594359.15041125,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,606696710.61503875,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,607389344.91067731,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,616534603.18639386,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,619525986.09889972,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,623146231.30928397,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,625466464.47838831,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,632077808.8556993,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,644831812.32296097,0.14285714285714285
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,663770089.25700617,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,664711953.64759016,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,665162638.81222463,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,680307153.58321607,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,688091036.22313786,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,688998068.60658526,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,695269080.63999212,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,709838286.38658214,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,711997130.43597817,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,715047058.2423563,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,725347709.36406267,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,728704637.96130252,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,730188658.06724358,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,736006620.90599,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,740242623.0004636,0.14285714285714285
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,744711276.46607399,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,746070429.68065822,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,758208774.40397966,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,760174946.29318035,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,763867725.71973109,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,766837503.70851755,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,769956289.89332211,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,771732732.41396403,0.14285714285714285
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,773205473.35177994,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,784415201.99451113,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,786924627.15108168,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,794288419.36819196,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,797735385.30830383,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,801686982.97869503,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,806073386.61742187,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,815025574.74250674,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,824244658.6299448,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,830391203.09292352,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,834258116.48609149,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,842547411.62541819,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,843758740.58213031,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,855697220.2722609,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,855999503.71868265,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,857991784.84604263,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,859902672.15203512,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,860428633.7869544,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,864167975.23870075,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,865401738.49058676,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,868595786.45010626,0.14285714285714285
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,869321152.61658359,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,880095263.52116573,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,894160318.01966107,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,894277459.60912514,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,895591746.39471555,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,897108816.57634628,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,898075005.16271555,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,899634921.69340491,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,900532692.04664838,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,905443921.60449505,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,905443921.60449505,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,906425379.54001117,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,913704344.30586195,0.0
