皓月当空,0,皓月当空，
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,12831414.215701608,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,12839832.244052991,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,12853159.026056357,0.0
daspd-DuShouKong-WangJiangTing.xml_3,为避狂徒到此间。,12855820.405021919,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,12872343.991045559,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,12911390.641716901,0.0
daxp-ZhiJianTa-WangJiangTing.xml_8,出二堂深施礼，,12918346.576516984,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,12932031.20403873,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,12934154.096244233,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,12939823.696546571,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,12967427.590971667,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,13012244.895075655,0.25
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,13074160.818659291,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,13079598.857772198,0.0
daxp-GuanShiYin-TianNvSanHua.xml_3,白鹦鹉与仙鸟在灵岩神岘上下飞翔；,13124440.932941427,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,13124589.33161612,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,13153211.976032551,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,13181287.832539629,0.0
daxp-ZhiJianTa-WangJiangTing.xml_4,莫不是平地风波起，,13219845.303123903,0.0
daxp-ZhiJianTa-WangJiangTing.xml_2,何人来把书信寄？,13243608.865466751,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,13264919.407343175,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,13298893.910038378,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,13318343.536979102,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,13341592.339854684,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,13355859.759715412,0.25
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,13358617.145812051,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,13366475.655041659,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,13371358.879590439,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,13442843.678724939,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,13480847.736640478,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,13502428.005835066,0.0
daspd-DuShouKong-WangJiangTing.xml_2,孀居愁苦泪洗面，,13540660.375292992,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,13556761.323710361,0.25
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,13561044.801572943,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_0,被纠缠陡想起婚时情景，,13579619.571723841,0.0
daxp-JiaoZhangSheng-HongNiang.xml_3,这件事倒叫我心乱如麻。,13625486.34864047,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,13641128.113391569,0.25
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,13646722.449298684,0.0
daxp-ZheCaiShi-SuoLinNang.xml_3,残生一线付惊涛。,13684973.025233692,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,13689856.899023274,0.25
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,13719049.536764938,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,13772876.996269172,0.25
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,13774140.652142737,0.0
danbz-KanDaWang-BaWangBieJi.xml_2,轻移步走向前荒郊站定，,13790204.372135244,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,13794489.402555935,0.0
daxp-GuanShiYin-TianNvSanHua.xml_6,满眼中清妙景灵光万丈，,13801017.046839627,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,13844580.543118024,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,13869741.141019722,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,13933001.597828384,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,13943612.455826074,0.0
daxp-JiaoZhangSheng-HongNiang.xml_1,我步步行来你步步爬。,13944553.748135086,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,13974659.349299347,0.25
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,13995469.851601204,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,14023488.246788027,0.0
daxp-WoZhuYe-SiLangTanMu.xml_4,叫番儿忙摆驾银安殿，,14052553.71018886,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,14118816.965646274,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,14118816.965646274,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,14127280.997767961,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,14131037.331722265,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,14163001.780080438,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,14182690.368512549,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,14198194.773954533,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,14301860.30794443,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,14311071.303706151,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,14347551.857744364,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,14440046.411333499,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,14468602.17849437,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,14526734.557332342,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_5,恰便似嫦娥离月宫，,14542441.703620883,0.25
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,14543070.885162214,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,14554041.91072455,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,14554566.273930602,0.0
daxp-ZhiJianTa-WangJiangTing.xml_1,长吁短叹语声低。,14578006.914385794,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,14598393.705987444,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,14649023.084524499,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,14655248.892762009,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,14655313.699828647,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,14655664.950307513,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,14663803.577583302,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,14696742.15745829,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,14702265.841186712,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,14741487.197386391,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,14758590.258599039,0.25
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,14770093.376460109,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,14776271.490573166,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,14787826.359146111,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,14806517.27193428,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,14807482.103730194,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,14812926.233779741,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,14932575.882649088,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,15060476.683091369,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,15114277.631122136,0.0
daxp-ZhiJianTa-WangJiangTing.xml_0,只见他一封书信握手里，,15217460.691321081,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,15300060.476971596,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,15314457.145485511,0.0
daxp-ZhiJianTa-WangJiangTing.xml_6,低下头心生计，,15418634.517279519,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,15431510.904363031,0.0
daxp-JiaoZhangSheng-HongNiang.xml_5,听号令且莫要惊动了她。,15491734.962037798,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,15545134.008299744,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,15630349.098976836,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,15641226.909963258,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,15650456.164044652,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,15675448.899140926,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,15716709.19518494,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,15733313.70415614,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,15757158.699765394,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,15774779.872013645,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,15958646.030676503,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,15976619.835109985,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,16017764.35194,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_2,那冰轮离海岛，,16098320.91915131,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,16130684.396550722,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,16171747.520322444,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,16189160.275785545,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,16211377.470600683,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,16229772.961022744,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,16315345.776115224,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,16319904.038754286,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,16337003.468377879,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,16549401.57916376,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,16566265.826180246,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,16916134.948006872,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,17057835.289977618,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,17087334.980201121,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_4,原来是不耐烦已经睡困，,17228892.231244203,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,17243165.839098323,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,17275140.348953277,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,17299216.112193249,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,17350552.245316014,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,17434125.958130144,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,17471328.537247874,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,17525453.816447482,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,17591537.637273259,0.25
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,17703963.984446302,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,17854528.769305382,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,17908675.124884933,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,18062554.218049459,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,18360891.845709696,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,18571352.174396228,0.0
daxp-JiaoZhangSheng-HongNiang.xml_0,叫张生隐藏在棋盘之下，,18687926.076079812,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,18736649.871989433,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,18903685.274197124,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,19001160.17590367,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,19071436.471960191,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,19123846.623034488,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,19144543.531989872,0.25
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,19146711.701443341,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,19185639.277225368,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,19359159.62507166,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,19399909.349622019,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,19464225.961170577,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,19476938.262792572,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,19595521.294172909,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,19634095.314478736,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,19753290.98966204,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,19791935.239099693,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,19879381.18051815,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,19889796.86644097,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,19926159.067362968,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,20029325.935856666,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,20054333.590151899,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,20121786.380588818,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,20181769.118540112,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,20239879.618083704,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,20461580.399159234,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,20831289.223156855,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,20942617.540411759,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,21050329.567082275,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,21161526.813765235,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,21244345.624328353,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,21344941.859645937,0.25
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,22049883.078558136,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_1,算当初曾经得几晌温存。,22229407.516158588,0.25
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,22267230.283946756,0.0
daxp-GuanShiYin-TianNvSanHua.xml_0,观世音满月面珠开妙相，,22353559.201387741,0.25
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,22354800.86258807,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,22582982.914226793,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,22703344.154085457,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,22835775.743315719,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,22946096.518926922,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,22996979.356453761,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,23161815.65290311,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,23180772.77235033,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,23194157.602142427,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,23516818.857400112,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,23711711.957589876,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,23790356.926141445,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,23931984.022724271,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,23956767.141343847,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,24071059.06926275,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,24618727.218207903,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,24635365.87737532,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,24714623.057056393,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,24730168.00861942,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,25148668.370482594,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,25435675.497665651,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,25436707.896285865,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,25565962.47537113,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,26220225.739282779,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,26627423.843677375,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,27136002.008476384,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,27176145.216417901,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,27412042.94221504,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,27549978.064656515,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,27554704.260820426,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,27597723.949087072,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,27661425.71034785,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,28982976.07682348,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,29460464.64064727,0.25
daxp-GuanShiYin-TianNvSanHua.xml_7,催祥云驾瑞彩速赴佛场。,30406395.085198939,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,30904632.758591689,0.0
daxp-ZheCaiShi-SuoLinNang.xml_0,这才是人生难预料，,30930086.610227067,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,31196330.051685393,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,31683514.188342802,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,32545146.901112646,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,34344143.107651062,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,34449784.871224858,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,34698026.018442705,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,34698541.762229189,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,34992382.941562288,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,34992382.941562288,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,35664540.998984598,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,35820302.00159727,0.25
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,36994966.819142938,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,36994966.819142938,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,37051950.911951996,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,38186601.78198985,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,39005588.37388166,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,604782286.75119436,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,660330081.00631547,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,691809486.27796865,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,711498960.04038346,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,732270987.05200708,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,744001227.47595274,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,744920791.9331882,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,745277449.93665981,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,749637770.49375653,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,752543172.8872242,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,762908799.97459829,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,774266728.62847829,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,801446875.15303934,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,875673128.78447938,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,882243258.04867876,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,884753032.82444811,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,897723868.09053075,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,899358838.51018584,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,913717268.09576976,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,916109917.41325331,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,918866105.47459269,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,943371287.97810411,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,955674544.93147409,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,957324024.542858,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,957795055.19199729,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,962348642.66228151,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,965812686.16661239,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,968920863.37259209,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,970861726.77223992,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,971068819.3450278,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,978616050.37908387,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,984961003.57201433,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,988221101.89008343,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,990373996.93634546,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,1003553337.4614009,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,1004864853.1827193,0.0
