轿内的人儿弹别调,32,轿内的人儿弹别调，
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,13065425.981434816,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,13079243.321709724,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,13096759.234178344,0.125
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,13135021.635144977,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,13177279.536060333,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,13185500.151903952,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,13187394.554923778,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,13190681.772776786,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,13206713.59606884,0.125
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,13263563.494853048,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,13277467.561637312,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,13323016.942276871,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,13323016.942276871,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,13327770.479165154,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,13330943.606450979,0.125
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,13332938.53106598,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,13387437.747379923,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,13400966.052475618,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,13455393.210653115,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,13503685.961519564,0.125
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,13597306.237301532,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,13642796.720261285,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,13653392.916499106,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,13658912.163730294,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,13708307.585408255,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,13710732.652190821,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,13715459.172773955,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,13728562.065134328,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,13734585.602755006,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,13775940.791330947,0.125
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,13778930.636641338,0.125
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,13798748.946576865,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,13836233.212483468,0.125
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,13920898.898442728,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,13928209.732356979,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,13964864.034649558,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,14003625.540403834,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,14035195.132833006,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,14049258.420165908,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,14054728.399635276,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,14104546.845148569,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,14141128.378866738,0.125
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,14141399.16399454,0.125
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,14246723.685062772,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,14294513.093917856,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,14435023.126542132,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,14723899.323938211,0.125
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,14737403.463170072,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,14743784.964558646,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,14783834.377647532,0.375
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,14795496.393552631,0.125
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,14800123.991132885,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,14814803.125475449,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,14858254.861917848,0.125
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,14948494.14346507,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,14965884.279179374,0.125
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,15023291.439998057,0.125
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,15028945.807826374,0.125
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,15033346.400982196,0.125
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,15098512.041695654,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,15116225.821890993,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,15253225.117961138,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,15349143.937682543,0.125
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,15451184.711691661,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,15452366.923462886,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,15509271.662013147,0.125
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,15701129.512258586,0.125
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,15709014.520241495,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,15740349.366651228,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,15740349.366651228,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,15803123.950333001,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,16002513.103124557,0.125
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,16009154.224008225,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,16092874.578993423,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,16151820.55519231,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,16196266.806285284,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,16223903.074988816,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,16494159.569939066,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,16595746.537318561,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,16620794.40699788,0.125
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,16688430.973586179,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,16695531.996803466,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,16724842.808517816,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,16901649.376678292,0.125
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,16956107.14711592,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,17060114.167117435,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,17103716.71582824,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,17132079.732328553,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,17204167.136147752,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,17228241.234213565,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,17231392.985613968,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,17268012.459027581,0.125
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,17291292.485125978,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,17326536.954359978,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,17335658.006420102,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,17512160.34212913,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,17550811.245274324,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,17566149.831913613,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,17605691.253822837,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,17621795.770718329,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,17634880.698482897,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,17636990.888738241,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,17679572.855625078,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,17768622.709578052,0.125
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,17781253.37340584,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,17796185.172186993,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,17948588.286922287,0.125
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,18033263.706528347,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,18038338.361236144,0.125
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,18165549.061636783,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,18196974.382791266,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,18264778.521778442,0.125
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,18289012.74885305,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,18308720.277323604,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,18399105.394610528,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,18462342.209066145,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,18494290.749543067,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,18494290.749543067,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,18541337.175165251,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,18590114.940912981,0.125
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,18644193.93378387,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,18717321.705523759,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,18809469.83326428,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,18972641.152480192,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,19326944.059866633,0.125
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,19552138.905593276,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,19729321.896989219,0.125
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,19732807.101841278,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,19803782.227601301,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,19812323.557725314,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,19873476.417711165,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,20263949.038265411,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,20275760.141152531,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,20303213.059783295,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,20310293.970012404,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,20464541.780591741,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,20580969.056924131,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,20663857.226681165,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,20663857.226681165,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,20682156.235733531,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,20719222.170863025,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,21140515.058022205,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,21265782.71655212,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,21534653.828778841,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,21699388.705226623,0.125
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,21928175.436944038,0.125
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,22045043.744971946,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,22159641.673637286,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,22210039.952217244,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,22402869.935359281,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,22816257.806815036,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,23001606.93830445,0.125
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,23108532.511255573,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,23399457.583160989,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,23403555.700640626,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,24099842.670660481,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,24529496.962192688,0.125
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,25122416.194425061,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,25191870.862872526,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,25191870.862872526,0.125
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,25320099.987981733,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,25346554.678778023,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,25697398.606249947,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,25760130.413221821,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,25986740.10231328,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,25990462.501962516,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,26574418.602541368,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,28181204.472542588,0.125
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,28806554.083764903,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,30113652.023523163,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,31170056.652859081,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,32330412.108996198,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,32778887.221426263,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,35016936.996304676,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,37153519.037149385,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,54953446.591493919,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,67391316.29784447,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,81475942.211715236,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,91502451.761532739,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,99523882.283356562,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,104579721.59918813,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,106832772.5031469,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,108445448.76105396,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,108680263.16240501,0.125
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,109677663.85563758,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,113576964.36808464,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,114373244.5855756,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,115399865.64560305,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,115413745.95648253,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,120086492.53569008,0.125
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,120813958.87323521,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,121512535.76277648,0.125
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,122221306.31307012,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,125094074.51662992,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,127355678.2932356,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,131249513.47114375,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,133371346.74296358,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,133515145.61376671,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,135711390.31458652,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,135711390.31458652,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,135821709.60306826,0.125
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,137558320.58370811,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,139476668.82272765,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,140546007.44759014,0.125
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,141971514.49345347,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,145109300.70371425,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,147152546.0969581,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,149298237.95435536,0.125
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,149789730.96746516,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,149789730.96746516,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,151137606.74831036,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,153093991.73558217,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,154112227.75442055,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,155136590.34553093,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,155411857.05803463,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,156693069.29922158,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,158267582.62120572,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,159113616.72289923,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,159643931.39251563,0.125
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,159814538.24714306,0.125
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,161938477.46043506,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,162168421.01329538,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,163600645.83200824,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,163936409.80626723,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,164722146.69586027,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,165465724.72365239,0.125
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,169257553.07860574,0.125
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,169731055.78296858,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,171698642.03732216,0.125
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,172169877.88963643,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,174456334.27207911,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,176317465.9768925,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,177081437.95903909,0.125
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,179175731.56203333,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,182267282.17626551,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,182959406.50121295,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,183789763.80758578,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,184320875.18188855,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,184320875.18188855,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,184766848.8665368,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,184858126.28607202,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,185036390.55128625,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,185225922.76844367,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,186665303.92310247,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,189429923.6408667,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,189648278.51820138,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,189871248.54816997,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,192215200.11534137,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,193776966.8137272,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,194012070.72600177,0.125
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,194412093.99143887,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,194738198.59347856,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,194971988.67643991,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,195846015.80300701,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,197217469.15220368,0.125
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,199618684.25019488,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,200285704.70535424,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,200412437.26854178,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,200913020.40472758,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,201973115.9696793,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,202260416.53493422,0.125
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,203067901.21506301,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,203733021.07718709,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,203890320.22628435,0.0
