菩提树檐葡花千枝掩映,0,菩提树薝卜花千枝掩映，
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,2404619757.4753785,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,2404809170.4349008,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,2408145794.302352,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,2415093813.6570234,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,2423186120.8496265,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,2424409893.9112177,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,2427730700.2464995,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,2428458219.0821424,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,2428903085.6222506,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,2429258032.5574369,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,2433357800.7441845,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,2434340946.1433687,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,2435029451.2764359,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,2441382095.0713434,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,2447625758.9843707,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,2448038492.3888617,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,2450175434.5347381,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,2452246310.5415449,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,2454477481.9862976,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,2469264821.6354561,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,2471579325.7890449,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,2472433756.2798762,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,2483762806.9921269,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,2494663784.4470639,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,2495298622.4387627,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,2501211743.5045986,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,2501211743.5045986,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,2501224692.524085,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,2502144736.1484437,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,2502271848.1830878,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,2505491855.6205606,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,2513708169.753541,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,2528500854.9272923,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,2536548021.5028996,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,2543186138.3165202,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,2554905698.974062,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,2561326006.4162722,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,2561779201.9703112,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,2564412028.5394177,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,2568234377.6408396,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,2569271233.176496,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,2581476665.8208528,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,2589978239.8033404,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,2601618873.9505234,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,2604178101.7409372,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,2609366418.0297132,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,2617452563.3933764,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,2618581739.2194633,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,2623112747.1572952,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,2629172662.0571899,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,2633563303.8382878,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,2635807418.2944298,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,2635960629.2077184,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,2643677953.6776466,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,2649672180.9930668,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,2654397254.9042273,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,2668282679.0098872,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,2680893060.2147489,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,2702464730.2336669,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,2703272196.6582012,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,2714323511.4401898,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,2725544031.1984863,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,2726142429.3645234,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,2726278843.8049326,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,2730299373.7456498,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,2744930607.8358712,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,2745737312.1890888,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,2749018390.8098617,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,2749083236.591258,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,2758755670.2665401,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,2761282939.1531692,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,2777658966.6200118,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,2790991638.3731685,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,2797075768.3092132,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,2804483598.5973482,0.1
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,2815634870.0992703,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,2825009889.4810944,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,2828710180.9618258,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,2832360251.3960853,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,2839728019.8634372,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,2842937669.1113343,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,2844519499.918076,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,2855117478.8972931,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,2862925841.6151986,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,2868884587.9748831,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,2874505898.4153376,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,2876912672.3893428,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,2910771682.0676093,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,2912488978.571146,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,2914756344.2742791,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,2917793129.5676866,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,2953671151.1340098,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,2958631044.6557856,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,2961699209.5329342,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,2961921357.795536,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,2968550141.7999768,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,2970998543.9480896,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,2978707937.8063307,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,2985064078.1564956,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,2991070581.5398898,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,2994976734.4684739,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,2999069511.7478223,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,3005633561.0407648,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,3006124162.8440022,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,3019036447.9001741,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,3020753641.1783957,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,3026152190.1081223,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,3032097378.1951132,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,3032097378.1951132,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,3038447193.5304003,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,3044637564.8919044,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,3045987088.2101498,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,3067580364.9755964,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,3111962844.5063443,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,3116017291.8996692,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,3121749697.3309941,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,3123682262.9117856,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,3134038168.131958,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,3134754646.7929378,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,3145721833.4213104,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,3146476659.0919275,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,3150760114.9515095,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,3151089417.4821959,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,3151233161.5036478,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,3172479946.666368,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,3185869943.8795466,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,3218435416.2151513,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,3218613416.5449581,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,3223826768.3662233,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,3246812128.3765955,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,3247620033.52495,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,3267660495.1113634,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,3274099658.723362,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,3279984595.7813044,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,3302849282.9247708,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,3309222667.1003165,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,3339741982.9318833,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,3355581365.3388371,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,3361539015.7503705,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,3386537607.5496111,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,3398559803.8270569,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,3401214082.0576248,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,3428127638.5307713,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,3433583463.0886707,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,3439158408.7890401,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,3439284826.1620784,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,3476295414.6270208,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,3483482789.6726565,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,3505869097.9479995,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,3514731140.9984651,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,3515941538.1943994,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,3525676085.9437933,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,3539482425.9059877,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,3573003857.1923556,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,3577771865.4529767,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,3602324872.4689283,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,3657981365.8220525,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,3693187885.6517963,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,3699783196.4211168,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,3706510585.9616709,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,3728361230.363174,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,3747063289.6136451,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,3748524203.728827,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,3783945958.1486773,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,3784722175.9669585,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,3798477362.2708111,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,3832558645.684751,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,3849820502.6212759,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,3853678801.6987705,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,3911781420.6463418,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,3959088305.6208196,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,3959088305.6208196,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,4024413748.530324,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,4055495658.0957804,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,4071589148.9580235,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,4081434058.4874153,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,4093514448.1345968,0.1
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,4104338203.7803664,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,4106720919.6534481,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,4119027819.71521,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,4170131785.7658072,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,4171134282.5974269,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,4196803429.9369497,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,4216705316.3571835,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,4260817163.4079256,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,4266541938.3188472,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,4298465642.9550867,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,4390391230.1890726,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,4409245208.4506493,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,4448375013.1262207,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,4667312145.6854258,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,4667312145.6854258,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,4721094953.0210724,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,4799194992.0493412,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,5218680521.7201557,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,5629137842.1642065,0.0
