菩提树檐葡花千枝掩映,0,菩提树薝卜花千枝掩映，
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,9644708.8942745719,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,9649943.1062831748,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,9666848.285880316,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,9686941.1193352919,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,9697905.6162666529,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,9706365.0671066996,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,9718334.420079954,0.1
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,9730698.4230256174,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,9743320.1249987297,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,9748223.5268162396,0.1
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,9750029.7910953276,0.0
daxp-GuanShiYin-TianNvSanHua.xml_4,绿柳枝酒甘露三千界上，,9752877.780541623,0.2
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,9760474.946771618,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,9799372.2885838579,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,9801143.348728288,0.0
daxp-ZhiJianTa-WangJiangTing.xml_6,低下头心生计，,9834722.3483288419,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,9837595.2549750209,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,9843507.582031209,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,9864531.3247543424,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,9873590.5279741064,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,9912664.4483383149,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_1,见玉兔（哇）玉兔又早东升。,9933961.6081358083,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,9936036.3579946626,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,9936817.8170373477,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,9942831.9641695265,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,9952514.3791682832,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,9962498.4948933925,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,10041862.336674582,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,10056381.619783383,0.0
daxp-ZheCaiShi-SuoLinNang.xml_5,善果心花可自豪。,10060534.503959471,0.1
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,10067590.48839538,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,10089289.995126249,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,10094435.435103443,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,10095878.410021035,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,10125493.469818491,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,10125944.148276586,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,10139604.728086894,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,10151079.497947717,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,10155845.224174855,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,10160627.751360944,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,10162147.014844613,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,10171467.555646705,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,10224943.379178196,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,10253746.28493109,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,10288984.01413358,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,10294192.722257599,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,10314075.488214826,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,10334117.653120147,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,10373237.833332388,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,10387365.552465329,0.0
daxp-ZheCaiShi-SuoLinNang.xml_4,柳暗花明休啼笑，,10392812.875642756,0.1
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,10409049.359531125,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,10464297.115505632,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,10465782.483921099,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,10473803.55994793,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,10537635.734313266,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,10561494.047156487,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,10563834.256534997,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,10575504.254802834,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_0,海岛冰轮初转腾；,10588075.166626044,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,10592895.620934675,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,10616124.773836946,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,10622197.609378854,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,10652908.395481141,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,10691919.813381685,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,10722449.641214317,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,10740803.901007928,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,10747081.615709823,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,10752497.504258197,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,10756840.146063233,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_2,我不免去安排罗衾绣枕，,10763542.291268803,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,10791024.981796661,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,10800226.350958215,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,10805908.230763201,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,10811642.479401167,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,10822337.312849926,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,10846490.666952915,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,10847875.385121124,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,10853308.45962441,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,10861764.279619277,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,10864154.816512143,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,10880111.557651063,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,10929204.807089336,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,10935908.073827431,0.0
daxp-GuanShiYin-TianNvSanHua.xml_6,满眼中清妙景灵光万丈，,10941798.716047579,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,10946237.530525073,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,10987367.867407393,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,10990866.694796864,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,10996008.521120919,0.0
danbz-KanDaWang-BaWangBieJi.xml_0,看大王在帐中和衣睡稳，,10996033.200466067,0.0
daxp-ZhiJianTa-WangJiangTing.xml_8,出二堂深施礼，,11070989.90402337,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,11122768.518030176,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,11164116.86243199,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,11164680.594011573,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,11171926.859724781,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,11174030.335339332,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,11181173.665469244,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,11189322.532636354,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,11199921.085355002,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,11200270.256577624,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,11239821.966800056,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,11240764.511597907,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,11297441.24166197,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,11314874.039331537,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,11316834.767360488,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,11321732.234569971,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,11334196.632685492,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,11340870.972785251,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,11380215.019036602,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,11382234.481204925,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,11420146.280364815,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,11442342.117995916,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_1,算当初曾经得几晌温存。,11520907.791160131,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,11555138.014418509,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,11593098.584911035,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,11606356.974674247,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,11618160.070633831,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,11622807.286386441,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,11636672.027208151,0.0
danbz-KanDaWang-BaWangBieJi.xml_1,我这里出帐外且散愁情。,11645318.970145529,0.0
daxp-ZhiJianTa-WangJiangTing.xml_0,只见他一封书信握手里，,11647811.007976189,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,11649461.413248191,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,11666744.568099134,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,11684445.973651554,0.0
daxp-ZhiJianTa-WangJiangTing.xml_1,长吁短叹语声低。,11711319.031542379,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,11737264.146056132,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,11742737.269761439,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,11745602.921492957,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,11780454.362393981,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,11801576.951733712,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,11813370.664640002,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,11843162.088118998,0.0
daxp-JiaoZhangSheng-HongNiang.xml_4,这也算是一段风流佳话，,11848772.263577862,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,11885354.129499566,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_0,被纠缠陡想起婚时情景，,12065562.55989855,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,12065980.673141325,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,12080124.035532,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,12105114.287018701,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,12153573.353425488,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,12186601.950620485,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,12229012.278254541,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,12253543.728860764,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,12362969.282042561,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,12409684.474249775,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,12413394.821319312,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,12413556.843497897,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,12428537.233905654,0.0
daxp-ZheCaiShi-SuoLinNang.xml_6,种福得福如此报，,12459420.370575454,0.0
daxp-GuanShiYin-TianNvSanHua.xml_7,催祥云驾瑞彩速赴佛场。,12485254.260212779,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,12485441.730891576,0.0
daxp-JiaoZhangSheng-HongNiang.xml_2,放大胆忍气吞声休害怕，,12507605.344707835,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_4,皓月当空，,12549044.740198014,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,12550116.775360147,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,12564961.869959956,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,12649166.241647463,0.1
daxp-ZhiJianTa-WangJiangTing.xml_2,何人来把书信寄？,12699330.648912206,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,12763454.553839482,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,12769930.511240127,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,12770763.374179972,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,12824369.017540729,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,12849861.879547952,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_5,恰便似嫦娥离月宫，,12852140.423326345,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,12900128.235689491,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,12922094.120831335,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,12989506.687294155,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,13114302.444982022,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,13161446.156101746,0.1
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,13295700.891316645,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,13302478.852376981,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,13302478.852376981,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,13336345.349575251,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,13390148.403320724,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,13411389.980616225,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,13419354.801085699,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,13434957.127561348,0.1
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,13537937.714176241,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,13542562.069695583,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,13646359.121442102,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,13779375.486455489,0.1
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,13787097.054650558,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,13847837.314324351,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,13908945.767766444,0.1
daxp-ZheCaiShi-SuoLinNang.xml_2,回首繁华如梦渺，,13915414.43114516,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,13917506.135280695,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,13948262.540121723,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,13962433.373610646,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,13973582.388644652,0.1
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,13999627.689769818,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,14003068.16908708,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,14052134.208351128,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,14054254.928781021,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,14078330.527964231,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,14087534.71901192,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,14112664.403701549,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_3,乾坤分外明，,14120029.964055749,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_4,原来是不耐烦已经睡困，,14283270.870036518,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,14558072.08542406,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,14616114.320259983,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,14708084.910570759,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,14800018.76736966,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,14868246.570617767,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,14905181.298114618,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,14908596.707346523,0.0
daspd-DuShouKong-WangJiangTing.xml_3,为避狂徒到此间。,15001593.878925378,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,15029667.755154481,0.0
daxp-ZhiJianTa-WangJiangTing.xml_4,莫不是平地风波起，,15053450.856756065,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,15058340.824940439,0.1
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,15157052.222684223,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,15200038.555246022,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,15256685.386410778,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,15361715.082326312,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,15420155.824718274,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,15439127.245279452,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,15559465.270677021,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,15605386.134524867,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,15625990.830935957,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,15840465.976391915,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,15859893.999040799,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,16335711.443516236,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,16859543.624843564,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,17008566.140078254,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,17688730.181718037,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,17829399.339005403,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,17993221.011539113,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,18264431.925802026,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,18423258.022038363,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,18423258.022038363,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,18819904.520436279,0.0
daxp-ZheCaiShi-SuoLinNang.xml_0,这才是人生难预料，,19921691.926997017,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,21150226.331215762,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,21210866.651049063,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,21949077.383221243,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,23656807.097645629,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,25594778.750953212,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,856813351.01938605,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,914882041.75015497,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,938240871.87099516,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,958959133.9145627,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,1017720317.1457813,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,1028092604.4263035,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,1046415718.7665231,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,1073949182.0829327,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,1108751556.1735156,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,1109235665.0757513,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,1141834795.3742771,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,1166788903.8129854,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,1174470070.2087417,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,1186254192.9879773,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,1207388616.2582603,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,1227097908.5978324,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,1239999524.4315391,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,1244941399.6056418,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,1252572408.055161,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,1275343671.7972655,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,1284450798.8052514,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,1294751214.2347417,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,1298567850.4204462,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,1300738056.2528634,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,1302102016.4403338,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,1302137194.6444936,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,1314382580.7616277,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,1315741104.6190119,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,1315741104.6190119,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,1334075390.9661701,0.0
