猛听得金鼓响画角声震,36,猛听得金鼓响画角声震，
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,11309506.158502273,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,11324321.990710765,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,11364355.102978095,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,11387920.306929709,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,11394184.492567144,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,11439995.559876621,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,11454060.408589011,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,11511328.199406881,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,11524085.357852833,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,11539866.161588632,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,11607034.635259083,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,11607034.635259083,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,11627284.710142881,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,11701731.24416882,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,11745824.026959227,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,11753864.572227513,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,11782806.200171074,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,11801500.479744444,0.1
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,11813265.095458167,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,11834085.15111329,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,11837135.549545715,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,11871462.765808621,0.3
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,11882520.806412989,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,11893698.6726302,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,11905422.459291974,0.2
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,11916724.338653501,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,11921393.990270402,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,11928369.129642026,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,11961659.570409531,0.1
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,11962013.660960918,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,11970165.662062963,0.1
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,11985285.08289911,0.1
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,12013921.773903487,0.3
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,12035005.145465495,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,12084516.730636293,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,12084516.730636293,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,12095186.438150352,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,12095550.953383433,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,12159715.753074288,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,12159715.753074288,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,12173483.252422934,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,12175329.536924198,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,12186950.618872061,0.1
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,12190042.957300637,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,12211337.20153673,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,12228304.487541636,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,12232745.145606108,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,12239703.509120157,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,12260845.717467649,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,12270778.715966962,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,12283211.581457747,0.1
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,12304307.282399829,0.1
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,12330317.870082874,0.2
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,12405190.350779664,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,12429673.616432514,0.1
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,12437788.687120866,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,12487774.597113745,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,12500737.223425936,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,12504711.413056983,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,12525502.95637217,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,12543310.373661069,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,12588107.187619612,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,12588411.139980577,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,12643041.606149549,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,12652006.663560579,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,12652055.490807822,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,12670567.313258454,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,12674795.175707009,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,12685523.289590769,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,12704249.06081583,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,12715230.605113421,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,12739276.987868607,0.1
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,12781029.869094387,0.1
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,12831688.882785287,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,12873325.46075752,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,12879067.103823952,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,12908692.428216586,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,12977782.547270235,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,12996178.82532678,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,13011729.196943354,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,13016682.749978745,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,13040527.465842759,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,13044597.790371977,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,13055599.093151404,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,13070423.632767407,0.3
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,13169205.200574931,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,13190750.952450251,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,13198930.957396101,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,13203152.178132091,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,13248600.796796845,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,13250396.779468639,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,13309587.192898292,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,13341513.30401383,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,13355220.511505362,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,13487673.428995451,0.3
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,13519294.613747455,0.1
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,13532257.903628968,0.1
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,13534343.398031108,0.1
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,13632398.123102523,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,13642394.564935917,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,13644322.885370959,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,13656818.839096481,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,13759062.794384554,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,13799358.205888757,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,13803857.803952651,0.1
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,13806041.188735224,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,13829899.802665392,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,13860224.203192474,0.1
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,13860627.622100864,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,13894384.029221889,0.1
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,13989875.772410445,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,13997101.473236265,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,14032766.390644753,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,14040679.929778373,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,14073598.636203643,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,14216957.794794865,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,14217922.15310837,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,14239639.999811206,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,14243403.652905928,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,14341731.794957822,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,14365512.052824693,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,14425282.228171537,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,14486120.140098864,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,14520790.567362305,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,14579131.484343138,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,14607580.095717356,0.1
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,14718401.430137919,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,14718828.301744333,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,14767986.089374771,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,14771384.379392024,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,14788311.993053639,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,14821464.575356279,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,14927337.290527048,0.1
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,14932832.051290782,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,14956499.238118453,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,14975005.047901396,0.2
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,14980085.156435076,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,14985402.351028049,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,15082353.424010657,0.1
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,15112611.587989794,0.1
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,15233257.569645884,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,15236417.903354215,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,15287798.17737785,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,15332224.020642176,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,15333250.613453092,0.1
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,15377567.281064903,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,15478388.860748323,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,15597230.12697288,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,15626404.781263858,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,15626404.781263858,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,15684223.39590743,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,15958952.225312175,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,15965328.450638978,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,16001568.33685049,0.1
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,16005988.003240405,0.1
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,16157104.965327762,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,16303122.50839846,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,16442084.138279442,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,16478227.331609312,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,16594796.781122088,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,16604821.750394367,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,16758721.023824863,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,16997058.996870037,0.3
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,17063015.538430702,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,17115911.025388334,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,17221582.553896066,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,17348981.637390856,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,17390075.397268113,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,18177401.532458339,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,18811168.341520965,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,19125743.580041092,0.1
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,19456443.869299792,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,19520045.721596871,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,20128685.357463766,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,20896260.687084276,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,21543208.09148268,0.1
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,21702030.32855792,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,23093824.81989985,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,24419018.680058397,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,24802519.856621493,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,36138468.52774106,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,643595435.94768918,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,773114839.07354796,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,793138568.40732682,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,825969102.38230443,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,858551861.16746247,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,904851068.13265407,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,930999077.35601091,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,941845646.4593358,0.1
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,985079243.09301782,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,988710830.68885148,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,1008949196.6429505,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,1013180829.158125,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,1027961287.3696039,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,1031845177.6356592,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,1031845177.6356592,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,1049754107.0595131,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,1079994476.0815597,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,1090425647.4495628,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,1094718057.3554482,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,1101613035.1747124,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,1120786689.9371061,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,1130001914.2750788,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,1130547446.0411072,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,1137559215.9204814,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,1139724653.4989491,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,1150097513.6651728,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,1153220503.5916448,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,1155649478.2737832,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,1157207116.2873633,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,1166480625.9885621,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,1169183974.4555564,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,1187420786.6597338,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,1211085612.4505072,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,1211916344.2245722,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,1214707159.2649436,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,1215341473.115659,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,1223577444.3334868,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,1226540748.5383227,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,1233173389.6773829,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,1242372487.9348459,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,1274711891.9625883,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,1278898601.7764251,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,1281422541.9320643,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,1282780581.2899818,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,1292625053.0786805,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,1293695416.6591208,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,1304088415.084841,0.2
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,1307026744.8624163,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,1309232959.574929,0.1
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,1312437394.5197911,0.2
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,1325168918.0956647,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,1334314034.7812824,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,1342461141.6497395,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,1364752546.5323858,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,1365870087.2272599,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,1368599131.2736957,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,1375026399.057914,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,1394779050.3259687,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,1398799431.5645742,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,1413839885.1056538,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,1419282485.1891994,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,1419517382.6324031,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,1422413813.1053417,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,1423646763.1491919,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,1424507556.7753179,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,1441891914.5918975,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,1441989653.1605816,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,1442135670.0123777,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,1442393785.7348571,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,1442483347.9037199,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,1447160836.6716526,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,1452535362.7063305,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,1454080844.3157139,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,1457441617.9902411,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,1461349323.84005,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,1463616138.6269569,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,1464922023.1483335,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,1470924261.8952487,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,1474020592.1271682,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,1481197802.3141818,0.0
