猛听得金鼓响画角声震,36,猛听得金鼓响画角声震，
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,1481581894.5120792,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,1486652726.5331085,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,1492703734.1238277,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,1494157600.8761241,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,1496875918.5649543,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,1507126724.5707211,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,1507372837.4368374,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,1511076692.5369556,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,1511076692.5369556,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,1512147271.1491261,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,1522268874.7176607,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,1522268874.7176607,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,1532156657.8981047,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,1532777855.1734707,0.1
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,1534852962.195044,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,1540178351.4619288,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,1542941229.0124445,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,1543537973.1512403,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,1547647562.1057351,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,1547647562.1057351,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,1548676718.1321642,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,1554498512.2000201,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,1556665356.8041036,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,1556913718.4068077,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,1573856888.1194561,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,1576666368.6057289,0.2
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,1576786673.6533976,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,1579392400.9700205,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,1585942159.2981896,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,1590184875.2788043,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,1591486525.0855014,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,1592815767.3943858,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,1594552267.4525404,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,1595388534.8212824,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,1595445114.2341213,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,1597180294.5846837,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,1609188266.3596165,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,1618047627.8618042,0.1
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,1619947389.8418555,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,1619978338.1996734,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,1623444382.915791,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,1631075110.5424225,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,1631075110.5424225,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,1633065154.531599,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,1635734153.3171134,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,1643453474.1329911,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,1647298720.2092843,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,1649191092.100275,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,1649342231.8189027,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,1652448377.48037,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,1659212098.5632911,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,1659605466.2757046,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,1660437744.1559031,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,1664367214.4643989,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,1664450200.1074748,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,1667586342.5203648,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,1673025449.6326761,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,1680784893.989764,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,1682967022.8724983,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,1685307268.1843929,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,1688824482.4232612,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,1692585705.880332,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,1693218014.0381343,0.2
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,1693218014.0381343,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,1710914594.8171508,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,1714544969.3723543,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,1716576349.6393747,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,1719255873.6177304,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,1719791301.9657545,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,1720105175.3146229,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,1723942921.7922297,0.1
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,1733503574.1495414,0.1
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,1738734048.6836724,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,1741846230.7788372,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,1746880450.8923888,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,1756424632.0446765,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,1758228903.8339055,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,1762777835.9233103,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,1765406005.1381691,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,1766108876.3862092,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,1770813675.021595,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,1772075406.3811884,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,1773109462.7454789,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,1777690960.3858833,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,1779309528.8863013,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,1791810048.2248881,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,1793594924.5885074,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,1803453363.9621949,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,1810993244.3203788,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,1823684879.4014637,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,1823684879.4014637,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,1825706372.4873824,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,1827770977.6692982,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,1828756409.2267382,0.4
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,1833280668.2459621,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,1834110090.7323098,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,1842545953.8676488,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,1842896893.173388,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,1842942771.892127,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,1849522670.0422089,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,1853125718.271699,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,1857823951.9542818,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,1860836139.0379238,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,1862216781.7810521,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,1876133383.9845886,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,1883447820.701869,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,1884695285.8822069,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,1887159570.4670188,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,1893815918.0136411,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,1901276644.1587381,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,1910492459.4633212,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,1911589922.0699461,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,1915941813.6217818,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,1919999774.6235998,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,1920023906.9736588,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,1931165491.6064095,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,1934860537.4512579,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,1938122355.8725574,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,1938309088.1489563,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,1945502060.3923523,0.1
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,1948299021.6213238,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,1950972633.4431231,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,1951214645.8452005,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,1955067377.4785058,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,1955600591.6563528,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,1957876268.4583197,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,1958704438.5506346,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,1960085285.3325646,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,1960253250.7813072,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,1961445704.6354973,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,1966212026.9325285,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,1968182809.31585,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,1969485720.1487856,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,1974480269.9747822,0.2
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,1974948297.016912,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,1986918041.8100524,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,1992099362.5673921,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,2011455231.3042831,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,2013226125.6272526,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,2016476421.7890916,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,2021003967.8699453,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,2023562541.9880226,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,2027813697.8122494,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,2030224540.7931304,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,2033373735.6161563,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,2035609465.7051909,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,2036533468.4265192,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,2041906954.3809645,0.1
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,2046485902.6739841,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,2051916226.3814685,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,2058842204.8294168,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,2069244100.2772195,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,2072270169.2742853,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,2078347789.0952568,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,2080062539.7956314,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,2082347471.4352131,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,2085644238.9343896,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,2087059784.9279199,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,2091129713.7955685,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,2093552901.4840949,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,2101572105.4801614,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,2101572105.4801614,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,2101933057.4315863,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,2109764292.6008105,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,2114231916.7779262,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,2115038137.3231466,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,2116814511.7358034,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,2122779389.250345,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,2123916481.4393466,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,2126890967.4650483,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,2140301190.9678767,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,2148068236.6927891,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,2153896193.7432775,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,2155413801.2128553,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,2164155338.1495476,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,2168067425.1050467,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,2168499618.825623,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,2168499618.825623,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,2171212653.5407615,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,2174759881.5910249,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,2176550122.2359848,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,2178500824.4884014,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,2180594907.4319592,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,2181197072.1206465,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,2181430686.2320876,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,2181598957.0571775,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,2186457215.8564382,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,2189713342.5938416,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,2192703932.7216554,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,2194595304.7436161,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,2204987818.619204,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,2205188613.2555475,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,2207573734.789628,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,2209644204.8133836,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,2220690528.7897267,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,2224242537.7915897,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,2225539611.8872905,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,2226276080.99541,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,2232486175.1784992,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,2232734223.3932495,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,2243723641.1824942,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,2245891448.8414135,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,2248954054.4929996,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,2256237184.6623411,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,2262205739.1281452,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,2263887349.626153,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,2266513681.3430414,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,2266809896.3678803,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,2267128106.2094774,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,2268647498.5930476,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,2275405040.5324039,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,2285172063.6899171,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,2289320737.1818023,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,2290948746.1242561,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,2302015488.8521905,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,2304457029.3116956,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,2309383584.9780145,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,2311250727.9386158,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,2311829070.8374414,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,2312419862.7474489,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,2319152509.4799914,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,2329989304.836607,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,2335788019.3308682,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,2339823242.0775247,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,2339983550.3829355,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,2341001770.6156898,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,2344314954.1495838,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,2345091395.6387057,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,2345450867.5414567,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,2345450867.5414567,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,2345678790.1061616,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,2350762363.7725449,0.1
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,2352323984.5260053,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,2362709006.7644572,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,2362842142.1157465,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,2377000200.5097008,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,2380313009.7753243,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,2382220712.014822,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,2385776134.2222457,0.2
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,2401555158.7085214,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,2407616350.5621629,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,2417679794.6309309,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,2417869627.8822618,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,2421121090.7457652,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,2424551502.312789,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,2436986562.2647505,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,2443938575.3836498,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,2445690525.1854548,0.1
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,2447549230.143589,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,2451611801.0769858,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,2454286203.7300587,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,2468254564.372107,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,2473548837.8791175,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,2473624747.659904,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,2483892126.5730114,0.0
