想当年桃花马上威风凛凛,0,想当年桃花马上威风凛凛，
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,11672174.919778908,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,11737903.945081227,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,11740732.468356874,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,11768933.050903736,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,11768933.050903736,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,11848881.409953583,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,11910507.036571549,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,11945927.606047397,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,11954626.604667842,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,11959970.514827382,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,11959970.514827382,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,12057565.236277074,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,12102621.700308062,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,12118255.454434551,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,12123248.614508208,0.09090909090909091
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,12185063.69596345,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,12227515.803268235,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,12289980.642855486,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,12407328.849248743,0.09090909090909091
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,12413513.483222634,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,12413890.475977996,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,12444829.266947765,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,12492238.15968274,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,12526500.659923937,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,12535320.186939234,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,12539785.78509495,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,12557070.593641136,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,12557070.593641136,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,12610541.68438017,0.09090909090909091
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,12617499.056914212,0.18181818181818182
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,12693522.276829323,0.18181818181818182
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,12751919.049614906,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,12785140.330498712,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,12817120.335653599,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,12844428.505161813,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,12849155.52392325,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,12851075.917630497,0.18181818181818182
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,12863610.60317575,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,12973088.584033716,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,13064906.19345987,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,13087945.989268724,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,13117695.390749602,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,13235624.564211324,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,13243751.174692973,0.18181818181818182
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,13259641.382752361,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,13364615.293727558,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,13398921.879009776,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,13440869.564959262,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,13446748.049866943,0.09090909090909091
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,13461389.187573815,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,13471419.934845215,0.09090909090909091
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,13595456.590835499,0.09090909090909091
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,13729967.075564397,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,13744126.693073278,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,13808587.790464001,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,13890694.163988847,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,13912404.672463516,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,13931298.011722457,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,13943557.512489609,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,13970013.706431631,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,14034220.657149406,0.18181818181818182
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,14057662.511574395,0.18181818181818182
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,14059129.080832176,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,14130154.119875433,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,14137455.036883619,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,14149085.350954298,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,14151660.82215837,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,14201555.108062699,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,14309823.374404674,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,14498345.823426167,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,14504001.864502601,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,14507215.86502986,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,14562246.414737448,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,14562246.414737448,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,14578130.696620405,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,14689934.664815966,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,14770871.29806005,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,14834056.191164466,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,14990980.871830858,0.09090909090909091
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,14992648.175770169,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,15027790.445832025,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,15143215.084296159,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,15191380.481575714,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,15205639.683767626,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,15243718.523530293,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,15264967.209411958,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,15496786.201417577,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,15555942.147221398,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,15635906.715914341,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,15698572.905332258,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,15707797.291037323,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,15793309.748951338,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,15841942.764847547,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,15929554.445169618,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,16006179.319635827,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,16053639.866959726,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,16072231.655320408,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,16087061.636224201,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,16138738.754054306,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,16187409.518063758,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,16329550.048455667,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,16351828.625412891,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,16383900.210940944,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,16445937.265542811,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,16498028.304710161,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,16525049.060323074,0.09090909090909091
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,16639901.493685709,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,16738350.83215004,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,16799247.709500477,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,16837049.689792216,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,16881489.644496843,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,16904606.469743099,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,16941117.60687406,0.09090909090909091
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,17041499.904697634,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,17067808.619579792,0.09090909090909091
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,17128579.251046848,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,17234594.064643759,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,17304701.991757475,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,17415344.972212307,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,17464445.597738363,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,17472844.605927914,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,17494730.6321944,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,17516147.300772443,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,17595096.453871574,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,17689642.855850998,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,17748570.90005549,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,17798087.208743911,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,17851344.844002966,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,17853595.136666387,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,17871493.748799011,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,17871493.748799011,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,17900151.505896177,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,17946676.668406233,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,17952456.006353218,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,18098217.968600795,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,18333098.660994459,0.09090909090909091
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,18344966.253008567,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,18356731.639922962,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,18410985.364833958,0.09090909090909091
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,18467554.408829365,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,18502207.240808077,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,18502940.670657933,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,18631504.798374619,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,18660027.595522057,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,18677344.223796304,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,18797892.30503298,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,19011521.406554539,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,19018564.008552037,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,19029019.874110263,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,19101129.476588443,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,19395016.968185034,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,19397665.349087842,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,19402041.579586137,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,19508829.927763905,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,19598508.407231662,0.09090909090909091
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,19855469.432127871,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,19867788.386017196,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,19922777.94796532,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,19942894.038529873,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,20156126.069827996,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,20358869.490635872,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,20389111.453031428,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,20620758.372673687,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,20693709.214917257,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,20693709.214917257,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,20720933.622289248,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,21056979.716442846,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,21107859.880560551,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,21199104.611119509,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,21554721.367917594,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,21599172.34262507,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,22009618.532655962,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,22591500.644961908,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,23180498.707512036,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,23390328.081170734,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,23888078.140683051,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,24688446.989328034,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,24899589.442601692,0.09090909090909091
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,25491664.728056923,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,25795725.726956077,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,25854641.21723,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,26278577.576415021,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,28149217.176190101,0.09090909090909091
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,30777420.827782899,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,115289925.85063846,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,121108649.71781105,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,131656718.92463386,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,141310494.20673153,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,142780085.00281614,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,143154121.86691639,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,144362376.32485199,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,144399731.20064142,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,146125704.32126713,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,146328985.46867102,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,148994872.70276532,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,150635427.61558744,0.09090909090909091
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,152432079.79419133,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,155029001.52196896,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,157119994.78113675,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,158046778.80242997,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,164067258.7962938,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,164220999.69079676,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,168434893.11045545,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,169506586.06110281,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,169861670.13162446,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,171887716.78384843,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,172624005.7519176,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,173638975.74437317,0.09090909090909091
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,175273317.00839195,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,175915602.10538942,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,176194618.8770934,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,177872361.09557182,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,179083350.26691058,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,181105855.21698654,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,181889306.69250014,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,182076853.57418853,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,185040139.09302744,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,187358479.19796661,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,188794230.91592664,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,190346735.41477251,0.09090909090909091
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,190836265.30842987,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,191595475.22974715,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,194224488.40882358,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,194740428.90528211,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,194947192.13708624,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,195083526.27782655,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,195392250.41554689,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,196909681.59814441,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,197987436.21171823,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,198163258.24179479,0.18181818181818182
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,199289641.59510729,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,199468963.33814162,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,199935219.52318427,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,201024186.95337033,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,202019302.99064621,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,204423220.63695267,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,205983347.5613378,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,206015682.56548229,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,206101200.02028266,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,207129257.97373146,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,207480943.48473006,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,207616499.18799821,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,208874031.11561045,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,209497901.74990827,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,210748135.65292153,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,211925288.24074876,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,212436788.2740382,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,212709253.82745728,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,212930848.42757183,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,212995752.37801543,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,214113477.98103771,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,214175561.6575619,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,214723078.9709447,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,215477858.09803423,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,215734708.73122475,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,216022269.87811929,0.09090909090909091
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,216110092.50648257,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,216324388.39872438,0.09090909090909091
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,216607379.39933047,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,216827641.54645118,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,216827641.54645118,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,217189544.35112575,0.0
