孀居愁苦泪洗面,2,孀居愁苦泪洗面，
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,9769827.2108442876,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,9772029.2388961166,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,9775024.2720131297,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,9790336.2451640274,0.14285714285714285
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,9811693.500002265,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,9837484.1587594505,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,9839419.5710868165,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,9892320.0024784151,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,9893157.6460762955,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,9937437.8323813453,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,9955404.9537135083,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,9956967.033477623,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,9987447.0333032776,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,10000468.364747347,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,10000982.285158286,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,10015534.720689485,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,10049341.325358445,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,10068053.134417174,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,10070975.936451821,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,10125896.872863509,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,10127818.271999268,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,10181584.385126494,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,10244998.527245896,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,10290159.795730028,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,10335169.354234803,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,10362072.765116883,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,10368975.808091098,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_0,被纠缠陡想起婚时情景，,10415472.103939282,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_1,算当初曾经得几晌温存。,10429194.454280088,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,10488518.284559671,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,10489506.473977957,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,10497084.907898683,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,10529862.229065519,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,10609620.12321048,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,10632636.440735364,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,10638425.888004571,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,10646585.992916763,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,10650434.102198206,0.0
daspd-DuShouKong-WangJiangTing.xml_0,独守空帏暗长叹，,10686911.379462479,0.0
daxp-ZhiJianTa-WangJiangTing.xml_9,相公你为何不歇息？,10782735.893854536,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,10813481.481351702,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,10833052.264466029,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,10834309.880855896,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,10857976.932038739,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,10914355.551199134,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,10923011.280133273,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,10955108.363048282,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,11011770.594740849,0.0
daxp-GuanShiYin-TianNvSanHua.xml_1,有善才和龙女站立两厢；,11022257.817653514,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,11049628.359693142,0.14285714285714285
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,11077152.319881871,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,11136088.194264999,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,11198521.972798768,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,11232724.654415568,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,11249938.628001578,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,11301443.433856925,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,11312837.690769877,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,11312837.690769877,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,11314485.668864762,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,11315796.892587719,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,11330709.445595944,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,11365456.114942551,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,11374967.508951992,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,11383720.686354408,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,11396800.135079572,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,11432727.130408181,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,11438410.218079509,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,11527057.138640875,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,11543019.983374661,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,11544023.870843591,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,11606713.340320898,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,11658490.694152119,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,11678267.932206579,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,11711688.272703256,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,11766001.868798841,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,11854854.634886693,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,11910950.764581878,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,11951130.456437321,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,11972518.080485109,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,11996576.870943138,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,12074384.248257007,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,12088588.986617653,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,12102705.857769813,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,12124314.813414127,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,12124474.243335834,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,12151975.525648594,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,12195029.950601958,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,12203903.803600619,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,12225358.684076024,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,12252594.131796384,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,12258666.727998259,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,12260015.066105597,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_4,原来是不耐烦已经睡困，,12280581.572065394,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_3,莫负他好春宵一刻千金。,12325298.873111561,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,12405785.673721159,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,12441642.622479079,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,12551118.151804196,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,12552896.904169247,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,12553657.980347805,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,12568442.997697365,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,12611579.503248231,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,12614725.665680323,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,12684427.864196522,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,12773270.90822145,0.0
daxp-ZhiJianTa-WangJiangTing.xml_1,长吁短叹语声低。,12805458.682363961,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,12814228.291249719,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,12888929.604709778,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,12915537.650769778,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,12970104.19623949,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,13113050.169116836,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,13124842.552783325,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,13150792.085446358,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,13151617.045944627,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,13259932.727329677,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,13281147.725970374,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,13341407.557009637,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,13347087.556771185,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,13462362.331307691,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,13510673.538052822,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,13526322.711521527,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,13537804.760673219,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,13573941.80557516,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,13576627.184351152,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,13729296.472938644,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,13770754.978619099,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,13835027.457768638,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,14015415.288474621,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,14021534.76516002,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,14125364.311845137,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,14151020.48925592,0.0
daxp-GuanShiYin-TianNvSanHua.xml_5,好似我散天花就纷落十方；,14161163.6700223,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,14173475.839434879,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_5,待我来搀扶（哇）你重订鸳盟。,14199279.596198494,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,14210000.107878186,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,14241345.097911384,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,14282712.669509511,0.0
daxp-ZhiJianTa-WangJiangTing.xml_2,何人来把书信寄？,14289943.94635657,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,14294227.756360287,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,14427020.73425319,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,14485781.745922435,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_0,海岛冰轮初转腾；,14649506.860286236,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,14655419.589781595,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,14732914.759649415,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,14741985.409084955,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,14802706.431811588,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,14804871.969172345,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,14841550.96288508,0.0
daxp-ZheCaiShi-SuoLinNang.xml_7,愧我当初赠木桃。,14865175.725573091,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,14892716.359631483,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,14906704.307213362,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,14917633.074700562,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,15078120.783426415,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,15163021.031762391,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,15299815.052587762,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,15329805.622559823,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,15364416.690992212,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,15416300.320781108,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,15515064.771502268,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,15523691.108921995,0.0
danbz-KanDaWang-BaWangBieJi.xml_0,看大王在帐中和衣睡稳，,15548429.029079977,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,15606533.812103063,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,15642429.006504629,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,15654706.566457096,0.0
daxp-ZhiJianTa-WangJiangTing.xml_4,莫不是平地风波起，,15695780.688110352,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,15742347.524780242,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,15764989.111300312,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,15809871.210533338,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,15875354.722911552,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,15926071.711340256,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,15941699.045214931,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_2,我不免去安排罗衾绣枕，,15971627.57562989,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,15973575.865485353,0.0
daxp-ZhiJianTa-WangJiangTing.xml_3,害得儿夫犯焦急；,15980069.248027476,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,16051356.522933625,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,16168239.656887298,0.0
daxp-ZheCaiShi-SuoLinNang.xml_6,种福得福如此报，,16236880.341876598,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,16303408.200585086,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,16361593.625331176,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,16469537.034222392,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,16517938.287166523,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,16764936.335941024,0.0
daxp-ZheCaiShi-SuoLinNang.xml_1,不想团圆在今朝。,16764936.335941024,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,16786462.320884172,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,16944654.929386318,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,17068480.410264913,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,17134805.246530328,0.0
daxp-ZheCaiShi-SuoLinNang.xml_2,回首繁华如梦渺，,17180891.932973396,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,17223419.305050947,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,17299783.422071382,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,17371117.229576718,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,17402293.993466329,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,17462385.408520494,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,17579149.731920231,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,17729232.102904633,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,17760236.379035804,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,17881042.946242575,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,17909057.454908051,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,18025805.614129048,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,18174184.882628471,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,18289929.720051866,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,18505049.563406877,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,18699009.846816685,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,18967918.533549055,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,19087751.887291692,0.0
daxp-ZheCaiShi-SuoLinNang.xml_5,善果心花可自豪。,19102463.875079285,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,19120773.349621996,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,19174486.614293978,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,19498979.202996269,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,19623907.304523993,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,19645642.788269326,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,19718414.605313405,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,19757523.797835518,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,20208008.778884832,0.0
danbz-KanDaWang-BaWangBieJi.xml_1,我这里出帐外且散愁情。,20267979.813730255,0.14285714285714285
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,20320494.767148774,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,20910599.265487853,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_4,皓月当空，,21200963.327866174,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,21377002.76940538,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,21593725.546843853,0.0
daxp-GuanShiYin-TianNvSanHua.xml_4,绿柳枝酒甘露三千界上，,22664295.477017812,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,23144588.657902967,0.0
daxp-JiaoZhangSheng-HongNiang.xml_4,这也算是一段风流佳话，,23244501.229104936,0.0
daxp-JiaoZhangSheng-HongNiang.xml_2,放大胆忍气吞声休害怕，,24180894.802937813,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,24227271.337583598,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,24973041.077828798,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,26348081.783605907,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_3,乾坤分外明，,28221570.249468178,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,28336607.61071923,0.0
daxp-ZheCaiShi-SuoLinNang.xml_4,柳暗花明休啼笑，,28997145.319935609,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,41543009.544765085,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,2172155707.7679524,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,2183640625.1487827,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,2203344624.7852859,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,2271818703.2622275,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,2381515935.3121352,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,2449058596.2483592,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,2452163423.7277422,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,2469154762.8543916,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,2529868350.237174,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,2583707320.8584633,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,2638726543.0839467,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,2748339162.7614655,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,2758877772.6206312,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,2887000782.8584056,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,2921964645.8127313,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,2935175271.7405157,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,3227721529.9234095,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,3250941245.8455491,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,3257038559.2691536,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,3284711025.0424933,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,3313450612.9551716,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,3350188376.0567608,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,3361484591.7671008,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,3389915738.8138475,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,3402961899.0005741,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,3419466748.6755505,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,3438285145.4838181,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,3500347913.8197193,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,3532496303.6784568,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,3564483503.0711484,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,3676737087.4562879,0.0
