但愿得令公令婆别无异见,2,但愿得令公令婆别无异见，
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,10664143.901938263,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,10728730.577283274,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,10735603.837718025,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,10755904.729562808,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,10760347.701405456,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,10782212.318123404,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_3,莫负他好春宵一刻千金。,10818379.986926982,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,10844742.139500337,0.09090909090909091
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,10861826.513294632,0.0
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,10909730.423074417,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,10962667.48685265,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,10968450.580073282,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,11007209.380945148,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,11010823.575304117,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,11025745.145818416,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,11030187.896540403,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,11056732.089610465,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,11144297.084336311,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,11172258.320638865,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,11219087.641414573,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,11250157.018084623,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,11258013.717784965,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,11297248.831395945,0.0
daxp-GuanShiYin-TianNvSanHua.xml_7,催祥云驾瑞彩速赴佛场。,11410791.779506417,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,11422692.372551186,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,11455593.760142336,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,11486244.408453789,0.18181818181818182
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,11493722.110427355,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,11497635.248036077,0.09090909090909091
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_1,见玉兔（哇）玉兔又早东升。,11536871.123238308,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,11537617.765428543,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,11592350.219507035,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,11642697.441134503,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,11670980.872872863,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,11707368.421153709,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_0,海岛冰轮初转腾；,11716956.969249861,0.0
daxp-GuanShiYin-TianNvSanHua.xml_1,有善才和龙女站立两厢；,11718281.388377272,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,11728762.140529305,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,11734705.380792763,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,11757869.57665381,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,11805521.457662703,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,11824077.982209859,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,11824491.646329489,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,11825164.129396485,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,11864032.000609472,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,11929791.258887555,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,11973407.517374158,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,11984483.300786259,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,12027642.506482052,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,12030350.654619031,0.09090909090909091
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,12135714.243927935,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,12148654.151849234,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,12164216.602746874,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,12197995.890377166,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,12234452.752595184,0.09090909090909091
daxp-GuanShiYin-TianNvSanHua.xml_6,满眼中清妙景灵光万丈，,12238488.835155088,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,12259368.073673578,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,12349864.653441744,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,12377382.43058816,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,12406187.256782643,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,12411222.899289871,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,12414338.437828308,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,12414751.376683895,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,12459957.757195076,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,12482929.853732301,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,12487031.463504845,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,12508878.59398587,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,12535923.021621831,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,12563350.823243862,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,12587638.930080088,0.09090909090909091
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,12611588.701423142,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,12658611.002513409,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,12658611.002513409,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,12699063.790841376,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,12747958.060687196,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,12798139.575443164,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,12816659.064401211,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,12865948.725408025,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,12882500.64307598,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,12905094.490934506,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,12906973.317854283,0.2727272727272727
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,12915376.818412343,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,12929579.146614924,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,12965423.01070237,0.09090909090909091
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,12984552.614304466,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,12997197.405613588,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,13027830.207572272,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,13072928.210442049,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,13114503.027220782,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,13133343.668920631,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,13157525.628474446,0.09090909090909091
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,13248481.033847909,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,13267063.029128883,0.0
daxp-ZhiJianTa-WangJiangTing.xml_3,害得儿夫犯焦急；,13291780.153302124,0.09090909090909091
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,13299426.076882733,0.0
daxp-JiaoZhangSheng-HongNiang.xml_2,放大胆忍气吞声休害怕，,13375542.309567938,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,13424693.599599317,0.0
danbz-KanDaWang-BaWangBieJi.xml_0,看大王在帐中和衣睡稳，,13433426.603423165,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,13465919.379717423,0.09090909090909091
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,13520535.667819241,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,13616901.404617816,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_2,我不免去安排罗衾绣枕，,13699726.128768103,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,13764483.695336368,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,13764483.695336368,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,13771892.95673758,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,13821333.886980852,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,13824337.505248914,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_5,恰便似嫦娥离月宫，,13834151.291099347,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,14017530.167250795,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_1,算当初曾经得几晌温存。,14023654.437841916,0.09090909090909091
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,14024843.354015028,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,14064890.959796319,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,14121526.607559469,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,14121526.607559469,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,14247123.576634696,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,14273423.885006521,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,14318031.37959973,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,14318228.754536336,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,14321374.883266771,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,14389557.389119754,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,14417593.053361412,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,14465389.859454695,0.0
daxp-JiaoZhangSheng-HongNiang.xml_4,这也算是一段风流佳话，,14499530.678386336,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,14515884.881971164,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_5,待我来搀扶（哇）你重订鸳盟。,14631908.434515009,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,14647754.314305225,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,14658737.05366553,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,14714172.30103931,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,14725366.784703661,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,14733723.65861252,0.09090909090909091
daxp-ZheCaiShi-SuoLinNang.xml_0,这才是人生难预料，,14738016.367719654,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,14788229.701706987,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,14814906.596208856,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,14832257.902368939,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,14906537.190983145,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,14927937.667910527,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,14934945.839459382,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,14968439.711475557,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,14969891.973560622,0.0
danbz-KanDaWang-BaWangBieJi.xml_1,我这里出帐外且散愁情。,14988391.303841248,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,15080409.297250642,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,15099392.435170997,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,15106471.513926674,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,15116261.722230576,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,15150453.413949827,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,15181798.584042767,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,15246073.07900445,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,15276234.263668651,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,15305688.513496963,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,15352766.885527993,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,15355119.784317965,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,15367179.373960275,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,15408259.678987915,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,15409381.05727818,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,15465663.036490519,0.0
daxp-GuanShiYin-TianNvSanHua.xml_4,绿柳枝酒甘露三千界上，,15496579.614008391,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,15499223.560748124,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,15552250.207501044,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,15552596.791396419,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,15571627.570664356,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,15585635.792597322,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,15602112.999879213,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,15635661.133912299,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,15669164.798326261,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,15694197.217110939,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,15700059.959334759,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,15703845.617562339,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,15728084.555741305,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,15731609.946914479,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,15748447.712613853,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,15756187.428082872,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,15926415.974395424,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,15955300.364192467,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,16078843.14307218,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,16089574.163086334,0.0
daxp-ZheCaiShi-SuoLinNang.xml_1,不想团圆在今朝。,16089574.163086334,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,16101309.420268744,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,16126504.306481402,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,16147261.600150041,0.0
daxp-GuanShiYin-TianNvSanHua.xml_5,好似我散天花就纷落十方；,16174013.422188152,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,16233034.414678492,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,16336786.176507462,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,16350732.283040546,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,16371770.845475042,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,16382056.405649338,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,16523333.437485261,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,16567566.544291385,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,16569025.891730314,0.09090909090909091
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,16644602.658289175,0.0
daxp-ZheCaiShi-SuoLinNang.xml_7,愧我当初赠木桃。,16646157.699940078,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,16728465.475197122,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,16770830.691855615,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,16821760.130206101,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,17024295.775679,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,17112301.628722463,0.0
daxp-ZheCaiShi-SuoLinNang.xml_6,种福得福如此报，,17146049.730359234,0.09090909090909091
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,17216484.078538008,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,17323224.524403848,0.0
daxp-ZhiJianTa-WangJiangTing.xml_2,何人来把书信寄？,17391578.158732798,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,17493353.408072237,0.0
daxp-ZhiJianTa-WangJiangTing.xml_8,出二堂深施礼，,17752007.620277315,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,17824149.097201243,0.0
daxp-ZhiJianTa-WangJiangTing.xml_4,莫不是平地风波起，,17924249.082978148,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,17967462.358264927,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,18128861.637787893,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,18196979.34393603,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,18254908.044671915,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_4,皓月当空，,18280184.111991115,0.0
daxp-ZhiJianTa-WangJiangTing.xml_6,低下头心生计，,18334653.054428071,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,18391729.277767576,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,18480334.581362911,0.2727272727272727
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,18625405.012857255,0.2727272727272727
daxp-ZheCaiShi-SuoLinNang.xml_2,回首繁华如梦渺，,18821058.532876223,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,18825721.782670733,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,18834068.301105369,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,18879560.512797605,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_4,原来是不耐烦已经睡困，,19014612.522031046,0.0
daxp-ZheCaiShi-SuoLinNang.xml_5,善果心花可自豪。,19446734.761845641,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,19862531.026312828,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,20028810.571391176,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,20121961.614990462,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,20259962.604430921,0.09090909090909091
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_3,乾坤分外明，,20269933.932743207,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,20284688.516075682,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,20382023.076162189,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,20535015.049069382,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,20887003.030909549,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,21225984.823031105,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,21265402.385161001,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,21298479.772840586,0.0
daxp-ZheCaiShi-SuoLinNang.xml_4,柳暗花明休啼笑，,21766607.750105921,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,22366139.385409575,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,23102489.27135507,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,23108093.773058422,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,23170615.463767823,0.0
daspd-DuShouKong-WangJiangTing.xml_3,为避狂徒到此间。,23196119.337804034,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,27311098.852233738,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,33685457.483591847,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,1041375836.2020406,0.09090909090909091
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,1197457098.7967057,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,1204915975.4468441,0.09090909090909091
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,1207770504.9446077,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,1382290599.0415218,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,1525466111.4244487,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,1586249987.8223259,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,1657473197.8111284,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,1795104820.3187268,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,1818902790.6879089,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,1823095857.5653808,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,1873942508.9422824,0.18181818181818182
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,1945528768.4035454,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,1957109551.5236828,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,1957109551.5236828,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,1961784181.3686569,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,1972963591.6727095,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,1974463515.9537075,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,1974463515.9537075,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,1987723467.3909597,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,1992209389.8232799,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,2014408672.4531817,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,2035120963.7784119,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,2036481467.1826301,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,2048356637.4657898,0.09090909090909091
