也有饥寒悲怀抱,80,亦有饥寒悲怀抱，
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,300398592.08192021,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,308064011.93976086,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,308935118.04375607,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,309673296.02426517,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,310120103.35882711,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,312972620.34807271,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,313810279.20573187,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,314783278.4356786,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,319030504.60475963,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,323936093.79360074,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,325285538.40452129,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,326432261.6142934,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,327888711.11054826,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,328167872.11500537,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,329188905.8089084,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,333978536.8412497,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,338379168.87355369,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,341954077.7206133,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,342407384.50260824,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,344107364.16949999,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,344250532.90170354,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,348159548.0569455,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,351750409.28199345,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,355972812.55176604,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,366511651.86317408,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,367167359.37492323,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,370763265.60288316,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,370799071.3133654,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,373053027.81580371,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,373132613.17675704,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,375268160.89775342,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,376203427.99985373,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,376844307.73584187,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,377796938.43490744,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,382817689.71764791,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,385935217.84907508,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,386561491.08154285,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,388065702.95164841,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,392313350.87552392,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,393849636.70754415,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,395481068.36101085,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,398873256.26391006,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,399199360.28737658,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,400808038.39628905,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,403441267.61689579,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,404014475.3559463,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,404329101.89081186,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,406366488.79350716,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,406476678.40355879,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,406476678.40355879,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,409520441.71652168,0.14285714285714285
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,410417990.75196487,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,412717196.36377358,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,413784064.72684938,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,415787372.80494946,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,417071237.02182764,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,417591541.37322807,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,420797798.34384894,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,422899709.29084414,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,425308662.28816098,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,425753803.83417046,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,426313246.6618889,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,427759492.21485662,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,428565188.69627625,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,437220700.35748905,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,447667823.06836098,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,447746932.63256162,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,448057478.39375865,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,449574049.20519763,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,454514243.27607936,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,456623868.43771803,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,457155524.23883337,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,458939171.07724494,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,460255382.90167344,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,460735227.66575658,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,462227150.38316751,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,463210454.6588136,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,471543639.71024305,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,472094217.59104151,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,476417989.42648226,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,476838422.40577507,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,476887877.67083913,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,477920789.90091306,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,479762298.32600164,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,480568746.35093045,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,481075702.60352772,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,482813784.72452384,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,483812042.82856184,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,485234287.91819757,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,485835251.08385301,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,486600635.76967674,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,486644338.91091239,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,486756523.67505652,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,490380802.1922341,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,490582013.66213149,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,491185869.17421597,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,492695428.58959287,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,492775907.53886098,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,493730511.87143761,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,494465092.14029866,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,494636420.19876301,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,497655424.88576686,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,497885043.54079956,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,498841221.36280191,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,499690904.71495837,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,500764160.48064107,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,501643801.88382697,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,502501670.49947685,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,503228442.64211881,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,503382113.36055785,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,504236733.64204979,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,504236733.64204979,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,504710221.98458511,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,505362959.84721822,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,507764159.40433592,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,508431315.54985589,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,509226787.99945062,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,511739769.13017142,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,512499923.31995916,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,517138673.13190383,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,517740481.60488832,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,519486529.75603229,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,519744034.16180706,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,520793743.98841888,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,523043100.1800977,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,523184031.6452077,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,523236218.20587099,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,524641253.69261432,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,525874715.37899011,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,526109821.59777749,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,526727732.74202472,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,530352059.79764611,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,535363746.72334385,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,535857196.35629475,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,543898214.10018325,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,546414503.59634387,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,548516816.76278496,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,549435002.85181236,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,550709827.53226304,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,551824812.12668216,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,551939177.2091223,0.14285714285714285
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,552341624.83982253,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,553127242.49787569,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,553297820.62900221,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,556780516.83278966,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,557696499.59574974,0.14285714285714285
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,558002372.49328601,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,559638221.86532593,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,559989549.16809416,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,560127026.28696144,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,562331965.89411783,0.14285714285714285
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,562699456.87571287,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,567088991.28520477,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,568663696.81760037,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,568726585.0325402,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,569155919.06674099,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,570007730.42052674,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,572036562.61508358,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,573348061.78734815,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,577217424.68227601,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,577261315.25102544,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,577488218.11601472,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,578149307.11301744,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,580091599.17423129,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,581103083.71391177,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,582557152.26890612,0.14285714285714285
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,583937807.03241968,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,583999523.16383624,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,585947856.44130719,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,587851873.46364319,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,590000733.20013726,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,590059255.06164396,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,595853946.22954547,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,598193527.31941307,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,598441053.19158447,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,599386202.12696016,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,600587080.03262043,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,601638352.39898968,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,603090468.55741262,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,604402305.0624615,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,604650257.98221636,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,604717421.07188952,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,605044519.50126874,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,608081998.65269876,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,608779652.89399469,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,609606476.8438617,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,610364103.91469526,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,610465252.90658712,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,611854986.20163393,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,611854986.20163393,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,613499828.05380321,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,616105148.86592197,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,619089284.44915664,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,621446260.97662163,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,621446260.97662163,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,621955924.08095086,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,622468121.48638499,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,623847734.78671288,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,623879498.99774265,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,624822286.59916782,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,625082401.20373368,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,625945047.3648622,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,628214158.68587315,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,628767180.75180233,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,633065507.41949213,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,638129761.73564315,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,643315572.6954931,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,646671698.2822355,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,646674299.11691332,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,646754111.28530157,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,652489556.58686376,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,654468767.32598865,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,655301795.61178827,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,656261403.29250383,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,658143311.02943194,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,658876902.00023317,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,659118489.17752028,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,674696904.22461605,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,680062043.85733271,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,682206137.33609033,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,682618500.69029891,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,682620614.26250184,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,686818932.10695684,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,687999527.63766468,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,689013594.7971493,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,690783705.51268995,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,692823449.57588625,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,693873667.69478548,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,693957576.63011467,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,694522624.84774125,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,697630840.49199498,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,698216748.87871051,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,698216748.87871051,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,698850079.56701469,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,699293131.371418,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,700506285.26505983,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,704838308.96903837,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,706939308.69156384,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,711893311.7904954,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,713815948.67491102,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,717787666.61637509,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,720533974.58805096,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,723388389.88980913,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,725799809.99452996,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,725799809.99452996,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,727142410.79071164,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,731390181.03940463,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,731400215.05532932,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,735314197.21004152,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,736014472.4428494,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,736283529.56230617,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,736910443.42434406,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,745389748.02788103,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,747297286.5500555,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,751256871.19764698,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,751821902.05379963,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,752777752.67890561,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,752997440.80461228,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,753292794.23837268,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,756322775.51089394,0.0
