也有饥寒悲怀抱,80,亦有饥寒悲怀抱，
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_2,那冰轮离海岛，,6485657.0491886996,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,6508176.9012184478,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,6551147.55849595,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,6568684.6113231936,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,6634477.4821647601,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,6638091.730538032,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,6648105.5541970814,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,6687829.0703840489,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,6705708.4200667012,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,6710785.6726942649,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,6714367.954766307,0.0
daxp-ZheCaiShi-SuoLinNang.xml_2,回首繁华如梦渺，,6722154.4978623642,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,6741244.7683789255,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,6749298.0596975423,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,6771544.577924706,0.14285714285714285
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,6780756.0118157091,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,6788651.0689543765,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,6797228.0693149408,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,6860549.0359686604,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,6872480.5045707552,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,6885765.2822683826,0.2857142857142857
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,6917313.8488146914,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,6918772.9186277203,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,6933378.9440568294,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,6945631.1960528409,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_3,乾坤分外明，,6965732.1118978914,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,6977944.6100498671,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,6985824.4734845506,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,6996910.350425547,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,7006572.4285263931,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_6,奴似嫦娥离月宫。,7069820.007488288,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,7081584.968035019,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,7135295.92286593,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,7137804.2440484976,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,7139166.9092377406,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,7140507.3011140693,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,7140811.7725252565,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_0,海岛冰轮初转腾；,7177756.6260958891,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,7178852.859591064,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,7190881.9154037004,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,7195696.6856237538,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,7199043.3987573087,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,7204427.0316031808,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_1,见玉兔（哇）玉兔又早东升。,7205517.3765601758,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,7206328.6654507872,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,7273496.8227329198,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,7287656.4425295061,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,7287656.4425295061,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,7296820.287658683,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,7296820.287658683,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,7308457.8009391297,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,7326684.3115053596,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,7441657.0478484277,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,7451820.1189184682,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_5,恰便似嫦娥离月宫，,7459564.9899517233,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,7466087.1916263457,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,7492444.9418417448,0.14285714285714285
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,7497362.481620972,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,7523294.8163298853,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,7560286.4545325302,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,7566336.9758850094,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,7582784.6475171866,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,7597387.1980227837,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,7607262.4783819579,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,7617565.9105471121,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,7620051.344304977,0.0
daxp-ZhiJianTa-WangJiangTing.xml_4,莫不是平地风波起，,7622698.6216097428,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,7684189.1922798418,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,7695045.5265631573,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,7711726.7591845151,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,7786163.5518374825,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,7818797.5919772414,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,7819421.5607802784,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,7844217.6462735189,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,7857523.292042248,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,7860860.0680795219,0.2857142857142857
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,7865847.4021507585,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,7890600.0741812466,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,7894956.8760733893,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,7897094.6104514869,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,7924457.0334168579,0.0
danbz-KanDaWang-BaWangBieJi.xml_2,轻移步走向前荒郊站定，,7995186.8940490298,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,8006410.2573377201,0.14285714285714285
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,8010909.5907548657,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,8054305.1804518942,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,8062170.4874845417,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,8095613.7482258175,0.14285714285714285
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,8099430.6040444477,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,8115276.9186558537,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,8117851.7452847529,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,8122067.2878843239,0.0
daspd-DuShouKong-WangJiangTing.xml_1,芳心寂寞有谁怜，,8156361.5332770292,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,8178229.2876619734,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,8188780.5312405294,0.14285714285714285
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,8228473.4912150316,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,8260220.5406886311,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,8295457.8824115507,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,8304093.4513437068,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,8317005.3542275541,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,8322875.1022042613,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,8331942.0400249623,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,8336858.0130773094,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,8337521.4296186026,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,8351928.8939246088,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,8362351.6384216286,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,8372278.2882859977,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,8401739.6972675864,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,8403867.8165093344,0.0
daxp-ZhiJianTa-WangJiangTing.xml_8,出二堂深施礼，,8426962.976700915,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,8525647.4563343618,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,8595708.3002018724,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,8596920.5363686569,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_4,原来是不耐烦已经睡困，,8606338.2206733059,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,8698854.6219840441,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,8702175.0763332006,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,8765625.6950358897,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,8820853.2861179393,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,8829624.9715783447,0.0
daxp-JiaoZhangSheng-HongNiang.xml_4,这也算是一段风流佳话，,8844849.4111443199,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,8867893.5790961124,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,8891161.3742798865,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,8906277.2017288767,0.14285714285714285
daxp-JiaoZhangSheng-HongNiang.xml_2,放大胆忍气吞声休害怕，,8937770.9483986273,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,8980231.8163002133,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,9008682.2356418092,0.0
daxp-ZhiJianTa-WangJiangTing.xml_6,低下头心生计，,9014137.2744476665,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,9028887.1756596286,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,9063118.0204064846,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,9083475.3653166629,0.14285714285714285
daxp-GuanShiYin-TianNvSanHua.xml_7,催祥云驾瑞彩速赴佛场。,9109491.9235184677,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,9111199.7439893279,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,9120026.5075960327,0.0
daxp-ZhiJianTa-WangJiangTing.xml_2,何人来把书信寄？,9144689.706252953,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,9155796.1882998478,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,9188958.4908951055,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,9223421.9193811323,0.0
daxp-JiaoZhangSheng-HongNiang.xml_3,这件事倒叫我心乱如麻。,9232350.2567982208,0.0
daxp-ZhiJianTa-WangJiangTing.xml_1,长吁短叹语声低。,9233246.7810542844,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,9283758.6267656852,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,9285175.9137680586,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,9307650.9649918713,0.14285714285714285
daxp-ZhiJianTa-WangJiangTing.xml_0,只见他一封书信握手里，,9334659.3344804402,0.0
daxp-ZheCaiShi-SuoLinNang.xml_3,残生一线付惊涛。,9343967.3655221779,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,9357991.0521131177,0.14285714285714285
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,9426708.4694402758,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,9440349.3007064648,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,9454136.4483308326,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,9463084.6709550153,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,9467194.5045074578,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,9532416.6728325821,0.14285714285714285
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,9539725.5518125948,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,9573467.3617829848,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,9684107.0974201765,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,9689120.471356988,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,9749966.2824733667,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_4,皓月当空，,9804469.3514685426,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,9829783.084290592,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,9869329.724925315,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,9945895.0407993942,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,9951575.6478894111,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,10009606.166460089,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,10014936.518085929,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,10034356.02911056,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,10108439.883337116,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,10144119.088567732,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,10145316.972702097,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,10187415.258099373,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,10237422.494590485,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,10258427.384710906,0.14285714285714285
daxp-ZheCaiShi-SuoLinNang.xml_0,这才是人生难预料，,10353929.995491341,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,10371752.799104985,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,10413261.899749257,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,10414079.174576003,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,10429362.606470732,0.14285714285714285
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,10465419.934310826,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,10558457.875858024,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,10576216.292503569,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,10608100.387689821,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,10634133.835475236,0.0
daxp-GuanShiYin-TianNvSanHua.xml_0,观世音满月面珠开妙相，,10825975.772171065,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,10848108.438357873,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,10959686.833660625,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,10980463.345622407,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,10981232.131874628,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,10990316.580531873,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,11029359.303836659,0.0
daxp-ZhiJianTa-WangJiangTing.xml_3,害得儿夫犯焦急；,11083123.954933418,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,11091436.431113699,0.14285714285714285
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,11097070.768387474,0.0
daxp-JiaoZhangSheng-HongNiang.xml_5,听号令且莫要惊动了她。,11168382.459467394,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,11227224.753513085,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,11336658.185139358,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,11427703.429502115,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,11469587.242904637,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,11593008.97044255,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,11671617.992577927,0.0
danbz-KanDaWang-BaWangBieJi.xml_1,我这里出帐外且散愁情。,11746356.469890436,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_1,算当初曾经得几晌温存。,11965825.018753707,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,12015008.16343499,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,12226447.912192639,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,12250785.450381674,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,12261965.12792795,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,12264327.364562383,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,12338185.939948576,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,12341612.988885302,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,12357622.99100576,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,12357622.99100576,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,12407941.483518589,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,12425092.527351877,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,12593496.446693096,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,12667136.302529827,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,12767643.292296715,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,12799452.123925092,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,12847249.943345483,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,12859370.405627321,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,13035271.077949777,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,13045428.468759406,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,13117981.537966326,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,13189309.950469092,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,13223040.550361991,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,13369782.038524905,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,13650644.767162481,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,14255542.733099006,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,14721366.124490039,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,14774953.406505385,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,14942331.646922242,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,15874168.164324917,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,15874168.164324917,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,16309038.004855247,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,16654353.265188783,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,17363171.929584816,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,18407383.949395154,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,19756880.958950952,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,21275780.268205594,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,21777807.579207249,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,136509045.93275672,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,149650690.29567248,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,176835807.49258709,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,178656462.50884145,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,196941763.75064218,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,203365650.79695868,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,221263808.50726423,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,226928150.70557851,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,237662260.94560155,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,237788717.40233585,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,246627178.98852661,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,254173291.98787832,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,257019328.99196097,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,258973386.12162378,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,265790439.88698295,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,266060295.07837075,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,271439478.34687841,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,271845710.32922041,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,272259202.7334311,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,284206687.25190532,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,286758803.82932371,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,286790517.26331061,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,290330296.50290906,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,296930552.40702903,0.0
