敌血飞溅石榴裙,0,敌血飞溅石榴裙。
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,9169177.5481624883,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,9201873.4217039403,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,9210131.6535223965,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,9242828.7226825189,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,9243787.059184175,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,9269912.1473519672,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,9270628.1447019763,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,9275916.6139745302,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,9282116.2801853269,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,9328663.4539441057,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,9345588.5646305513,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,9372594.9731436837,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,9373824.0384862609,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,9396429.9450978767,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,9495031.4702881649,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,9496083.5212984551,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,9558486.3113273699,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,9566633.0615124386,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,9629019.7668449953,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,9632077.5598890204,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,9687676.9868058823,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,9689404.1160861943,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,9701105.4507843331,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,9708990.4671736676,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,9743689.6730185319,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,9818075.789291,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,9829330.4211744033,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,9830138.6935140006,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,9863527.8624277357,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,9863527.8624277357,0.0
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,9865118.9588293452,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,9887446.387616368,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,9895085.2362987772,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,9899921.4442926943,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,9908126.7643180322,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,9914452.6489413492,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,9917453.2621703576,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,9997627.200555712,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,10039285.056493379,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,10134661.993521087,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,10178126.905585699,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,10201153.291391028,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,10212528.609282207,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,10238341.916390603,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,10329557.198627656,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,10376289.69266163,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,10438410.796863668,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,10477370.018632531,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,10554784.99453425,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,10573741.509906309,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,10579600.052463992,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,10590513.665765023,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,10593822.559013,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,10628690.288303757,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,10645929.502576189,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,10731395.426333407,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,10759245.980962902,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,10809719.988791246,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,10856609.321050715,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,10879855.315276291,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,10893708.738438087,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,10894370.505720153,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,10894528.626150953,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,10897852.255220568,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,10983376.857621355,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,11018697.644809747,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,11050894.28237492,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,11090466.977985565,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,11100298.692259023,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,11132664.660133548,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,11138360.635539657,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,11203522.755241213,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,11208004.380325483,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,11232067.350913914,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,11250414.183516758,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,11342607.041955169,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,11373634.663302261,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,11377864.579620346,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,11389687.747171266,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,11410668.46106511,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,11486411.408688283,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,11519914.519454101,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,11542371.764327593,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,11583347.773695981,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,11614716.814087039,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,11619842.918329544,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,11651406.40165074,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,11674465.220588101,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,11839709.259712666,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,11882955.158900106,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,11949506.788127506,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,11955220.378219932,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,11968105.249676947,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,12018440.795379518,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,12058559.979947362,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,12064257.612168616,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,12065946.222049847,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,12069049.550330155,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,12122142.901788939,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,12210526.398174983,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,12250057.597800633,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,12282390.843754306,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,12298036.683320003,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,12328136.119666871,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,12519411.184284817,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,12645264.40268763,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,12691437.257250322,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,12710214.732672079,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,12734690.218082545,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,12810001.628663395,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,12827187.13530538,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,12838356.188520804,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,12838824.967251487,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,12852108.957495732,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,12869686.083842827,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,12991633.801207216,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,13087020.149778245,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,13155231.910952272,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,13209039.639702113,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,13238352.038982023,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,13311564.047850324,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,13392130.547141677,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,13402987.222130828,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,13429570.142716879,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,13505260.472277701,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,13589401.257651152,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,13651601.626685396,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,13659337.943712138,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,13689952.237790922,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,13905090.039755255,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,14215761.700408597,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,14220724.193456322,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,14266439.24244963,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,14285170.977666022,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,14413523.845065882,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,14540697.741267668,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,14604050.98116911,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,14688794.703331854,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,14689432.388376379,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,14696371.995838078,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,15075413.078780858,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,15276724.571708784,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,15532925.909469621,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,15648509.749828966,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,15894091.495264839,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,16189037.254180251,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,16209282.407433694,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,16309520.803470287,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,16520520.40202455,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,16662234.190241603,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,16961868.708041709,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,16982027.453238919,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,17039907.187392335,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,17248398.036582213,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,17312267.227919981,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,17340340.892228905,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,17584073.522288192,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,17792421.425635796,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,18512351.884560637,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,18580492.854458265,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,18719092.942003272,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,18897742.86364476,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,19149129.931288019,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,19903508.85947207,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,20126982.385237861,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,20170943.712766033,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,20272899.624445289,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,20534626.049631402,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,20792344.138399187,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,20922061.569793098,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,20922642.410804622,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,21269317.192176718,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,21687395.0849225,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,21806059.709068429,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,22051731.170348767,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,22292104.054340076,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,22946256.209922709,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,24687727.175805688,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,37965992.477604501,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,38151945.524197988,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,40697455.384903945,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,41004122.152317695,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,42380408.563979886,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,42671017.402026378,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,42704597.152634963,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,42905185.653292745,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,43059401.351173311,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,43683514.415850535,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,44391791.445136443,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,45171990.910013586,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,46026240.417701885,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,46682319.743006013,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,47624804.096156791,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,47729710.906921968,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,48381431.364987358,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,49342493.37063168,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,50071756.99491106,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,50215953.05458726,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,50249201.575225763,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,50386466.92818176,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,50872866.26754798,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,51221427.410469167,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,51629544.089704178,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,53528926.591705412,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,53940788.188387983,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,54275912.397061221,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,54397314.39688585,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,54576188.154774956,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,54888632.321504302,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,55232191.030265905,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,55492642.174885951,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,56038407.519774906,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,56070183.297684863,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,56417664.121526629,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,56421557.339210123,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,56594515.143714704,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,56611152.74549637,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,57007485.204833098,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,57814973.72520417,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,58500213.995050453,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,58765853.389548801,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,58899690.309951648,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,59083698.072840557,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,59829161.152976193,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,59905208.475020386,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,60034481.652480565,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,60061152.74432689,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,60343057.623059779,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,60455986.930826701,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,60849374.265408918,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,61699922.821188964,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,62162758.927045688,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,62244720.77924832,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,62867564.914411098,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,63415397.169674441,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,63590091.259961277,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,63765861.078485787,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,63953983.810736783,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,63992404.53273809,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,64301476.33477392,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,64600242.30900342,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,65049180.602939673,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,65534047.206833012,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,65758377.22221829,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,65849224.843776435,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,65872361.124035068,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,65903985.293547794,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,66446242.956579305,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,66996961.095404051,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,67083447.741722241,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,67386470.569815248,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,67407964.888630673,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,67407964.888630673,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,67634194.901746839,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,67989541.560518578,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,68269551.728410631,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,68654720.193830818,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,68760071.120301589,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,69739260.608637929,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,69835515.925658479,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,69991528.884576693,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,70542484.865889654,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,70552495.491214111,0.0
