敌血飞溅石榴裙,0,敌血飞溅石榴裙。
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,70685832.489786834,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,70904809.434204683,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,71139575.478041127,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,71260672.741446525,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,71502504.8629722,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,71507950.139277741,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,71508441.51902765,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,71701631.056523502,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,71719078.870433226,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,71833945.512337148,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,72270662.106477872,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,72402105.231469974,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,72430197.054201618,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,72589775.186084777,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,72594790.13597405,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,72764023.899302289,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,73119834.035990611,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,73290088.793214157,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,73678967.406423315,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,73710648.618348211,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,73855742.594600812,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,74100961.908671796,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,74167690.670086563,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,74321985.467794448,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,74395851.69566679,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,74691930.236125827,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,75108582.401472226,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,75185427.301763028,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,75344155.560051486,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,75368442.607984364,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,75439854.890791491,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,75610044.430352539,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,75712060.590059757,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,75738066.856538847,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,75935883.002199695,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,76399311.567221373,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,76922054.622411102,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,77313278.46939756,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,77552146.61204727,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,77658799.763384312,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,77962790.921631977,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,78012464.01336509,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,78167322.898879766,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,78306277.965433329,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,78527531.725951403,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,79304400.324877247,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,79314446.736542553,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,79961520.23905611,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,80312405.255095601,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,80472468.039379418,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,80662076.561155379,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,80955809.247927964,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,80993791.773278221,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,81020906.718832433,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,81050061.495773032,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,81593487.985861883,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,81710588.061799139,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,81868239.239513487,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,81960530.059692249,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,82054020.3118397,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,82644173.609028637,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,82982097.955918625,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,83338726.581408992,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,83344430.057223037,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,83425103.4902668,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,83588473.651919514,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,83843531.310134843,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,83932410.605426043,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,84176507.258112848,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,84384064.301644802,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,84820534.198326379,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,85489848.404824749,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,85906681.979409605,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,86013478.893592179,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,86148260.248977691,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,86380640.821289673,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,86427876.289795592,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,86433324.545613244,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,86481134.869628936,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,86733912.742301717,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,87044342.230749786,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,87301237.676782325,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,87373995.494160548,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,87410592.835229248,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,87621749.005812839,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,87623766.372128949,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,88011775.356173411,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,88387042.164720073,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,88557431.631921276,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,88600933.952768996,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,89068712.693285286,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,89545901.211869672,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,89573258.328247666,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,90005284.012553573,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,90080937.584944129,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,90573847.024906486,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,91028532.755212128,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,91177718.791989043,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,91189926.671189174,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,91222070.594727591,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,91296474.249092609,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,91486307.896018714,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,91503630.621136099,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,91819155.87900053,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,91888603.933413431,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,92511000.100519508,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,93082092.97021538,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,93108701.453572273,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,93281939.908460408,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,93373243.978399217,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,93829675.401695058,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,93858829.933396176,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,93927293.033744723,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,94151001.653376654,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,94232642.664879873,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,94249531.176010802,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,94279518.818027005,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,94626328.23137401,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,94652200.237282962,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,94749701.878501132,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,95378372.702239513,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,95478073.509590551,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,95511151.248806521,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,95680192.841341749,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,96321294.140534624,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,96391094.411757067,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,96776432.496971205,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,96980882.105142578,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,97268330.582056552,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,97343275.625540078,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,97352922.73469609,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,97431099.891525209,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,97651577.001427829,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,98099843.76081486,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,98462184.451016456,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,98462184.451016456,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,98529831.775174201,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,98727438.744771361,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,99204293.805873945,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,99204293.805873945,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,99574852.487320319,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,99708034.125404343,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,99900125.425319046,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,100414928.88345639,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,101185038.53602779,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,101573729.67259948,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,101702244.32135333,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,101760530.69831212,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,102322397.23084448,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,102352345.31457689,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,102556689.3498043,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,102590861.83848485,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,102595626.84901798,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,102648258.93993083,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,102707505.5381743,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,103046919.13887461,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,104266570.49105579,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,104296114.8769515,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,104544302.6151801,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,104564610.43004608,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,104932843.55832586,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,105676288.76626535,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,106668253.01058009,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,106762400.53847702,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,106762400.53847702,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,107492984.40849258,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,107901203.46017256,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,108106516.97901049,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,108369803.63820462,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,108927900.39803663,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,109067105.93115641,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,109113645.52697872,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,109164633.44564067,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,109399169.67492937,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,109538549.90573207,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,109574015.32209545,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,109796176.05365303,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,110016388.06060362,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,110884640.59491585,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,111131218.91068961,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,113154768.24632013,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,113191599.79142138,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,113565535.63934435,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,113771189.70922238,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,113921612.91708045,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,114145449.33794273,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,114308897.02295184,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,114311223.51914808,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,115163260.38566482,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,115223897.59046093,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,115456714.67008315,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,115518695.31801376,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,115518695.31801376,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,115862539.56215183,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,116743136.02986293,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,116893135.19404987,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,118432499.30438635,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,118493443.66867326,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,119317456.93262044,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,119435927.2896378,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,119773643.33869806,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,120042512.26130839,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,120506295.32951282,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,120621600.69100073,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,120957190.97418456,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,121082215.22710912,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,121282074.05689779,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,122100688.10504228,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,122829916.34995395,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,123083932.77110836,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,123248273.31305608,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,123264087.70865704,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,124463784.57831176,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,124922791.07910176,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,124956511.78829205,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,125199847.69584526,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,125702539.85664688,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,125772512.88534342,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,125788065.7339731,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,126528803.67607746,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,126528803.67607746,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,127816966.13449661,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,128565499.20124693,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,128788138.87482797,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,129394708.8287714,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,129477662.57628107,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,129691131.3936915,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,130387880.41963662,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,130680125.96083957,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,132283383.3032655,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,132283383.3032655,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,134229713.33115885,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,134768112.82767752,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,134783593.47262129,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,135347369.53658289,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,135380776.82642129,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,136248935.31731081,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,136757318.52017924,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,136880028.04366755,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,136940973.04848504,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,137041237.82805958,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,139074512.73477483,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,139101369.68344715,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,139880509.97375679,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,140211502.19161102,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,140950791.84174672,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,141320756.41840088,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,142342377.05620718,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,142699579.80993608,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,143516643.59665856,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,143874403.85000065,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,143927156.34810105,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,144235686.93475437,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,144329520.91726354,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,145544258.88735574,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,146073316.51526356,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,146132061.18141392,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,146132061.18141392,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,146527970.36935714,0.0
