听号令且莫要惊动了她,0,听号令且莫要惊动了她。
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,2543022068.7672038,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,2544889100.2508998,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,2571060865.6013989,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,2573165545.5828681,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,2577375375.5137067,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,2582301499.4382024,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,2585475553.243772,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,2597772017.285233,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,2611998752.3335147,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,2627310537.9531255,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,2629455581.9908638,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,2632890973.3252234,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,2637885395.2529221,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,2642132845.9514065,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,2655246493.9221354,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,2661532210.2593522,0.1
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,2666589049.0957112,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,2667992930.8472648,0.1
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,2670490838.2587318,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,2672593893.802978,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,2672922240.2706718,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,2672922240.2706718,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,2682117134.8486538,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,2686093994.4506412,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,2710647144.9520755,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,2738923450.7759361,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,2744151965.1414704,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,2745195741.6164885,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,2745195741.6164885,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,2745916195.1048713,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,2750642560.7074962,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,2785606009.2030253,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,2785607737.2159042,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,2787072031.2204881,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,2788136614.0851183,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,2804197671.4992948,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,2807317868.0750937,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,2813681088.9501405,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,2825426503.8225546,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,2825426503.8225546,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,2840438831.4603415,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,2841296994.5737567,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,2847912103.3474112,0.1
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,2861119340.3744583,0.1
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,2870707953.4569526,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,2874041891.0410357,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,2875411964.8073049,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,2878549719.1133628,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,2894201740.5645847,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,2899940013.313097,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,2905823062.378263,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,2910146906.2525115,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,2923253268.6917796,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,2929994609.3631306,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,2936805385.5415187,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,2936805385.5415187,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,2957367859.2009673,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,2976003538.0152354,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,2981732281.5774293,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,3002173783.6796889,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,3027017113.9518228,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,3066309792.939795,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,3109744283.6923442,0.1
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,3123999471.4242201,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,3130747817.9014888,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,3137279664.5495315,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,3144626094.2230973,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,3147604374.4925785,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,3161680900.5373273,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,3164275184.778399,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,3196488531.1066861,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,3200402356.4913321,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,3222963450.7284842,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,3228833162.1302156,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,3230514906.5871043,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,3238657362.223289,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,3239927781.0400505,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,3241514215.5844178,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,3297195562.0644999,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,3297768263.8963027,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,3302648333.40025,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,3307812825.86378,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,3307812825.86378,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,3320840582.7943187,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,3336215871.9230952,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,3350678559.3165703,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,3351763084.3074594,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,3358984219.6509886,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,3366300986.1604276,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,3377232680.0666394,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,3395251096.7229772,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,3397484485.40659,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,3412415770.5423584,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,3465530091.3862076,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,3470107358.7353463,0.1
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,3475209361.7964416,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,3482443608.122786,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,3496710384.4769239,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,3503527995.9518476,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,3516935414.3034124,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,3522996863.1749935,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,3547378927.3208971,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,3575793283.1639247,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,3594202315.7036958,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,3649958369.7278891,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,3659131536.7558427,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,3667676263.0379782,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,3678720958.053988,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,3685641970.1918073,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,3689546735.0393534,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,3705096630.4924235,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,3726473871.9925213,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,3728996840.899755,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,3740088043.9814582,0.3
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,3754700357.7481561,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,3778812154.4075179,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,3782617418.4965487,0.1
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,3785691899.9613209,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,3807716069.9330235,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,3852876842.6328921,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,3854383720.015378,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,3867869493.3846965,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,3876890036.4483333,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,3934841985.4686575,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,3946225646.4970193,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,3949789952.696681,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,4026664586.5903482,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,4030059699.2301564,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,4031654978.262053,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,4037566726.3948565,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,4069877325.3812075,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,4070418055.5462813,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,4085610540.4984255,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,4087324444.8278537,0.1
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,4103063272.6180358,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,4108675184.1026974,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,4212224662.6290069,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,4243855113.7062769,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,4287466222.3170443,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,4303613166.5054331,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,4334863267.7248583,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,4336180019.2734184,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,4356927635.602581,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,4356927635.602581,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,4375805621.4832182,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,4418802191.7184057,0.1
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,4475912126.0252733,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,4482457979.2486172,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,4519357876.2242537,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,4533000372.1698217,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,4536663357.8328476,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,4548803818.2595863,0.1
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,4613585092.8122234,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,4626249011.3756857,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,4673645065.7143517,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,4722066789.8972416,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,4727718971.0036545,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,4775715865.9283972,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,4838918165.2829704,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,4861858376.5835495,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,4912391272.7759895,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,4926785544.0573626,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,4951794372.0739307,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,5018475217.7248297,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,5082788824.7708111,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,5086959415.4592009,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,5111705672.9837856,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,5118590301.2730961,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,5131002019.1346674,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,5204882666.3912897,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,5219271407.2510738,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,5244992868.6584711,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,5286514313.5985498,0.1
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,5412309462.7043886,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,5586891691.7852707,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,5614670344.8707905,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,5614670344.8707905,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,5635956729.4109383,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,5731614070.204586,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,5731614070.204586,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,5748643245.183569,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,5811007399.447094,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,6025557565.8063784,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,6029780462.2696028,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,6171874795.5984869,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,6178868495.4591913,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,6180817803.7388048,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,6429984392.9572144,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,6458100027.2046881,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,6886119165.493144,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,7123015632.2466192,0.0
