春秋亭外风雨暴,1,春秋亭外风雨暴，
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,7969562.1397522939,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,7972285.4088563183,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,8009681.2834791718,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,8023807.1951371301,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,8048428.8293204121,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,8074749.7272559768,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,8075114.6320425309,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,8097515.1849153889,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,8098583.7114750519,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,8151216.5693314979,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,8165277.9801935889,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,8167901.7326347493,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,8175474.4477168433,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,8241696.0980186984,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,8248831.2521672463,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,8272601.4513817076,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,8295267.0664358139,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,8300595.9821354942,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,8312930.8031963632,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,8323005.8279472813,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,8357395.4329310535,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,8368130.2450935571,0.14285714285714285
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,8369462.951829087,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,8398563.093572665,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,8408984.4099566806,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,8432096.9752092157,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,8449508.6504663061,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,8489311.3810479697,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,8503845.6970977895,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,8544750.7411734927,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,8551294.2549280431,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,8606361.8733595982,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,8607061.6716094278,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,8608799.0945948306,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,8627576.5186394714,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,8629257.5377539713,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,8632961.1171000656,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,8636695.623770196,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,8682120.5716583673,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,8684455.6578603778,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,8684455.6578603778,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,8735090.1211628653,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,8793732.9707202185,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,8793785.4093619995,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,8804761.751271097,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,8809700.9609091897,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,8811912.8457258008,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,8843842.2022055537,0.2857142857142857
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,8869122.2088159118,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,8932205.0462895464,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,8943752.0489097815,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,8950100.5687490627,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,8959437.580403354,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,8976102.5269574206,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,8985603.3161728084,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,8988937.7198836952,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,9030737.5572946947,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,9036482.7237849589,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,9042099.3509640377,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,9078705.2647300772,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,9098842.0597103406,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,9117541.9483023826,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,9121976.1733618807,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,9125723.0209868159,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,9159018.3388314173,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,9161999.774848694,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,9185007.3446967565,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,9202780.1951371469,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,9243689.648991514,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,9312224.8965770137,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,9325037.6305717062,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,9339038.1953984294,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,9390736.4097217079,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,9411445.9805867914,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,9415810.225650847,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,9457068.1397052798,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,9460769.2424721215,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,9467740.2352850791,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,9509524.3297570664,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,9526321.937022699,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,9566451.1723175962,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,9623997.4115151223,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,9641901.245163722,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,9653398.1797953676,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,9653871.2239305228,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,9672842.562813947,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,9709537.5357388332,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,9751958.6317207962,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,9790008.5560401827,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,9846546.9159975704,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,9860989.7460265178,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,9874045.540424332,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,9875680.8477696534,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,9878271.804031875,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,9879101.3660942521,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,9903535.3743274491,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,9906500.988487877,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,9911799.4446419608,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,9919876.8056610599,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,9937282.8643819075,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,9945433.0723545775,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,9950161.2080823909,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,10016352.573384065,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,10022160.092450881,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,10032241.375092212,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,10077221.847538624,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,10090874.739038188,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,10141609.588766236,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,10189043.473605752,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,10207038.642806947,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,10337293.925613355,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,10637061.57420413,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,10694100.346610554,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,10715590.91640396,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,10761052.029132752,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,10770650.137428159,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,10843756.859728713,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,10852554.850640547,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,10911928.688939678,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,10945729.25995899,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,11002151.35624516,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,11210812.390066789,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,11234883.251534455,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,11306249.229530927,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,11318938.898935793,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,11342626.017948778,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,11491619.69655434,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,11513327.002164407,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,11578948.416919773,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,11614413.769739946,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,11707847.122019682,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,11758909.570345746,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,11782277.457478067,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,11944023.008547777,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,12120657.128652807,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,12169706.647487979,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,12253273.64939882,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,12394935.764138952,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,12404360.011721849,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,12463859.811250715,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,12571065.163482737,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,12617577.469018625,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,12697642.776630713,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,12744310.173848521,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,12750734.363170261,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,12843061.989517558,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,13000428.651532209,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,13025736.783455204,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,13052367.673952175,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,13165345.767892482,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,13278446.572648311,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,13294017.70458246,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,13404282.056056052,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,13410641.663024306,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,13440849.069931166,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,13680486.882860629,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,13830687.803958142,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,13901251.20918351,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,14139226.191577973,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,14168060.218375789,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,14238729.901586257,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,14246356.617932891,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,14352790.913193163,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,14389082.516063238,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,14405908.113333816,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,14625530.970231501,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,14844582.993766367,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,14872702.824495409,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,14945230.842926534,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,15202009.948685028,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,15729693.190887339,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,16011366.762172325,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,16101656.497171286,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,16128592.92931268,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,16456044.833517317,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,17611189.542587798,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,18275448.944375768,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,19262060.392195508,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,19678004.372083977,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,29908056.143321425,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,1725025204.2212906,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,2043075244.8450453,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,2216123400.2114806,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,2233924112.8750639,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,2239699173.6261883,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,2287839246.0726209,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,2334505315.9028597,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,2364878031.5177097,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,2373991553.2915154,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,2412775192.1358109,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,2414399527.3782969,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,2434332204.4737258,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,2489983269.9938307,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,2526662892.9008813,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,2554764391.4790764,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,2570191946.0834069,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,2581982882.1544781,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,2602359008.9963894,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,2630406735.7427635,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,2634955003.8203421,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,2636749070.2664914,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,2669866936.0574479,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,2699846555.4711328,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,2725089540.3785172,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,2741831863.2077017,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,2810111588.0052047,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,2823529235.3910098,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,2825546593.8483582,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,2847473155.3770947,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,2850996994.0976958,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,2855349981.6598759,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,2865321351.8364043,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,2873073563.2398114,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,2877806162.090683,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,2878911969.2589111,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,2886233005.6705742,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,2911576939.0391502,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,2911714107.8249106,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,2949504116.5733299,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,2987061012.0829024,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,3009330636.3109689,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,3019717125.5670152,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,3024993967.2095509,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,3044181177.9162555,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,3045225696.4919405,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,3054374858.4912248,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,3057447810.0458393,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,3063682673.0474687,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,3068844127.1887074,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,3072245270.6893864,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,3072991006.1779423,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,3079860789.5847969,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,3082157179.4014978,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,3109883488.3735986,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,3132826163.0550375,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,3133925519.8582611,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,3140780296.6867452,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,3147370753.3946524,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,3149388842.027514,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,3149388842.027514,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,3159732136.2854457,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,3164405075.5963187,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,3174226753.4900069,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,3176782774.1240849,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,3197310055.7286758,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,3214377830.9432254,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,3216808717.0382919,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,3220077139.0813785,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,3232302588.846776,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,3232579661.9643841,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,3274962413.1670041,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,3277923962.1731944,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,3290304332.209825,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,3291743339.1533995,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,3292903249.0974159,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,3294599242.1585593,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,3295994506.7750263,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,3308313371.1320109,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,3308591909.3048687,0.0
