春秋亭外风雨暴,1,春秋亭外风雨暴，
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,3317918331.4071374,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,3322501718.4954734,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,3339176003.6297197,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,3366834397.8572578,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,3372386721.9614606,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,3377778058.8150954,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,3383296609.0808301,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,3385540009.2122273,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,3391996151.4018731,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,3393989182.6720901,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,3412152195.8269362,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,3425723873.9183993,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,3427254304.6867847,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,3435889136.6322422,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,3438702023.4128881,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,3438702023.4128881,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,3439542143.3095412,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,3441227804.3716054,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,3441606627.1755762,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,3445609861.0038333,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,3450162386.2368894,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,3459795205.1828432,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,3469145787.9234447,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,3471521559.733355,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,3475693591.5769243,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,3485113962.7633657,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,3488770664.9940963,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,3500436691.8182836,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,3522266586.2103057,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,3526520626.125741,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,3528868719.6200943,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,3552840855.4401956,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,3576277782.6967402,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,3586876630.6006927,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,3596680932.2058249,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,3612392995.0087986,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,3614247901.6733818,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,3615597180.8634582,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,3633176668.5051494,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,3652637012.6946621,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,3654893401.1443181,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,3662850308.6143703,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,3663260003.0059481,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,3705943773.0549412,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,3710643646.1540656,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,3711897733.3886485,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,3717413878.9908462,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,3732357621.8059587,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,3738818248.1994905,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,3743348715.7762585,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,3765078420.7614775,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,3775044509.5729413,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,3776488330.775414,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,3778213067.5305681,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,3793017216.4278092,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,3793542742.0270519,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,3795415620.6232395,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,3798435201.398725,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,3798555687.2854285,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,3814266068.6982994,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,3814618933.7034383,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,3824872831.5056744,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,3833113129.0709662,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,3836973908.2284455,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,3846019115.4805079,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,3846049033.0571012,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,3846743493.2733335,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,3847221539.7674255,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,3848029214.7383657,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,3848029214.7383657,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,3850539650.3047371,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,3852653308.2795506,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,3854248000.7544098,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,3863418848.3494902,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,3866095587.7271123,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,3872092964.5392103,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,3872092964.5392103,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,3882402791.3575273,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,3892429045.5555911,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,3894042357.1321363,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,3895611123.4533644,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,3924307985.0250578,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,3926628996.7669621,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,3926628996.7669621,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,3932343597.1133409,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,3940607344.7728481,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,3946907841.3951731,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,3953817973.9826393,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,3954574652.3760409,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,3956547262.2475638,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,3959296752.516273,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,3978732938.8569989,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,3978732938.8569989,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,3979031106.0038629,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,3999014328.1139913,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,4001329884.399013,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,4009799180.2533655,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,4024396283.9406114,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,4030179984.133841,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,4030460714.8421359,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,4079548216.6302161,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,4086354293.3879042,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,4088520480.3262153,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,4108692793.9216022,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,4120651451.8232937,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,4121264513.6908455,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,4127725134.6614366,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,4128004824.9290032,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,4128536840.7360177,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,4131511811.1131024,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,4133261502.130486,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,4139854241.4306021,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,4141676345.5335302,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,4155882841.5016532,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,4171075546.5479603,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,4192423376.2895131,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,4194005313.4223065,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,4202304209.2272291,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,4214444351.1156735,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,4215996053.1474514,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,4223608917.9623108,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,4239937203.635458,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,4249222399.5019245,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,4289152998.6297374,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,4292910230.4318671,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,4298833159.6828957,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,4316978331.0911751,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,4322514629.1950264,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,4355363198.2949905,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,4367038201.054595,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,4374046492.8427057,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,4386199225.2281494,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,4394302552.9734936,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,4401095247.4207897,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,4401628637.17659,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,4417417956.4734306,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,4443103859.3721666,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,4448911683.989315,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,4455064019.2800379,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,4467318111.3733187,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,4485683480.9704313,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,4493728798.3463316,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,4501400750.5063725,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,4529705116.1359396,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,4530468684.2707138,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,4537835890.7196875,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,4546577669.9748993,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,4553488691.5098696,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,4569113731.8761215,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,4592253495.5824852,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,4599525375.5176935,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,4600640076.5909462,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,4603608561.7600088,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,4607540667.0573111,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,4611093851.0763016,0.14285714285714285
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,4613355943.555932,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,4616793612.8637657,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,4635196752.3796749,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,4636522664.9511738,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,4636841284.9070892,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,4637540604.5237236,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,4655952842.6135788,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,4687375816.9969263,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,4687698054.0302801,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,4689528680.7465582,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,4692295070.9891815,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,4692796348.7187195,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,4727580185.3279619,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,4766113064.1833076,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,4778014730.1116791,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,4780329309.7270966,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,4783362700.9932756,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,4789420222.2546301,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,4805104354.3679237,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,4812762458.6923094,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,4833112335.0291452,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,4840332976.1374722,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,4862206637.7419519,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,4876686389.6271687,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,4931623232.3185778,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,4936844493.3780022,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,4948276458.1937494,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,4958945047.793107,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,4963846864.6331129,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,4995057271.3683786,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,4997801773.4181519,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,5047691014.1192617,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,5055798067.0777273,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,5061511118.1055422,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,5079593373.003643,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,5098151939.415493,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,5113160843.4504147,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,5133662988.9538174,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,5134089315.3780546,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,5146142749.6181517,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,5152706069.0537786,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,5182647118.4664612,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,5192356331.6305342,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,5215600716.9563055,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,5223658435.8182898,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,5243341147.6018848,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,5265469728.5721502,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,5266338512.9426413,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,5266365172.0186663,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,5269166771.0693207,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,5295413696.0734501,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,5301281457.9862318,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,5302289014.4135351,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,5307811287.2766647,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,5340422573.5422277,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,5352199732.3421221,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,5378653765.8507309,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,5394760960.8542089,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,5400156324.973176,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,5411621327.3994236,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,5422920548.7466602,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,5428129641.4575758,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,5459689596.7895508,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,5485128686.9929953,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,5498436254.870471,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,5537790143.2805653,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,5548733274.9352674,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,5572310449.4778347,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,5584680708.0581999,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,5604821294.9820986,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,5611345355.3335991,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,5623394910.9430399,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,5627524063.7787304,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,5643920437.6847792,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,5651473880.4562817,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,5656440469.0575314,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,5670556183.7999058,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,5674283030.7769556,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,5675693516.4023581,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,5729262283.8607483,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,5768418914.7153254,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,5782035854.6969357,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,5834382795.655591,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,5842828851.7830324,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,5844440227.7384434,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,5871540586.8511248,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,5889981421.8357277,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,5915176296.7394972,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,5928807934.9020329,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,5933335726.590313,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,5962130977.8678179,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,5982774053.0580378,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,6012559331.5660505,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,6108278438.9341879,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,6108541359.6974173,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,6152336435.9591026,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,6152336435.9591026,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,6162374662.8088989,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,6167988807.6085367,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,6195103176.5342894,0.0
