此时却又明白了,0,此时却又明白了，
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,3482995368.0180383,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,3501337482.5348706,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,3506632422.3703475,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,3512176449.4917517,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,3519102329.4069653,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,3530735251.3086181,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,3542785801.7605877,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,3551941398.518332,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,3557069415.9493814,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,3566182242.4464536,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,3571685563.9889855,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,3578509959.5978723,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,3609039775.998198,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,3617221496.2863679,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,3623496058.9049401,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,3635933553.8410487,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,3636098284.61479,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,3684006568.9995651,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,3686820572.2188687,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,3696709431.635325,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,3706297431.4817381,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,3722404870.7307639,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,3725357750.9081573,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,3727665450.1792483,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,3741400382.4594483,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,3773213678.0604448,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,3780290119.5830641,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,3781639810.7245522,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,3784965301.2698393,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,3800008494.6627297,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,3816644847.4846182,0.2857142857142857
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,3823798427.5456977,0.2857142857142857
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,3824360228.4745851,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,3845256436.2306786,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,3870479755.7387524,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,3929069244.7646799,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,3989292051.4048257,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,4025777889.262888,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,4031660882.0617537,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,4034488463.9982743,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,4046058408.2456908,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,4084255416.7927642,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,4118838137.0173688,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,4119069503.3480458,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,4143109442.8484268,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,4185005755.2723804,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,4190850504.5292702,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,4208805630.3689566,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,4209726397.7994447,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,4220248835.2048178,0.14285714285714285
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,4226116962.4144244,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,4234001882.8524151,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,4257304680.7359862,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,4259058058.3757639,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,4266491186.2402916,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,4271167563.0701251,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,4279823692.4269614,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,4289727021.2445979,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,4292478648.6050816,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,4302613688.7903337,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,4303817496.4791355,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,4307533016.6376009,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,4327108299.3435392,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,4349846584.2324162,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,4350638525.2653646,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,4354528730.8384342,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,4354528730.8384342,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,4376554378.8061104,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,4392162263.7475233,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,4414205778.1027603,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,4434553364.0000916,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,4447659435.4567719,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,4454116261.250927,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,4460874645.5581388,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,4481447241.1242075,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,4481447241.1242075,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,4490839606.7238207,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,4492760188.6711292,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,4515655084.1483536,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,4540587393.1124516,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,4564684648.3260794,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,4567408999.5633154,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,4594930672.7351036,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,4599671426.428359,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,4617816940.7903442,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,4640573508.6424837,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,4640573508.6424837,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,4642271001.4037523,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,4667420767.8571539,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,4669301897.05375,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,4678689154.6392584,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,4688933484.3879547,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,4691971381.0710211,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,4697583523.618351,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,4701069587.2701197,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,4855040493.8186054,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,4855040493.8186054,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,4857918569.8429489,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,4877531293.3345575,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,4910968694.9753008,0.2857142857142857
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,4925089527.2440739,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,4942402051.6739216,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,4949556763.785862,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,4954505852.3679676,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,4987927165.9678535,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,5001584259.9794607,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,5010572480.5534277,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,5040919133.8690987,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,5110535516.0810175,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,5117026043.4009066,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,5133237695.5637045,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,5146797638.2495203,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,5153868544.2908888,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,5187033549.7971888,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,5187604575.7438498,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,5300747040.9684134,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,5303426221.4737368,0.2857142857142857
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,5373700555.8742476,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,5409517122.0257473,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,5410123417.6092186,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,5410123417.6092186,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,5422562866.7727861,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,5430804381.5227337,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,5482039469.1684999,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,5531056891.3936405,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,5547109412.2090511,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,5569109152.2162762,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,5597694516.5651388,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,5712115235.7317247,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,5714631481.9225197,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,5715750286.4263649,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,5742985668.9533405,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,5747304762.6631804,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,5752981016.9295397,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,5896689809.1327066,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,5904106275.2637253,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,5972438989.8740225,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,5992746397.5097046,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,6014043742.5162506,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,6078493503.3426828,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,6122197860.8094187,0.14285714285714285
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,6156944278.0324011,0.2857142857142857
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,6281538105.7991247,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,6317185638.5054913,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,6372075801.4033823,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,6803027717.2133427,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,7167647852.7728758,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,7593568385.6083374,0.2857142857142857
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,7821862273.8131781,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,8010922505.0050383,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,8017454516.1519213,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,8081573095.4559269,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,8307489211.4260702,0.0
