这桩事闷得我柔肠百转,0,这桩事闷得我柔肠百转，
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,14887130.951397225,0.1
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,14887241.546873925,0.1
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,14896457.197528386,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,14920630.023143558,0.1
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,14923925.14190959,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,14934691.481752899,0.1
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,14947853.26783018,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,15058898.818456069,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,15104723.201502467,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,15108096.054739678,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,15125613.957802555,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,15140242.102018591,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,15144094.410828948,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,15178081.538763873,0.1
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,15190619.332687803,0.1
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,15191936.84243441,0.1
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,15243486.465935927,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,15244658.270038281,0.1
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,15245441.08531606,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,15280190.397700589,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,15280190.397700589,0.1
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,15288947.107973017,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,15321152.003465593,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,15339770.361113677,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,15378962.780927172,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,15443576.922108971,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,15494272.859904697,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,15510967.009104749,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,15565840.137902139,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,15567880.790270466,0.1
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,15573875.393856121,0.1
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,15581244.071980834,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,15599519.412839167,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,15616222.15829855,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,15639909.394292638,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,15655247.758365259,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,15661162.531454237,0.1
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,15665478.257314822,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,15692350.558288643,0.1
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,15714197.142757492,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,15731254.658883918,0.1
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,15767399.676137742,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,15779382.197851393,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,15783087.753798055,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,15790389.459509373,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,15818740.23598863,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,15853550.166754952,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,15855622.757132331,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,15862536.371008543,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,15922497.435036458,0.1
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,15952983.652190072,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,16032853.511652308,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,16073200.491815656,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,16109135.517684639,0.1
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,16126590.730958432,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,16149017.93010064,0.1
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,16163810.103511177,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,16179785.449192178,0.2
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,16226876.927428456,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,16234042.626005746,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,16280590.681568727,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,16354517.374753138,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,16483000.97916341,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,16521993.2057078,0.1
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,16529049.007463222,0.1
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,16599253.662107302,0.1
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,16610126.261015087,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,16635279.382277999,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,16636528.046934964,0.1
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,16672216.420273263,0.1
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,16687621.029244494,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,16711625.387743115,0.1
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,16785003.982240226,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,16804971.508577291,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,16856324.310104575,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,16861190.548851322,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,16862110.323520962,0.1
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,16887422.23983001,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,16975717.741672292,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,17001648.779403981,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,17022547.742016725,0.1
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,17034960.553554397,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,17048601.110767581,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,17058515.555769101,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,17074503.403273679,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,17078340.943538819,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,17085632.156176679,0.1
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,17114392.871908344,0.1
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,17116600.909094837,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,17145964.651022129,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,17256012.581160519,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,17262109.689911846,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,17262109.689911846,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,17272359.589065123,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,17288548.597818702,0.1
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,17316550.640196364,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,17351709.298587441,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,17357612.193103421,0.1
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,17370739.261846267,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,17401202.000360005,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,17433136.140125092,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,17552242.27531464,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,17582016.322252803,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,17615694.595544722,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,17631263.836629961,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,17635031.559628051,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,17670223.126374554,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,17701189.091128971,0.1
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,17735170.147595894,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,17750367.003154684,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,17759567.196917273,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,17769466.258310903,0.1
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,17787122.020369198,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,17802464.169413451,0.1
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,17821547.055726178,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,17844245.958945248,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,17845497.604017105,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,17857698.815280914,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,17885943.406766925,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,17891337.593346581,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,17901220.509812366,0.1
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,17921675.462939821,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,17928591.246024132,0.2
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,17930328.272905391,0.1
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,17959631.490314897,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,17978356.229529858,0.2
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,17987482.680544611,0.1
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,17998316.357664667,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,18000298.394663826,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,18013842.351114061,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,18019625.197401602,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,18027662.192353476,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,18051592.094338939,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,18160769.323771417,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,18161379.222477023,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,18163768.118973535,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,18177166.17810512,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,18205432.319279335,0.1
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,18257613.303121451,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,18265223.076468166,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,18270612.608175583,0.1
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,18296765.86231121,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,18312672.203695767,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,18324733.791282207,0.1
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,18327226.929580331,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,18335385.102303609,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,18371539.7278523,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,18398907.931340195,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,18399900.930540118,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,18412372.533933632,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,18439882.674416736,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,18447018.673439853,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,18459753.118693039,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,18547880.695475321,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,18557681.723583877,0.2
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,18559532.348174524,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,18574223.367136378,0.1
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,18579801.241809886,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,18614799.551773649,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,18661312.726597574,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,18713711.726023413,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,18720053.402754802,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,18743752.65733549,0.1
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,18750409.239346076,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,18769427.140861444,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,18884047.660956807,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,18898163.665245641,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,18902050.679178428,0.1
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,18930234.088724747,0.1
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,18947926.74101403,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,18969930.343434229,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,18983950.709940434,0.1
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,19016319.063793864,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,19019943.184387866,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,19025556.13885,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,19086892.79076013,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,19116540.996676717,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,19117580.446146164,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,19120172.066073462,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,19123878.690754376,0.2
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,19160181.66669618,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,19172143.532582439,0.1
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,19246739.237612702,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,19262946.311061546,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,19268809.832437027,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,19273850.439530015,0.1
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,19293733.063524421,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,19301118.070921917,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,19364211.568320788,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,19395001.68125781,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,19490502.088030513,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,19509647.585564166,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,19518766.994961042,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,19560097.060690392,0.1
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,19564781.291774523,0.2
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,19573059.445025753,0.2
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,19578542.571785565,0.1
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,19578725.23723584,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,19666065.185042031,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,19671673.630773399,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,19675620.778238084,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,19676571.925163019,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,19678482.485065095,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,19729477.574608143,0.1
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,19734992.417440906,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,19737582.060060631,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,19738239.750209901,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,19743477.043316096,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,19758015.559958529,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,19775252.215194963,0.2
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,19835024.748991773,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,19852708.919071309,0.1
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,19896583.688092072,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,19911197.677251738,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,19918751.082289953,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,20038174.37951469,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,20063023.353138279,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,20069949.863110907,0.1
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,20073192.379157387,0.1
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,20084756.719445687,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,20098844.938420288,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,20146243.672253374,0.1
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,20167361.508963544,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,20199834.242424089,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,20234909.610382345,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,20273936.563552588,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,20287151.651796773,0.1
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,20335796.809783682,0.2
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,20338338.37020085,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,20338338.37020085,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,20341081.013358902,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,20441985.378913917,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,20445619.208792232,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,20445619.208792232,0.1
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,20474900.959231757,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,20483829.508146588,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,20556191.277843896,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,20559040.13140019,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,20628600.102308355,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,20638799.403967313,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,20658715.229987893,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,20683393.723861281,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,20690254.508203655,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,20710791.583800849,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,20791491.357313246,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,20799510.50053291,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,20843415.919291936,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,20858400.470907114,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,20901097.2121685,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,20947804.287245099,0.1
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,20964698.828126948,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,21006246.891620439,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,21050762.096603852,0.2
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,21050762.096603852,0.2
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,21062609.122310836,0.1
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,21071856.321140796,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,21084042.79287602,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,21092686.661995694,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,21107278.104062129,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,21116148.95825782,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,21130420.512561377,0.0
