绿柳枝洒甘露三千界上,1,绿柳枝酒甘露三千界上，
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,4996669797.9091988,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,5005129620.9066353,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,5006499128.4297647,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,5007936883.6804457,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,5013275986.1738796,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,5014184951.366437,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,5017041441.2384043,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,5017057643.5944366,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,5023859519.6826754,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,5051968207.8986816,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,5062664696.7376814,0.1
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,5067635294.0791769,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,5073936114.0609407,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,5078854263.1590509,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,5079970419.7436018,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,5088923204.8630648,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,5089580570.3194332,0.1
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,5091205335.9481487,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,5103938732.2396975,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,5107753240.0068283,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,5112097879.2104979,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,5125658007.0474167,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,5126455611.3890018,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,5149506943.2144976,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,5151443893.0395546,0.1
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,5164295759.5239172,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,5176118743.2178946,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,5181384460.4318924,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,5185061388.0811262,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,5191351199.094306,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,5219603359.4834423,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,5232544349.8469439,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,5284531152.426486,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,5315590557.7188292,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,5345263818.5572624,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,5345263818.5572624,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,5366777819.9915285,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,5428652741.7188911,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,5437675363.0818996,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,5438981112.5105524,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,5449189564.6343937,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,5455659415.6880341,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,5466048936.8780737,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,5470106264.9271154,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,5478691833.4895849,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,5513650124.8395958,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,5529978625.1119251,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,5554237767.193553,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,5563582857.9654522,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,5565424170.7110958,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,5587595933.6794729,0.1
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,5592125673.7848034,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,5600747876.4778757,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,5621138432.2490072,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,5689218602.779273,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,5727277692.4639063,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,5772872382.840498,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,5781188921.5917091,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,5781358371.543767,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,5797318278.3230934,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,5809091632.629467,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,5817291716.2371626,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,5824319285.2487526,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,5828074080.4953909,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,5836576225.9996786,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,5866128018.2368765,0.1
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,5869419557.7258406,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,5878072020.381321,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,5894426833.5183496,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,5914197948.4418936,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,5918848220.2926207,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,6030963728.9635267,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,6042574985.1031275,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,6054070637.2271643,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,6062485091.4338551,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,6082666839.021059,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,6104447791.4001923,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,6105011228.8314466,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,6112180403.0522575,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,6209977112.3610201,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,6222205437.8797207,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,6258183329.391366,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,6295109433.5854177,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,6302791885.0190668,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,6306888902.792407,0.2
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,6343381175.6931934,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,6416411032.9834862,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,6473782883.2354317,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,6473782883.2354317,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,6488882034.5397606,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,6538335283.455905,0.1
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,6576421530.2263212,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,6584549793.5875654,0.1
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,6602225150.3016033,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,6609478683.7831497,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,6676742600.1861324,0.1
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,6702581575.7058449,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,6751361776.6460295,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,6768515581.1829853,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,6768595572.4570675,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,6772734621.5551205,0.1
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,6775054802.3235378,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,6862463548.7573814,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,6875523412.767643,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,6885496144.3863411,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,6891810371.3312311,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,6897057642.6646194,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,6915121212.916604,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,6918139984.4255114,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,6919683969.659934,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,6930352466.5072203,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,6934349222.1855917,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,6939142819.1083574,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,6948307097.3991632,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,6995896708.4817533,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,7006807006.7123556,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,7069749615.1276207,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,7095167209.3874359,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,7101735003.3747416,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,7101735003.3747416,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,7103187656.4077482,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,7111112233.7796459,0.1
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,7136678040.5204859,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,7148931196.67661,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,7325106720.8457994,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,7338528100.9845247,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,7339994400.4836264,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,7344525914.8052597,0.2
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,7451248119.6407719,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,7469381146.2875385,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,7555357759.8497419,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,7561623918.6376419,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,7572148558.738328,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,7595493221.8046608,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,7624598164.6917706,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,7672443990.5654602,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,7723012722.9342947,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,7790065181.4272041,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,7826005908.5317144,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,7840708325.3011007,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,7840708325.3011007,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,7882773074.9790716,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,7888392917.368247,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,7963539762.7055349,0.1
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,7992244046.0042696,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,8019759452.8631973,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,8030552515.8860912,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,8084318805.5107775,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,8137886266.2106333,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,8139993373.2583208,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,8190222059.082449,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,8190967124.6640177,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,8233676006.8612671,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,8242956695.7342243,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,8355194613.1352644,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,8355454952.9652815,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,8400572157.0506716,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,8453504384.5375118,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,8564172876.1955786,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,8611622602.0391312,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,8650888098.5498257,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,8689975218.917572,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,8754835337.4248772,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,8776331330.2691936,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,8781223749.6206284,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,8829588526.9977913,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,8966071753.0203323,0.1
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,9165947837.008976,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,9169573800.7149849,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,9267006403.0364304,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,9425471525.4898224,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,9518172724.7476921,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,9547911431.8746357,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,9621651556.0338478,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,9733035026.0495205,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,9775817525.6414032,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,9945270078.1831818,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,10006669842.805058,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,10139408808.702986,0.1
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,10267812424.828903,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,10388698645.466228,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,10740184490.147871,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,10787629469.040684,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,10817961288.152489,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,10871091374.257381,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,10944835466.201113,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,10998865681.325994,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,12002184136.802553,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,12156851470.698622,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,12283972410.888075,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,13193455529.573689,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,13348153704.918663,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,15057012539.425179,0.0
