昔日梁鸿配孟光,19,昔日里梁鸿配孟光，
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,1146197606.7724776,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,1146661133.2206569,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,1164362586.0489697,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,1174815530.3280237,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,1183430376.6939931,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,1183494565.14533,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,1184169292.9677916,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,1189605138.7826829,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,1215776222.3227897,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,1220891232.0119338,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,1223051099.3355532,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,1223463143.9317682,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,1230032622.5649283,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,1241831853.3085926,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,1246940331.9513233,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,1250144609.6547036,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,1253906703.8191266,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,1257659455.5558114,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,1262144599.8783119,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,1265687197.5732546,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,1274214747.9152477,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,1280719197.5412381,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,1283743887.4487276,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,1292860985.5563707,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,1293080747.2876089,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,1304968215.624428,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,1305446526.3646224,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,1310970884.710861,0.14285714285714285
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,1312488564.5749753,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,1315789308.3554258,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,1318239901.9638915,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,1318658552.6382728,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,1328641779.026931,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,1337837074.8112812,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,1343230797.3786705,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,1343480956.4605684,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,1345648298.3722036,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,1351344019.2598779,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,1352547592.0109389,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,1364670250.4689758,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,1368108000.2767348,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,1370342515.8602302,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,1375352401.1503887,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,1382714858.2912664,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,1383172901.0474377,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,1384443907.1973379,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,1389057219.8162251,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,1393038090.7474349,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,1399810979.8016021,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,1404860630.4109733,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,1407799626.3819022,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,1410917853.4324038,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,1414528407.3722634,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,1417591853.442565,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,1429882906.2537427,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,1435657114.6937525,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,1436008633.3745751,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,1440604183.0152884,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,1457197285.5186205,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,1461649273.1781197,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,1465530420.4288263,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,1470469172.7685163,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,1470860387.6591306,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,1473856219.9922669,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,1483682563.658411,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,1484045126.580385,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,1504054955.1903825,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,1504673689.7132227,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,1506109037.5414259,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,1509032479.5553694,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,1509941355.1781473,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,1513819679.3238592,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,1516756440.0812831,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,1516895010.7021191,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,1522232957.7137516,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,1523754384.8519139,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,1530724885.6058228,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,1537506232.4350388,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,1537506232.4350388,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,1539570745.9539495,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,1547980605.2857139,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,1548998589.7696023,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,1551114205.8140819,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,1551313309.2547767,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,1553001511.6810982,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,1553603965.6920788,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,1556482761.893013,0.2857142857142857
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,1558202515.9733481,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,1559759228.8899112,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,1568851608.7139101,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,1571544744.0446577,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,1576259127.8850594,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,1579509547.1232269,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,1584425110.8964472,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,1585064584.177058,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,1587526528.1739237,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,1594567922.8232656,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,1631569765.0196755,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,1632413412.6959178,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,1632894384.0023618,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,1640158971.3043861,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,1643853690.1483853,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,1646553610.5240178,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,1661915710.3532445,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,1667112180.1269681,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,1671326000.1993721,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,1672751556.9013922,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,1673879275.3013556,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,1674724675.8884125,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,1677900995.054111,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,1677966989.6799738,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,1683685474.6338286,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,1687256106.286402,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,1687976010.6532047,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,1691395915.2278767,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,1695531370.4355779,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,1700395922.309113,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,1704735204.5582149,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,1708395466.7068758,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,1709536439.9341757,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,1709588419.7126338,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,1712211175.1215365,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,1716382611.316072,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,1717592638.2234256,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,1721814240.238035,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,1725536743.8989899,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,1726265764.0570397,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,1728748954.7669141,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,1744542621.3315978,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,1747829438.1281672,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,1753530404.2211678,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,1753530404.2211678,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,1758221049.2616932,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,1762858569.7563331,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,1766062487.7912853,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,1773962915.1852252,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,1774259588.9294531,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,1777066679.9465086,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,1777160864.1138554,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,1777593063.1438129,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,1779052460.1779938,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,1779209478.700453,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,1779209478.700453,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,1780138240.0866222,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,1787224738.6069329,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,1788319137.9914296,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,1795880271.8471158,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,1795917465.0045989,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,1796473974.3184717,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,1797690291.329989,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,1799293957.7445352,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,1801210744.3370979,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,1816001978.4648247,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,1827676256.7032621,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,1835880919.321454,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,1836269766.5231028,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,1837348310.9921033,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,1837464930.7523134,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,1843838163.1808496,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,1849675161.8282211,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,1849675161.8282211,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,1850514727.1463382,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,1856312953.7644188,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,1867880501.2385671,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,1877585173.0621524,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,1884658927.3079839,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,1884692030.3466098,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,1885983986.1598961,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,1887329657.8984838,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,1888150837.9791312,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,1891672451.7036376,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,1906244985.4464784,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,1906460494.4680052,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,1918160655.8404889,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,1918235068.5030866,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,1923443705.2850363,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,1927216163.3220873,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,1929511614.770303,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,1930553651.1781054,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,1932042690.113791,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,1932712740.5069706,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,1935595638.0687742,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,1936055042.6264453,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,1936946162.3622286,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,1941616684.9612415,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,1947438765.6919098,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,1950970120.0219641,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,1953950997.2219021,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,1957982065.3281357,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,1963455425.4564202,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,1963816248.4203067,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,1965046755.3134701,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,1965397462.8252296,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,1979803823.1062782,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,1980564388.2219615,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,1980785647.8442309,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,1987372988.5998604,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,1990901938.28879,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,2011203159.7428527,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,2022497957.7160642,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,2026045859.7917054,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,2027757058.4035392,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,2029071592.1981847,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,2029750323.0596197,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,2035404430.3220599,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,2036199110.7231109,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,2037573579.0965185,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,2038775752.3435411,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,2045976319.2689104,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,2065855779.5630651,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,2066476156.9108939,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,2069549704.1950181,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,2070941741.9712336,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,2073538630.9510522,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,2081896267.8292603,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,2087316322.5613918,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,2093939903.6638503,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,2100594477.2908671,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,2100852739.4762139,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,2105016623.3009193,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,2111333133.9202428,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,2111657826.245892,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,2112878177.6851866,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,2119591847.2801049,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,2131863892.6584001,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,2142736721.9400535,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,2145840330.5335739,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,2155960509.2722774,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,2156548357.9316521,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,2161080041.9604383,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,2165151782.8293614,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,2166520565.9167943,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,2173300943.973702,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,2182766265.764842,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,2189065602.5430017,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,2193782088.1992116,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,2207103940.8444366,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,2213405142.9943333,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,2223634936.3746305,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,2224750811.168963,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,2227141990.1930685,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,2231050922.7201943,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,2243091220.7089086,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,2244734126.3222804,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,2246370821.1662397,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,2247665935.4362221,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,2248878363.8006401,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,2250488505.5890408,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,2262314115.3940396,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,2263778872.2010226,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,2277391545.4818797,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,2280311044.0038342,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,2284141643.3924828,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,2285359088.1135035,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,2288577028.8356385,0.0
