春秋亭外风雨暴,0,春秋亭外风雨暴，
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,8239649.1881750766,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,8249787.7035854599,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,8282466.4924900467,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,8286538.6179202879,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,8295124.3216748964,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,8333948.2026086664,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,8339445.9170539547,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,8367896.6687945398,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,8390097.0393175688,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,8406936.8283636812,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,8438097.693174161,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,8440621.3443764783,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,8444943.2957947236,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,8453419.072710041,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,8477053.8340273164,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,8483364.9626710601,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,8487397.8480020352,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,8547072.0086865239,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,8638345.3502212744,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,8658936.5287007634,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,8660361.6656590626,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,8676527.466727078,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,8677880.0967442673,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,8722540.7928492073,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,8752572.3574576918,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,8807373.9450042117,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,8822572.783752121,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,8865790.4915150665,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,8868192.8440964762,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,8903633.7804726828,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,8916733.3688092045,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,8937790.7259842306,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,8940634.6799685229,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,8953929.4520746768,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,8956983.1386198066,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,8968502.0405989606,0.14285714285714285
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,8979934.8868628331,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,8980996.490518054,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,8981630.852303816,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,8983053.4843438379,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,8995757.5833979603,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,9045607.9783316627,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,9049706.1702173743,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,9077188.2104078215,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,9086892.9981484897,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,9088654.769924596,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,9121923.1334475856,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,9191192.2916231193,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,9237360.1902117841,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,9252514.4670503344,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,9292641.0282806251,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,9313793.1980110556,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,9347918.7142806221,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,9477691.2615512609,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,9493212.7751448881,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,9503018.6630625948,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,9505002.4902577475,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,9530755.7191474196,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,9550479.6231438275,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,9574982.1963144001,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,9623385.4660565425,0.2857142857142857
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,9646411.5444917697,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,9661370.3390032556,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,9671047.0282301214,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,9684160.8776210565,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,9691575.052120924,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,9696468.1354889236,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,9701197.7173116598,0.14285714285714285
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,9706905.076425327,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,9811014.4204922989,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,9819156.7753757425,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,9929770.9483874403,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,9951337.2520015631,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,9965223.227783354,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,9989309.9076380078,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,9994084.7652862426,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,10003450.657508956,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,10041070.157997249,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,10082489.806645345,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,10155707.923757929,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,10157211.149514498,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,10178909.381736886,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,10180748.943662757,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,10187375.545077708,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,10190043.898915781,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,10193676.032643946,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,10266426.427579045,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,10281813.760454947,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,10319367.646434806,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,10354011.206704341,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,10366771.724931791,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,10402703.609698309,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,10434285.641407901,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,10507148.99825309,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,10546350.759194054,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,10558173.046705505,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,10630613.166572481,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,10669047.353703428,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,10772653.30083162,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,10786564.809033969,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,10798027.744397605,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,10821648.082196262,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,10842791.670284247,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,10940579.263526293,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,10960393.772684358,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,10962332.590643106,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,10987477.029481314,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,10989924.985919347,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,10996743.758472526,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,11000794.522110365,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,11135871.264470158,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,11140213.189169591,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,11179104.88019844,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,11282123.474001221,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,11355285.146831382,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,11599851.984943822,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,11611159.968498364,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,11690491.752538621,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,12065319.674942112,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,12157541.83770491,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,12159384.571633611,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,12192971.087837841,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,12327258.568708571,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,12509960.668087834,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,12578861.42400831,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,12657558.484508773,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,12746384.604492024,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,12780700.121214028,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,12829852.948100539,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,12858551.528364874,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,12872917.38395505,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,13007170.424737057,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,13289680.830952998,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,13353578.96866687,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,13433147.829287587,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,13460961.681642424,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,13587411.071491838,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,13743427.532598643,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,13758642.333443917,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,13761012.157204088,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,13809998.943501852,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,13942939.554891357,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,14008623.313018819,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,14117301.906332936,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,14189618.877619091,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,14265856.362393411,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,14286198.484395411,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,14302534.494568873,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,14388398.137757793,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,14546137.457854172,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,14617951.438034948,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,14749461.404398404,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,14830951.057948928,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,15287967.471395096,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,15330390.906080214,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,15436613.015067535,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,15502377.551214792,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,15627977.627859507,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,15634582.67676839,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,15715692.73921106,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,16069182.198497122,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,16080394.332648572,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,16168670.196222685,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,16338355.381336831,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,16382571.878701521,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,16491971.745831847,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,16512680.734944014,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,16937452.565943237,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,16985431.551425956,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,17008091.779355202,0.14285714285714285
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,17151071.907355465,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,17418397.559686493,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,18660164.211734843,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,19094007.050448895,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,20028152.257424008,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,21481000.494807806,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,22001738.972706329,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,32476963.579766199,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,1501522706.6493385,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,1818504230.3533485,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,1835903940.7434547,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,1879820754.2995389,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,1884805547.7430143,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,1905487471.0077677,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,1918299548.3450036,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,1933330749.1793015,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,2038108444.957793,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,2043522577.0961959,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,2048234611.9341505,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,2065137209.2655191,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,2078770279.2586915,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,2104456989.5608742,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,2124821460.8076231,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,2140207583.8899314,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,2142169902.1926324,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,2165771935.9248157,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,2201849165.5554338,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,2207105868.211576,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,2221798503.1977324,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,2227058954.9455333,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,2229406111.7007203,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,2240150221.0327358,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,2281214819.6394453,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,2311802805.6071033,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,2329605402.8064141,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,2336905738.7903266,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,2357332282.0956297,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,2360195253.201067,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,2368869531.2130842,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,2369668074.3019772,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,2370324778.0946722,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,2375396711.5956206,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,2383697228.6888738,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,2393222256.0748577,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,2420751740.0897899,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,2422301783.7221141,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,2424179346.388536,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,2425065669.6265993,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,2430118418.6486192,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,2444042698.1212635,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,2451062294.8678098,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,2453803441.011529,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,2455068640.0283728,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,2468029846.7089224,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,2474986418.5082464,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,2478502555.9094419,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,2505260102.9989119,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,2505623080.9813099,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,2507876256.5206046,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,2512150203.8147821,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,2518203404.9160128,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,2518386645.2631583,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,2521665230.2527409,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,2526164283.8418984,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,2555606883.1769114,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,2587279752.61871,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,2589991574.8852224,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,2595105954.3384142,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,2611194940.9878941,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,2615375183.8466821,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,2644339612.5942597,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,2646645842.5848341,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,2651663040.5166335,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,2673218252.3734446,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,2681922540.1170931,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,2683153438.715385,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,2684120718.0157547,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,2689509633.3696923,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,2719491919.6561193,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,2728660414.6715798,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,2734774781.3720183,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,2736607175.6420107,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,2745389649.7479653,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,2750591889.220387,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,2752210931.3318691,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,2753771770.2273459,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,2755532474.8002915,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,2776168497.7557197,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,2794525873.132441,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,2800363683.5152507,0.0
