原来是不耐烦已经睡困,0,原来是不耐烦已经睡困，
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,1378096423.9442918,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,1379650555.3978739,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,1396674518.7371283,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,1404098642.2952449,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,1410788304.9412284,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,1410848555.3100009,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,1427333094.0479667,0.2
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,1427767402.5437486,0.2
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,1430905399.3163543,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,1435922578.9123704,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,1435922578.9123704,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,1436780476.2255111,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,1447346922.1143529,0.1
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,1451498547.4085662,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,1452725746.3403442,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,1455464602.0264819,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,1456784149.3254378,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,1457209296.8895369,0.1
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,1459800981.181514,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,1467783686.0860908,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,1472179030.6216419,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,1474660860.3504593,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,1480542429.3931394,0.3
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,1480542429.3931394,0.2
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,1485441594.9338119,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,1488858142.0538666,0.1
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,1491858682.5662067,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,1497947261.289685,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,1499506873.0387635,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,1501937685.1407163,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,1507940735.41169,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,1513373817.5485644,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,1514736028.6496186,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,1516287307.5345199,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,1522267904.2137258,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,1523789462.7429912,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,1526321248.3839395,0.1
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,1528712511.8100946,0.2
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,1544960586.1947477,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,1553754801.1566434,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,1562203500.1720307,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,1564080664.5572007,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,1568598113.0488167,0.1
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,1583441677.6135681,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,1585250857.1107533,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,1586617071.5842323,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,1586636508.2730477,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,1587502167.4179547,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,1587724688.2092109,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,1590946408.6888852,0.1
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,1591085385.2427576,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,1593860443.8459027,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,1596028373.0641668,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,1604000449.8793941,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,1604467373.8496542,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,1608453112.2593,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,1612011364.8771155,0.1
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,1619791372.5468185,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,1624162017.4266031,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,1626998293.728874,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,1630058556.8884072,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,1630058556.8884072,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,1637463934.276026,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,1638108213.7364242,0.1
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,1641220685.7903602,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,1645657072.3381078,0.1
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,1648617397.8402936,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,1658221751.4547479,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,1658911139.5039363,0.1
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,1668291311.402812,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,1671717100.5035663,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,1677815928.2734489,0.1
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,1686567150.8364685,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,1716526803.6521785,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,1717065586.7524097,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,1725921345.6465669,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,1727254184.8443854,0.2
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,1733588062.1897426,0.2
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,1736462415.8271956,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,1740166517.2634361,0.1
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,1772506462.5220811,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,1778231622.5992208,0.2
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,1778231622.5992208,0.2
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,1785684934.8675156,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,1805709354.9304047,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,1857836302.2388544,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,1861414607.4571481,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,1861414607.4571481,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,1873270528.9507897,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,1873270528.9507897,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,1900329966.106277,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,1902712080.5868278,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,1907758534.2460766,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,1913120669.1484592,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,1918977179.6443858,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,1933980330.8898687,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,1934182086.743237,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,1941720010.6495917,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,1945602876.4819896,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,1945814742.4725244,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,1953151410.2120819,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,1961615168.064868,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,1963724900.4654875,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,1966327577.9895117,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,1976417969.8444045,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,1976417969.8444045,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,1988952003.4130054,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,1992507771.9649296,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,1993418179.4639971,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,2022510507.6095324,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,2026051716.740582,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,2037131178.934433,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,2046699670.9742949,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,2052474964.3833332,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,2053000524.1773009,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,2059665156.8209836,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,2067092552.1528614,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,2069516789.9882016,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,2082209931.7924275,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,2085569994.5320048,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,2086547079.439122,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,2092154225.9890327,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,2104782329.1289501,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,2119041905.3808637,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,2123380239.8528445,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,2124023271.0062943,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,2138535706.7368801,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,2141742946.4992425,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,2145443900.362891,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,2150696226.0133967,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,2150857796.0735865,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,2157148151.4945021,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,2178547914.3782334,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,2179885296.6085162,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,2181218295.0256228,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,2185519789.183815,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,2207181665.2804794,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,2216711263.3847485,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,2225473809.4784627,0.2
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,2233933733.5944638,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,2279296773.6612206,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,2285871216.913034,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,2304833495.5257416,0.2
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,2360882908.2820659,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,2423530993.9393997,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,2429887733.9625273,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,2456038227.747519,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,2456543689.6487141,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,2490586204.2770715,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,2497006740.8091083,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,2506793012.018939,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,2511061736.7761378,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,2536410230.571394,0.1
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,2537058445.7685022,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,2538824881.3479934,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,2546752642.3476858,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,2547082201.6092682,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,2562938622.290689,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,2586643347.1846495,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,2591877630.0365896,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,2596225813.4523673,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,2607413128.3480659,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,2630494350.4979463,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,2636776156.3408737,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,2656923388.4250455,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,2662028456.9735827,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,2694506090.6028314,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,2701109001.5782948,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,2738944142.1604614,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,2768019842.9760914,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,2787243667.7560453,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,2804383750.7921901,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,2809469070.352756,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,2834133253.2976637,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,2854211919.2810769,0.1
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,2961476571.4585757,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,2993414975.9079461,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,3012612689.5365758,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,3135017632.0588412,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,3175775624.2679067,0.1
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,3180341428.3902793,0.2
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,3356016360.0755825,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,3356016360.0755825,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,3386101789.8369126,0.2
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,3420571999.4420242,0.1
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,3532611547.4011836,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,3595695554.7575111,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,3618936077.5404358,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,3622541319.1093678,0.1
