原来是不耐烦已经睡困,0,原来是不耐烦已经睡困，
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,9784223.3423910495,0.2
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,9800236.1540224329,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,9819982.5300717261,0.0
daxp-ZheCaiShi-SuoLinNang.xml_1,不想团圆在今朝。,9819982.5300717261,0.1
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,9828851.3377025984,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,9893440.2347670868,0.2
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,9902090.3373959232,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,9903351.5665919073,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,9903505.2492230814,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,9975313.81316448,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,9976782.0421484299,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,9984791.755681267,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,9994851.5928595867,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,10050319.989079097,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,10054396.894669386,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,10056245.93873347,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,10065943.204369687,0.1
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,10075543.881443718,0.1
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,10076783.102788284,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,10083167.428329941,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,10088668.994695781,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,10115330.830363894,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,10184652.543089205,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,10196615.328771612,0.1
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,10267819.750465855,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,10275546.54493276,0.2
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,10284378.451096585,0.1
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,10293941.827382538,0.1
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,10308015.128856583,0.0
danbz-KanDaWang-BaWangBieJi.xml_3,猛抬头见碧落月色清明。,10323799.033193834,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,10354391.506793454,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,10383073.88411672,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,10386187.771755179,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,10397388.922754807,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,10403503.567999458,0.1
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,10404255.422856752,0.1
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,10471663.882202899,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,10472182.449617263,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,10473978.544879114,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,10476957.434874235,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,10493008.046947226,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,10501191.347000614,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,10504347.884917883,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,10522335.189933125,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,10529118.501708481,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,10537559.987594809,0.3
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,10578352.460736297,0.2
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,10595265.277717611,0.1
danbz-BeiJiuChan-ChunGuiMeng.xml_3,莫负他好春宵一刻千金。,10595831.178835686,0.0
daspd-DuShouKong-WangJiangTing.xml_1,芳心寂寞有谁怜，,10698501.570657276,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,10732542.381851314,0.1
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,10739072.022656623,0.1
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,10765114.716854235,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,10765731.738737445,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,10765731.738737445,0.1
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,10772802.546467287,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,10784635.056650665,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,10785865.76812545,0.0
daxp-GuanShiYin-TianNvSanHua.xml_3,白鹦鹉与仙鸟在灵岩神岘上下飞翔；,10786748.525122434,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,10793819.007170016,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,10800481.485341154,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,10815560.450208999,0.2
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,10821434.845581625,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,10848189.467795666,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,10848399.951892365,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,10857482.668509968,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,10885295.565426271,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,10941300.825409831,0.0
daxp-JiaoZhangSheng-HongNiang.xml_1,我步步行来你步步爬。,10963982.055010013,0.1
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,10982962.654331194,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,10984138.021681372,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,10997551.347849756,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_1,算当初曾经得几晌温存。,11000048.920097174,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,11001158.611373819,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,11027707.873039922,0.1
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,11052970.110424824,0.1
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,11056863.709390495,0.1
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,11096237.578955509,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,11133107.132032134,0.0
daxp-JiaoZhangSheng-HongNiang.xml_5,听号令且莫要惊动了她。,11144496.803631172,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,11149593.866245909,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,11177379.136542579,0.1
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,11193421.574230552,0.0
daxp-GuanShiYin-TianNvSanHua.xml_4,绿柳枝酒甘露三千界上，,11257712.558986343,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,11271632.661878528,0.1
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,11271632.661878528,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,11289061.791346477,0.0
daxp-JiaoZhangSheng-HongNiang.xml_3,这件事倒叫我心乱如麻。,11314003.874081301,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,11332317.072419116,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,11399765.118054753,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,11406082.914380873,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,11461724.141563209,0.1
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,11469035.178298127,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,11481852.207978606,0.1
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,11496092.019280808,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,11508357.477995785,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,11521282.329860348,0.1
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,11532187.916202227,0.0
daxp-GuanShiYin-TianNvSanHua.xml_0,观世音满月面珠开妙相，,11551098.470206177,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,11688552.623511227,0.1
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,11784394.825674867,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,11790547.623655746,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,11810767.060126184,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,11848283.243482394,0.1
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,11947269.175810406,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,11997260.852353435,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,12019240.512846477,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,12054371.921880933,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,12103164.659577012,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,12107170.525976591,0.0
daxp-GuanShiYin-TianNvSanHua.xml_6,满眼中清妙景灵光万丈，,12122824.733094949,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,12154710.907277454,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,12163701.843737358,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,12225382.57374296,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,12225382.57374296,0.1
daxp-JiaoZhangSheng-HongNiang.xml_0,叫张生隐藏在棋盘之下，,12231195.051597584,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,12234345.617431544,0.1
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,12248706.232760312,0.1
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,12285059.814934025,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,12393378.748719972,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,12420136.266371788,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,12439799.011620229,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,12461311.584832389,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,12472238.761191497,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,12493450.389934866,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,12520884.642910993,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,12522107.626276087,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,12524861.666271476,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,12616457.170080956,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,12619505.240190146,0.0
daxp-ZhiJianTa-WangJiangTing.xml_1,长吁短叹语声低。,12656718.781633833,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,12664313.225024864,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,12675609.069072001,0.0
daxp-ZhiJianTa-WangJiangTing.xml_7,何必独自就暗猜疑。,12683113.677025575,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,12721798.274474053,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,12742785.265217751,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,12764776.719086587,0.0
danbz-KanDaWang-BaWangBieJi.xml_2,轻移步走向前荒郊站定，,12802230.681431048,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,12947301.10137401,0.1
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,12953674.920103025,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,13075172.840713091,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,13141108.803862471,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,13187315.926935202,0.1
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,13199459.313386498,0.1
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,13214934.191454759,0.1
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,13217435.442648059,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,13334319.637825251,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,13339633.012553077,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,13432328.017645502,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,13435647.382576743,0.1
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,13440498.352374867,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,13504787.107998455,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_3,乾坤分外明，,13519350.607742513,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,13616148.770772696,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,13663786.58426765,0.1
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_6,奴似嫦娥离月宫。,13832559.799545119,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,13919366.509418786,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,13986033.861554554,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,14059719.976696886,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,14060968.071199639,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,14072316.621896382,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,14115017.61216349,0.2
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,14167690.85158797,0.0
daxp-ZhiJianTa-WangJiangTing.xml_3,害得儿夫犯焦急；,14176774.181071628,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,14254283.831620049,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,14322212.587581541,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,14326080.00471219,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,14432571.776292279,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,14435125.924145179,0.1
danbz-KanDaWang-BaWangBieJi.xml_1,我这里出帐外且散愁情。,14591462.362990629,0.0
daxp-JiaoZhangSheng-HongNiang.xml_4,这也算是一段风流佳话，,14732557.149136206,0.1
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,14742858.422517603,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,14758897.073238214,0.1
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,14781271.883569174,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,14785917.509844961,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,14828206.34108392,0.1
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,14949921.251105418,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,15010890.586432137,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,15014613.945398817,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,15093218.091644831,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,15148250.232137879,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,15413828.036454367,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,15490604.241744082,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,15551597.142591186,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,15602239.568262193,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,15630982.630276419,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,15730647.045685925,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,15768516.159952398,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,16105201.64770982,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,16182343.948581003,0.1
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,16214994.464342572,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,16245958.208992606,0.0
daxp-GuanShiYin-TianNvSanHua.xml_2,菩提树薝卜花千枝掩映，,16336028.738469893,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,16550325.877301009,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,16556687.465456137,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,16650420.777806481,0.1
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,16681989.184409324,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,16726731.86937099,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,16914654.151245594,0.1
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,16994606.264653999,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,17032714.798488382,0.0
daxp-JiaoZhangSheng-HongNiang.xml_2,放大胆忍气吞声休害怕，,17088661.980463482,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,17284087.621132758,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,17382915.007957738,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,17566990.440133296,0.1
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,17666556.157920163,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,17714532.871719267,0.1
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,17885743.28538923,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,18019045.377509221,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_4,皓月当空，,18100800.470701654,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,18182622.1160191,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,18295582.946732149,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,18409380.354232289,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,18555805.724420536,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,18786552.231354836,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,19316951.52311622,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,19473123.493459899,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,19501514.201912615,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,19659097.646093234,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,19681890.480377384,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,19687157.78715672,0.1
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,19888215.458271019,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,20022805.991465837,0.2
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,20484573.763170503,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,20734617.889900826,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,20819683.029122584,0.1
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,20850829.719871279,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,21267017.688079081,0.0
daxp-ZheCaiShi-SuoLinNang.xml_3,残生一线付惊涛。,21816475.481387962,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,21938483.368983597,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,23190363.774786085,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,24068114.515018586,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,380642591.54876292,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,499102312.11141574,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,503272273.85846364,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,521668296.23692268,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,524550084.50073886,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,526247669.8640573,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,549067095.85950124,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,550227307.95675993,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,556659190.16404951,0.1
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,557513854.5376488,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,569022262.06470025,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,572875556.78769374,0.1
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,579026621.90450382,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,584976778.51824355,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,591517974.14497149,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,594199046.47830176,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,595901741.39254248,0.1
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,609683923.78515565,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,610067923.85715973,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,610067923.85715973,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,612659097.0499078,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,620985482.14718378,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,621232292.03669465,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,625243990.93251312,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,627736448.62128377,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,629219315.93526328,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,635279476.58966458,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,636159015.48962021,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,637787436.4031955,0.1
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,640775790.94119835,0.1
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,640997745.96650112,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,646001008.44113314,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,661297726.12746477,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,662018547.95174336,0.1
