宋天子主婚姻此事成全,0,宋天子主婚姻此事成全。
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,8870301.6994621381,0.1
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,8876661.1513943374,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,8885261.8800503481,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,8893323.9049587529,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,8903627.3060141802,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,8927544.0754567906,0.3
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,8976819.6068167016,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,8988304.6623365618,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,9033490.6345121861,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,9052429.0710065365,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,9061517.7605625391,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,9061976.2036540806,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,9064325.2171861771,0.1
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,9122741.7652271371,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,9136736.2448283955,0.2
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,9151909.3824977502,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,9185993.1072053667,0.1
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,9211575.4268473685,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,9265954.1987744346,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,9361599.049170753,0.2
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,9374347.6457583662,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,9414963.3936912958,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,9418154.4780858308,0.1
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,9423653.0131928455,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,9436061.2511391621,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,9447447.1352464836,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,9464161.6086529102,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,9486907.0443272125,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,9488807.2281247657,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,9508981.3171805069,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,9531298.2445925009,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,9538908.3272640165,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,9562759.4305332843,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,9570868.0664147697,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,9598280.4004092738,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,9607250.2042027358,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,9612925.7491195165,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,9632033.1824632045,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,9641228.7229253277,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,9662105.0422984883,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,9713369.8831344973,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,9737240.9956159368,0.3
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,9752270.0993478298,0.1
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,9770709.5087779798,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,9806141.730182562,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,9811779.2323693633,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,9849928.33698898,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,9853396.0879615247,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,9879336.6520066671,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,9917256.9925046749,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,9926362.6097864807,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,9961901.2883008793,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,9963963.3136700895,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,9971681.7382607646,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,9993374.8421135284,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,10005955.451415356,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,10025168.810698623,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,10036552.349908588,0.1
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,10058697.150334239,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,10065012.12702197,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,10091094.727331543,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,10105556.117223034,0.1
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,10108303.729020882,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,10122175.070872666,0.1
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,10130292.966275968,0.1
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,10131274.47566344,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,10155901.661186183,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,10168760.488697499,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,10198391.383127,0.1
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,10251567.604192918,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,10330957.173300147,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,10346823.192266993,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,10401413.912348328,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,10436071.046413442,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,10445395.387409803,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,10490368.578408493,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,10507855.603959294,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,10560577.615318064,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,10578313.750564003,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,10617011.245793803,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,10656719.927559709,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,10765637.280771155,0.1
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,10813041.098789481,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,10883760.654011358,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,10883873.858617732,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,10913516.67494482,0.1
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,10925304.380761128,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,10989194.501714028,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,11002951.506114593,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,11005501.306305444,0.1
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,11015208.37430517,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,11030069.56136441,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,11063030.203858975,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,11080577.921342593,0.3
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,11083495.42283293,0.1
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,11088824.620295553,0.1
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,11111235.780171465,0.1
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,11138397.947015965,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,11140441.566011069,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,11149526.643901573,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,11173269.795953965,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,11183455.217528261,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,11185007.836083826,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,11249535.49426019,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,11251506.981822154,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,11295882.265757099,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,11347575.303798169,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,11459404.948053148,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,11498761.682883246,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,11505021.140192093,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,11514252.303976119,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,11516603.288989494,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,11604590.514576903,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,11617124.345450744,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,11640322.840324333,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,11699212.556620974,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,11729429.098050911,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,11761721.246444147,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,11772333.804106874,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,11794954.510583851,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,11823958.401640758,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,11890739.538012993,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,11901119.669671487,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,11964252.76515553,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,11995006.508813428,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,11995383.046781912,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,12322030.585199485,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,12349456.100176744,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,12394373.181690861,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,12416145.08975769,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,12484118.696752671,0.1
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,12590620.425720945,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,12590620.425720945,0.1
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,12874853.432291744,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,12976760.934420833,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,13011861.562087309,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,13053246.41482405,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,13133371.1777544,0.1
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,13149694.91121194,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,13163679.285530562,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,13451525.052417181,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,13486683.738841686,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,13539346.150247905,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,13554503.795453448,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,13618398.966449251,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,13667778.471126962,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,13677428.755289683,0.1
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,13879180.460913988,0.2
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,13947895.073566604,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,14075902.960516563,0.1
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,14090976.580652921,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,14230034.615134742,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,14266391.804770563,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,14270488.45517901,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,14320925.506958971,0.1
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,14320925.506958971,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,14368057.689583061,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,14393722.144985149,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,14404907.225201912,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,14548293.922151146,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,14666164.036115954,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,14674990.660934763,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,14996701.669644691,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,15173956.461065175,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,15272339.40842066,0.1
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,15478672.061160181,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,15800816.03662397,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,15846087.802413983,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,16225253.056147153,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,16225253.056147153,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,17430344.221286546,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,17512717.544685606,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,17576755.508262735,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,17907815.158944476,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,19103404.568842392,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,19245425.099735916,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,19274020.137378123,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,21044466.24968395,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,21232158.074478868,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,627567440.42221415,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,853085997.83423209,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,853744943.72196507,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,895278576.08336544,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,902389391.75622749,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,934105394.74121153,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,963588257.77133572,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,989533645.58019745,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,990172321.80910707,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,1007512155.2404283,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,1011520344.2129852,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,1014894191.2118826,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,1015985372.8129605,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,1025084205.7840829,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,1028359848.7680277,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,1033415795.9877435,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,1042712151.514024,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,1043802194.7785009,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,1046070774.5224665,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,1051223780.3552221,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,1053937040.2399735,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,1061073867.388831,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,1061874304.9506752,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,1070682805.5321727,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,1075881845.9387801,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,1079328826.7534878,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,1084330563.3816726,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,1088380185.1406112,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,1091974034.0841143,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,1093822692.3545547,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,1098108476.1337574,0.1
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,1111220976.7843256,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,1124980648.3154473,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,1132093561.2689698,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,1138359677.9774604,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,1147708867.1746378,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,1158735729.806464,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,1168734058.0224254,0.1
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,1169925844.4237976,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,1171468002.5685782,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,1179336666.0501621,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,1179932811.3580427,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,1182247614.6452796,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,1184443845.0861588,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,1191421037.4504764,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,1193740543.6948645,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,1199943969.1616859,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,1201814886.4198191,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,1202789205.7360337,0.1
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,1205674345.3098478,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,1207396353.911082,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,1207422997.8444746,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,1216577695.2404499,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,1222474039.2897398,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,1224794166.177552,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,1234615140.6637359,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,1234871598.4711878,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,1235689642.9548993,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,1236851778.9867847,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,1266094709.4500287,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,1266897571.1205409,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,1271012144.0561635,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,1273269668.9416218,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,1279124897.9908414,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,1286365138.9459367,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,1286409051.950388,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,1287251868.7090943,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,1288721508.4395547,0.1
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,1289706315.9841011,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,1294608971.2651348,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,1295006392.09532,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,1296465794.1142986,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,1301294867.9959965,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,1307030681.6372771,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,1310226871.6180711,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,1317439620.0732422,0.1
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,1321755095.6038821,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,1322427421.3278532,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,1328725294.5379503,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,1331990164.452867,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,1332848677.6567121,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,1335201536.3165865,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,1335765500.57534,0.0
