想当年桃花马上威风凛凛,0,想当年桃花马上威风凛凛，
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,5893831.9558127541,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,6013065.2298430232,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,6022045.2645082129,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,6030886.690758476,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,6092723.8646094128,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,6125993.9315262483,0.09090909090909091
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,6133525.6498414511,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,6142945.1192486864,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,6150485.8628934966,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,6259872.4623135002,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,6318740.1329908669,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,6329402.8123495961,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,6349538.1568108797,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,6349651.5326020783,0.09090909090909091
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,6398007.7190865325,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,6402643.7326132059,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,6449201.199366915,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,6537718.612713648,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,6537967.9905377692,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,6593920.5724695418,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,6637670.1859395998,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,6639823.4886814412,0.09090909090909091
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,6675663.8879391737,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,6706609.3913278244,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,6710408.7760291416,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,6723550.1453314032,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,6729763.0978863835,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,6767861.8492329437,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,6770447.4967116406,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,6802185.5922287796,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,6802804.0168209607,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,6835506.5548005011,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,6841632.8302637031,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,6843142.0029085334,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,6900656.7735217931,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,6955630.9977913443,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,7009028.5851980196,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,7017082.4413412306,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,7046203.126849018,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,7050312.4398983521,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,7059233.514092315,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,7084916.58283519,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,7103639.6349179437,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,7150674.1855286947,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,7156678.5743053602,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,7177876.2598893,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,7195612.734156711,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,7221881.939246689,0.0
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,7233071.4957572436,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,7236848.1205962785,0.0
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,7237827.5894149458,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,7265345.4610187076,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,7301801.5410402147,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,7308396.1735683987,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,7311630.8262194665,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,7326111.2595433695,0.09090909090909091
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,7342502.6731333286,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,7363687.4722359516,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,7395354.219772486,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,7425379.0708194971,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,7444997.560472358,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,7450193.2923463602,0.09090909090909091
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,7524322.4549278319,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,7526888.7368254205,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,7536685.8883098429,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,7552011.9463173971,0.09090909090909091
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,7561012.5177169964,0.18181818181818182
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,7563866.1421294035,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,7586624.6792282481,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,7612126.2907404806,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,7650822.2574551124,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,7701307.7538931267,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,7718089.522007484,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,7726470.0664217491,0.09090909090909091
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,7735299.4271768071,0.09090909090909091
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,7751637.1593864327,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,7765573.7640033215,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,7807575.6647953177,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,7825759.8796023214,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,7860370.3930768315,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,7882415.3734112168,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,7919826.9207133055,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,7951889.2745413426,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,7973730.4568672972,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,7980770.8718245821,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,8002251.6016929401,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,8011065.0133967074,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,8020958.3265095837,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,8024710.5492406562,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,8030179.0258698007,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,8081475.505466247,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,8091420.1689050505,0.09090909090909091
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,8105803.9808799075,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,8125580.3330661375,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,8252302.7334262915,0.09090909090909091
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,8289959.6514995508,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,8293001.1477581738,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,8297311.5370075721,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,8303686.8965819366,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,8305862.5415305095,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,8313055.6635608161,0.09090909090909091
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,8323589.3675737167,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,8342895.8909107791,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,8387562.2058030963,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,8402762.2331052683,0.09090909090909091
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,8408214.0971551947,0.09090909090909091
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,8408971.4300071206,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,8416709.2852872312,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,8417806.8936897852,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,8420022.1155515984,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,8500909.7600231636,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,8506708.3895331714,0.09090909090909091
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,8519299.2713852655,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,8535746.4085066579,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,8538947.1681537535,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,8591772.3790080342,0.09090909090909091
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,8599784.2290253229,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,8620464.4293934666,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,8637472.4137694202,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,8644584.5123168677,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,8736333.0137295183,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,8746543.4727624059,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,8754131.8903266471,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,8777305.1116535533,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,8784257.5796403214,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,8786874.3374642618,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,8845174.6084711738,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,8864777.6386877745,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,8868686.444473587,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,8876751.5956481751,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,8887043.7354868557,0.18181818181818182
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,8916468.4969239812,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,8936027.2643361893,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,8973149.1322827898,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,8982127.0794040039,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,8988135.2009850834,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,9010662.4234841261,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,9022343.6964018475,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,9030835.0054575913,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,9098485.4546303656,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,9176649.5949851591,0.09090909090909091
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,9188479.129188858,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,9211519.2311152052,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,9215388.1067978442,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,9234088.5803075973,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,9302558.7720717881,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,9322155.1727230046,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,9364232.7574708331,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,9394165.9952796958,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,9403422.1076875832,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,9421097.9586502165,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,9426521.783632379,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,9440881.1452954933,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,9506864.5349333733,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,9512902.7395094894,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,9530568.2729137056,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,9542783.0661679972,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,9553264.8267868795,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,9609588.7542497218,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,9612382.590419773,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,9634817.4742283206,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,9651977.0150405429,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,9661625.513750283,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,9672020.8282212075,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,9690415.2462781202,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,9691179.4995171651,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,9695105.1042656265,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,9715663.1019407921,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,9748882.7414403781,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,9757289.1912370473,0.09090909090909091
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,9780273.572576439,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,9830300.3431963064,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,9877153.0982275605,0.09090909090909091
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,9888223.4543307424,0.09090909090909091
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,9915083.2232769281,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,9949668.1300935131,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,10065453.556685392,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,10104403.071989035,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,10139636.184160484,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,10144971.129922075,0.09090909090909091
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,10174573.340699242,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,10186284.277188316,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,10191063.038307646,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,10194582.738105914,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,10195487.249224776,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,10209688.406105673,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,10273508.744201304,0.09090909090909091
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,10283161.926983831,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,10286056.874642489,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,10439232.398857908,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,10452505.253250757,0.18181818181818182
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,10455194.175141357,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,10455281.827046454,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,10456130.043338683,0.09090909090909091
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,10473378.055405788,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,10547861.882718712,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,10585919.641990343,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,10587523.627804048,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,10587604.424279768,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,10662878.361945216,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,10692126.697284825,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,10771855.528306266,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,10771855.528306266,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,10792384.115694569,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,10821281.940003179,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,10885860.030637257,0.09090909090909091
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,10946870.02325738,0.09090909090909091
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,10990155.258660225,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,11007336.804152412,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,11012648.794671485,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,11020248.734990092,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,11055654.250673572,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,11067626.588315401,0.0
