猛听得金鼓响画角声震,0,猛听得金鼓响画角声震，
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,5770830.942896802,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,5830768.5230456879,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,5870614.2653105436,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,5911877.1827594945,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,5954899.2730141254,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,5996206.1717162216,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,6027208.7036600169,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,6060442.9928959701,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,6090917.8059646012,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,6102192.099936082,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,6108134.517175992,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,6142091.6072883327,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,6147100.7262259973,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,6149966.5375404051,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,6155154.3540095827,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,6170866.1581605338,0.1
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,6171833.0157757588,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,6174209.3854016438,0.1
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,6198785.1222870387,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,6206996.7157096695,0.1
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,6223932.5081097484,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,6233155.7370165121,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,6242083.8164726282,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,6332714.5741612054,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,6353515.7930418923,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,6355204.5345701091,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,6356611.7671052078,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,6372111.542381702,0.3
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,6375316.5079243667,0.1
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,6397363.4249781352,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,6402443.9533096226,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,6452581.8043829314,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,6481343.2497453559,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,6484518.959787881,0.1
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,6494353.8910023523,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,6547827.0322207157,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,6552273.1993611129,0.0
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,6569552.3203453002,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,6573610.6703298753,0.1
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,6658904.8131167563,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,6661374.5876264805,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,6661374.5876264805,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,6673828.7460215027,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,6683420.9881628454,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,6736928.1838977626,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,6774422.187756801,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,6779827.9620381929,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,6787570.2892924417,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,6788043.4131080909,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,6788117.1646682117,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,6813151.5500730323,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,6870609.4638541425,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,6988585.3375894642,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,7011556.0732567832,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,7026255.8816776183,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,7048307.412402737,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,7066755.1391760707,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,7106367.2828232618,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,7107121.4938820647,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,7141104.0286434004,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,7163203.3798412317,0.1
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,7234245.1235290384,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,7253076.7514521163,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,7264141.6632483676,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,7285618.9752700496,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,7297235.400920664,0.3
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,7318511.8410055283,0.1
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,7338729.8437824715,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,7365984.3344618175,0.1
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,7371069.2496416792,0.1
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,7432817.3333369344,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,7484280.469181397,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,7506778.5804766091,0.1
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,7517158.3690615883,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,7603281.8174115736,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,7633074.9692963148,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,7653872.2591496967,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,7657927.3322166977,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,7664269.7439272953,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,7700785.1174126146,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,7709872.6843647622,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,7726816.7007555552,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,7738580.870700703,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,7761837.3285553157,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,7772071.2843358088,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,7773475.0241189403,0.1
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,7777764.8990340661,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,7778273.9953987589,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,7784238.7345997635,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,7799797.3975800313,0.1
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,7822657.2632660437,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,7834604.384449332,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,7866920.5392272817,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,7869690.472137643,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,7883074.6593879024,0.1
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,7886841.0189502956,0.3
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,7908735.7072577262,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,7921486.9084222754,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,7922556.7696045544,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,7924602.9041999504,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,7928458.768401959,0.1
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,7929314.3005857999,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,7950001.9690352501,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,7975871.9826015923,0.1
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,7978889.7682286929,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,7985883.784290283,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,8004040.7916317936,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,8026132.1215190543,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,8026132.1215190543,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,8045908.1216499778,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,8081553.8528387807,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,8090134.6039661439,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,8091016.7190362951,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,8102921.4277810315,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,8112762.5552881071,0.1
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,8127893.4861536473,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,8168456.3736607255,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,8204910.2167332182,0.1
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,8213251.1501625581,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,8214819.0775436098,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,8224030.5735050179,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,8225717.7165502459,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,8226376.3394025881,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,8230581.5790124573,0.3
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,8244200.3225062517,0.2
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,8259892.2140992964,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,8262720.8948773397,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,8264261.5733012632,0.3
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,8283546.2056427831,0.1
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,8287296.215082149,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,8288159.2501434349,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,8304041.1892171251,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,8307234.2657900993,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,8345123.777617936,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,8377361.81715314,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,8400212.7694524247,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,8425488.4303572867,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,8436777.9096402917,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,8446053.2355597448,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,8451559.1797829922,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,8471098.8736604098,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,8480564.8665734362,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,8488728.6711109709,0.1
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,8498784.4623947516,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,8524305.0873571932,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,8536414.9067673143,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,8568229.1935735457,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,8568895.7239618674,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,8581384.150643887,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,8596137.5557464976,0.1
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,8627385.091635637,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,8629432.9520542994,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,8657579.0153076742,0.1
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,8707763.3208157681,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,8712213.2487925291,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,8744928.3620221261,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,8750724.7769695502,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,8764994.734971581,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,8770572.5851877835,0.1
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,8772910.2541073859,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,8773871.1830828488,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,8777180.3342802804,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,8789542.4367818888,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,8830062.56171773,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,8832076.1397034358,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,8836131.9509874098,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,8850403.0486690719,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,8870763.0475262441,0.1
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,8881711.6842672043,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,8892336.2769418079,0.1
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,8912395.4896402881,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,8936011.9847492613,0.1
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,8966800.1340388674,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,8981665.0710774753,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,8986247.9494963009,0.0
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,8987594.307522675,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,8996240.5062695313,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,9001115.0485824663,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,9003841.5669187158,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,9042977.3122433648,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,9049366.8905136492,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,9050578.0070598498,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,9053262.4594086073,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,9065178.0043713097,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,9081670.8259517215,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,9126919.934661204,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,9138136.8756990861,0.1
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,9173544.7091353908,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,9190987.4962936472,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,9200533.2164223958,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,9210377.2883558348,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,9212494.2036106624,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,9240459.7772351541,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,9261469.76756691,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,9300870.1083802376,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,9304322.4596579764,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,9307174.5895547662,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,9308948.9085879084,0.1
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,9310354.1880786251,0.2
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,9319956.826316772,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,9366245.7929310519,0.1
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,9366321.5258888807,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,9369207.835445933,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,9426573.6097359713,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,9428398.0301008951,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,9428866.8636027481,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,9435065.5593411792,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,9438335.1646234319,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,9467295.8556141555,0.0
