猛听得金鼓响画角声震,0,猛听得金鼓响画角声震，
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,9477393.8533319347,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,9479814.8785781041,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,9483139.3649401534,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,9495387.2309857458,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,9503067.4183138888,0.1
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,9545616.4786181264,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,9571778.133907849,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,9574183.9135873057,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,9594637.2058647964,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,9595526.2890742812,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,9602728.5965992101,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,9613480.2608811818,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,9640801.6135967989,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,9641977.0675999913,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,9657972.2408964746,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,9704841.0194461085,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,9713876.1792410016,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,9738839.5426813997,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,9742772.92907352,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,9752181.1700516865,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,9756879.6509364974,0.1
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,9758814.4630435407,0.1
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,9773575.0468487199,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,9779959.1277709287,0.1
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,9782875.840201363,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,9784143.70393016,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,9805391.1300238855,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,9819364.2579317912,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,9852030.1349917017,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,9852343.845864512,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,9876926.1173220165,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,9881386.101874385,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,9916903.249079695,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,9931379.6674076952,0.1
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,9931498.9309510887,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,9949334.095743984,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,9956816.7800226454,0.1
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,9960515.5607537124,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,9978078.9658762459,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,9981130.3633293137,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,10022775.685987502,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,10033375.953060945,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,10110668.013735924,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,10113488.718336174,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,10136021.831048623,0.3
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,10179181.730738048,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,10191948.670539744,0.1
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,10193734.809083205,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,10200026.050445054,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,10223036.41308843,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,10230364.618393382,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,10244328.63945128,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,10271804.147373138,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,10332772.568357406,0.1
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,10335328.658124637,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,10336031.935325256,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,10345713.126861179,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,10372907.103903852,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,10384758.869079322,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,10386780.044347489,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,10394308.468038322,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,10415960.909847332,0.1
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,10434351.451484412,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,10434351.451484412,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,10473128.536403632,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,10474076.222396985,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,10477114.338047577,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,10485015.417365901,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,10495980.789388245,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,10504314.043630905,0.1
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,10531763.206126707,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,10533780.124948805,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,10538231.664047442,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,10540615.562798301,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,10548083.321501702,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,10548982.544820257,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,10554764.381032664,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,10561373.107100671,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,10567228.91308553,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,10650821.149672402,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,10749528.373307738,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,10821629.353257589,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,10836090.63039453,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,10860298.820156025,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,10868556.721708812,0.1
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,10963639.936926086,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,10999520.147981742,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,11012571.326868013,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,11014535.706460552,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,11018806.485141722,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,11091236.04525391,0.1
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,11159145.84059611,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,11227013.360762579,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,11232670.983803898,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,11249185.227044109,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,11279032.344041426,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,11339939.040371304,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,11358238.962127797,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,11361230.458645156,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,11424593.790116748,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,11435154.627525192,0.1
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,11454381.41227081,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,11464136.131263971,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,11489057.344230963,0.1
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,11518909.037111307,0.1
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,11524008.629752697,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,11536076.234772529,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,11667256.954793459,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,11783634.716381814,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,11821766.028601501,0.1
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,11834002.015154969,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,11840284.49419941,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,11917962.006447975,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,11946001.370974328,0.3
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,11969970.965241726,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,12094924.675105989,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,12099607.811507719,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,12111621.06843337,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,12120909.998028953,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,12125304.216993768,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,12206349.965431953,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,12245475.522260278,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,12337581.79532891,0.3
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,12379622.461918496,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,12398349.598112538,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,12469435.259309875,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,12521393.467135008,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,12601115.869080137,0.1
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,12637283.543449985,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,12665420.103563366,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,12780165.497918079,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,12801946.295617485,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,12840051.723480437,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,13092289.579929374,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,13133267.434427578,0.2
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,13241762.415633848,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,13312510.713333471,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,13352786.429883184,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,13515836.678831678,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,13571412.861759137,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,13765260.031002091,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,13906688.425284551,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,13929208.936456554,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,13942115.750794984,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,14047461.642079152,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,14081059.572741646,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,14083213.941607984,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,14242573.907711418,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,14271473.733329084,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,14433365.018758914,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,14559785.310018979,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,14718606.010600267,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,14883489.745308775,0.1
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,15034630.462647097,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,15146041.941481149,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,15455758.351467913,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,15614092.430640796,0.2
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,15874585.929976201,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,15948875.325614609,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,16004179.928700529,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,16190538.013324771,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,16211071.242440104,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,16285248.721472874,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,16764041.112704886,0.1
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,16770320.151679209,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,17068084.972396292,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,17981719.751312647,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,19213806.711412352,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,19329761.475919284,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,20213738.3134018,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,21965713.30522063,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,24074495.737091519,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,24585801.274655972,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,35895518.339226559,0.1
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,1973207126.4445477,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,2003234566.4548965,0.2
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,2025669015.259079,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,2060987350.4615407,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,2223866453.5511894,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,2348050370.6204429,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,2352623922.1259437,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,2492258826.9280705,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,2533084812.9392219,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,2630422681.8176007,0.1
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,2652769545.9378605,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,2677655051.6946673,0.1
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,2736401194.568717,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,2749830725.6733661,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,2774527970.253159,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,2782843513.8673196,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,2827882578.3868685,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,2876251972.8356614,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,2876914170.7631688,0.1
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,2879526418.5768757,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,2902589593.8297954,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,2911056615.4622288,0.1
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,2941056247.3183665,0.2
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,2954499040.7209706,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,2979773706.7586422,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,3023778422.6597099,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,3078867646.6766825,0.2
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,3081993012.4520125,0.2
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,3083796694.1889358,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,3084475448.1667266,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,3106378138.2016077,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,3110962988.4936604,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,3144829418.965549,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,3147042738.4295664,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,3148569127.5217185,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,3153124864.4917383,0.1
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,3204807411.6992893,0.2
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,3210579647.3875489,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,3214514939.4819422,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,3229144262.9630766,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,3256654174.1649461,0.2
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,3256654174.1649461,0.2
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,3258751093.1047893,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,3266154127.0882258,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,3266154127.0882258,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,3271835022.7952056,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,3296145341.1630416,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,3296962009.9149575,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,3307812373.5827928,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,3307845729.7036338,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,3310673244.1568127,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,3317704063.9615746,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,3341189917.8641744,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,3347465063.0729213,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,3354405278.5638247,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,3365384129.7644124,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,3373497619.6619902,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,3382724894.6792374,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,3386435596.702857,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,3414675735.5410409,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,3424862187.872016,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,3451781772.0161934,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,3456454048.5739498,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,3460840713.6436162,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,3467271850.4658208,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,3475981251.1120872,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,3480133529.1360154,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,3499390468.8144803,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,3503813868.5339756,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,3506470412.4223771,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,3510534671.5082426,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,3516325099.7613354,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,3550811363.369133,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,3563273202.1253901,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,3580500192.9875417,0.1
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,3581288720.099031,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,3609823573.983355,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,3619606702.3097429,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,3621264769.5257392,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,3634474441.7052207,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,3639241393.9530363,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,3652262355.1031046,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,3654216963.5420766,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,3668109082.6856732,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,3680673601.2587738,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,3683161844.9561019,0.0
