何处悲声破寂寥,2,何处悲声破寂寥。
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,10594536.596077902,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,10601702.265495149,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,10609326.878924718,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,10650113.302427975,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,10654475.249552375,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,10673621.001814025,0.14285714285714285
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,10688736.628125066,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,10699027.977122409,0.14285714285714285
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,10728248.460664753,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,10749451.421849445,0.0
daxp-ZhiJianTa-WangJiangTing.xml_8,出二堂深施礼，,10751443.796469342,0.0
daxp-GuanShiYin-TianNvSanHua.xml_2,菩提树薝卜花千枝掩映，,10759051.278892411,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,10764927.344385412,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,10765477.652656205,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,10782794.477266578,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,10800372.536797306,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,10815465.377838736,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,10853168.355329068,0.0
daxp-ZhiJianTa-WangJiangTing.xml_6,低下头心生计，,10861932.661853641,0.0
daxp-GuanShiYin-TianNvSanHua.xml_6,满眼中清妙景灵光万丈，,10876808.588418933,0.0
daxp-GuanShiYin-TianNvSanHua.xml_4,绿柳枝酒甘露三千界上，,10887351.679073611,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,10895770.251662115,0.0
danbz-KanDaWang-BaWangBieJi.xml_1,我这里出帐外且散愁情。,10905985.503567224,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,10953988.151975758,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_6,奴似嫦娥离月宫。,10962169.139770042,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,10968508.2733368,0.0
daxp-ZhiJianTa-WangJiangTing.xml_1,长吁短叹语声低。,10972944.907971667,0.14285714285714285
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,11004268.608877294,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,11022137.535221905,0.0
daxp-JiaoZhangSheng-HongNiang.xml_4,这也算是一段风流佳话，,11032416.126040051,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,11052900.324988691,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,11094598.058158893,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,11119574.930767164,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,11122094.888755824,0.0
daxp-JiaoZhangSheng-HongNiang.xml_1,我步步行来你步步爬。,11135854.790885806,0.0
danbz-KanDaWang-BaWangBieJi.xml_2,轻移步走向前荒郊站定，,11183869.931005845,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,11227449.092874503,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,11234865.374272386,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,11237403.113976665,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,11260521.588119365,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,11289276.853812665,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,11298317.779626565,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,11307420.628412951,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,11311109.721834268,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,11332130.278301982,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,11382791.662188374,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,11442084.308865605,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,11448765.341825349,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,11472850.476997085,0.14285714285714285
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,11478942.950727634,0.0
danbz-KanDaWang-BaWangBieJi.xml_3,猛抬头见碧落月色清明。,11505332.337806258,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,11547353.863609502,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,11556564.230419863,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,11600095.442811705,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,11605744.828575766,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,11611220.432917528,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_0,海岛冰轮初转腾；,11645890.047525153,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,11662648.179162083,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,11671006.564181343,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,11678303.595805302,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,11703281.28838452,0.0
daspd-DuShouKong-WangJiangTing.xml_1,芳心寂寞有谁怜，,11759533.868990092,0.14285714285714285
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,11773539.131578101,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,11807177.153082155,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,11817814.693752106,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,11826412.047251612,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_2,那冰轮离海岛，,11827259.181909585,0.0
daxp-JiaoZhangSheng-HongNiang.xml_2,放大胆忍气吞声休害怕，,11887781.760629714,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,11915235.77951424,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_1,算当初曾经得几晌温存。,11962742.123023545,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,12028048.213629749,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,12029165.408568738,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,12066417.459028725,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,12067263.067919152,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,12132764.158488471,0.0
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,12142187.200878633,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,12143979.871026658,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,12151948.434988484,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,12161577.747943204,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,12206005.230524156,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,12224898.264993956,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,12224898.264993956,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,12303211.53504834,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,12362437.16301541,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,12375987.029210385,0.2857142857142857
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,12401566.81370745,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,12423217.69330807,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,12455244.325818894,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,12478364.419909276,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,12591583.169304626,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,12600796.376049493,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,12695894.916105157,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_4,皓月当空，,12721566.545043305,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,12745494.287702288,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,12815760.251568081,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,12882878.045331623,0.2857142857142857
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,12895127.394825783,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,12907369.81581758,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,12913742.125392377,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,12935276.81492616,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,12954529.864006495,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,12959546.245201323,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,13060834.834845072,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,13067028.634305049,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,13110850.129233094,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,13214525.188153196,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,13267772.009398786,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,13326339.365493841,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,13355035.159291005,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,13410627.82519632,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,13466292.642282924,0.0
daxp-ZhiJianTa-WangJiangTing.xml_0,只见他一封书信握手里，,13471148.527805246,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,13539532.487451406,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,13568040.815108772,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,13577408.655255724,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,13667008.857984198,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,13690383.119837411,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,13725913.369034763,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,13760147.765561422,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,13768044.733847484,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,13768044.733847484,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,13797848.877746753,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,13802732.188376566,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,13950608.441591445,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,13974696.606976325,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,13981908.968921198,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,14010491.030811943,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,14055650.894596919,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,14057289.140928717,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,14090547.914898986,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,14106754.770053452,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,14143608.390580889,0.14285714285714285
daspd-DuShouKong-WangJiangTing.xml_2,孀居愁苦泪洗面，,14150742.720085377,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,14197794.896901071,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,14214827.937052397,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,14254009.158488376,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,14281623.039319063,0.0
daxp-ZheCaiShi-SuoLinNang.xml_3,残生一线付惊涛。,14308162.98573547,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,14398391.097650187,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,14508802.491623575,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,14538685.931410743,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,14607241.639445538,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,14631596.670935133,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,14657513.954663225,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,14787978.098019371,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,14836653.168854238,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,14962935.209673021,0.0
daxp-GuanShiYin-TianNvSanHua.xml_7,催祥云驾瑞彩速赴佛场。,14964312.710842695,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,14977431.929783488,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,15254786.066640414,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,15287309.6712895,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,15290597.422859656,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,15335509.41992414,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,15339999.351009591,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,15342641.313542141,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,15425248.384164518,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,15445873.915458059,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,15469180.875912648,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,15470969.568653459,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,15539032.8662953,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,15582343.877048239,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,15598505.963497037,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,15630937.536458496,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,15664566.908748012,0.0
daxp-JiaoZhangSheng-HongNiang.xml_3,这件事倒叫我心乱如麻。,15804469.712821173,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,15811438.620980183,0.14285714285714285
daxp-JiaoZhangSheng-HongNiang.xml_0,叫张生隐藏在棋盘之下，,15816302.875500858,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,15833780.786836131,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,15920832.625530504,0.14285714285714285
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,16096336.753545174,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,16123613.642900664,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,16226403.766174249,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,16231733.300268672,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,16286091.074595785,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,16291356.109464971,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,16320838.736504547,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,16410776.644049879,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,16434410.174513604,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,16502013.076466607,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,16521894.382311868,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,16549595.929038012,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,16555064.480907677,0.14285714285714285
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,16634298.835918117,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,16758723.865350438,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,16911347.259507962,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,16970144.609241672,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,16988569.900779862,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,17071152.48472999,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,17079254.390063979,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,17214823.881584253,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,17400586.304961875,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,17496444.399210118,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,17496799.617780596,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,17520319.546539254,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,17526184.574928105,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,17715879.302144028,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,17877944.480164409,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,17886119.109224908,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,17983781.778698247,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,18001352.784450796,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,18066982.7541105,0.0
daxp-GuanShiYin-TianNvSanHua.xml_0,观世音满月面珠开妙相，,18087571.54877146,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,18396455.285635486,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,18399948.971513499,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,18596206.041249961,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,18597494.364764836,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,18706210.032620531,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,18788619.294919293,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,19196449.964635495,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,19484682.118730374,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,19531166.659430746,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,19597826.078826327,0.0
daxp-JiaoZhangSheng-HongNiang.xml_5,听号令且莫要惊动了她。,19736723.606309805,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,19834390.398360938,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,20162895.465974592,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,20175842.721221436,0.0
daxp-ZheCaiShi-SuoLinNang.xml_0,这才是人生难预料，,20878992.603903748,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,20911990.751513019,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,21419766.096693646,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,22109524.148532886,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,22275512.88012217,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,22275512.88012217,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,22367522.505146548,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,22398323.876311168,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,22449815.584935922,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,22601962.336986776,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,22649017.437543586,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,22718963.532851595,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,22929186.778270595,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,22929186.778270595,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,23063483.634248588,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,23663999.861091327,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,24099929.168736972,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,25478611.652387589,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,26624402.763618242,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,26977877.31088521,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,27176607.084581755,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,27206989.210351925,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,27748362.360885985,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,28468195.358084358,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,36765268.284014195,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,392561021.59138721,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,397995960.22762418,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,419293912.37301815,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,459661918.86917174,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,485385691.43655491,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,498302398.76956308,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,508097076.70030338,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,539209895.13905203,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,545497989.83738089,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,553236724.97962093,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,565039306.65005696,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,565039306.65005696,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,571089040.30957687,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,576654707.0861026,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,581453521.80374193,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,615180180.23173082,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,616510104.71683097,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,625040711.55781984,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,643205932.11133981,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,644820090.46008945,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,652652687.06560791,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,658446738.76455522,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,660127468.69240737,0.0
