满眼中清妙境灵光万丈,0,满眼中清妙景灵光万丈，
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,2968748287.5831537,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,2969256732.2279558,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,2971772516.0054655,0.1
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,2981216533.5482473,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,2981734424.0148005,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,2982205369.1665268,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,2989380058.3493195,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,2989962823.9205275,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,2992256233.1477313,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,2995446366.496345,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,2999640701.944788,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,3001397902.5519848,0.1
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,3013302835.5053644,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,3028779320.3038268,0.1
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,3042182307.7201018,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,3044553598.0003748,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,3054473915.3840699,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,3055854659.5771031,0.1
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,3063932715.8544612,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,3067887308.7388554,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,3070051056.1843109,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,3073339649.3437457,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,3078463108.328433,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,3078561007.7731137,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,3089264907.5443892,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,3092765454.0983438,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,3103112325.0862637,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,3104960261.5422029,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,3111788100.7911329,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,3112037107.6454129,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,3113120479.0386167,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,3114896814.547636,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,3115970170.390161,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,3117692000.4375162,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,3130323716.9020047,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,3156237217.9733176,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,3158151042.5416808,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,3163066649.2821517,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,3164576856.2100382,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,3169039510.5741358,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,3174172626.2772703,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,3179307844.7995358,0.1
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,3191852891.0465469,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,3194775994.3433833,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,3199655029.8846483,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,3199805731.5412111,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,3208948165.2506886,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,3211273348.0356274,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,3219925210.6261787,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,3239226611.1604462,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,3242587994.3413849,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,3248049542.3417444,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,3250406088.9177766,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,3254705310.2451286,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,3255776320.1484642,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,3261154581.3385587,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,3261431502.2551003,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,3265945527.5598722,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,3270845157.0831494,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,3271133933.0197382,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,3272132205.4344292,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,3274127062.5147972,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,3282608563.8824863,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,3287462812.2438245,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,3288032692.2336555,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,3306419228.6406546,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,3307122812.3576655,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,3310314970.8062987,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,3312934224.861867,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,3312969828.0682535,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,3313738392.6676164,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,3317658650.7228036,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,3318620890.7212076,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,3329531641.6617393,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,3340307742.0958061,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,3340621946.3292308,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,3341264743.5703096,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,3342801046.0225687,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,3351298077.9309402,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,3352086746.2994175,0.1
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,3355596393.9895673,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,3356389257.4474611,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,3358722388.0714693,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,3359813319.7751307,0.1
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,3365365549.4435601,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,3365969831.4978704,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,3386355264.3018975,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,3395614857.8925819,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,3396745063.7396755,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,3398773523.4647179,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,3398941195.1069803,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,3402156499.8201671,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,3406333528.4916997,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,3407534314.2990155,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,3412594313.6969562,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,3413006355.2400956,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,3414143764.739953,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,3431043973.6802812,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,3436589430.1378264,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,3442387941.4146571,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,3442696315.473587,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,3455041166.9971099,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,3455463701.64078,0.1
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,3456671114.4078035,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,3463377618.8018212,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,3464770192.3482862,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,3464949853.6721334,0.1
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,3465298983.1530938,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,3467798475.6194763,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,3473575098.4271259,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,3506438591.3138156,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,3521517354.4682469,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,3535498033.8122082,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,3541518169.910357,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,3547762031.0463376,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,3564703781.6609006,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,3569727095.4654078,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,3571047476.8586636,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,3574397724.9806032,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,3577757300.8962965,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,3581867621.4178605,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,3591775245.2531776,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,3595803734.1808381,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,3595845735.7597523,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,3601123851.8009424,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,3613919501.6880369,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,3631416940.8211656,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,3637288308.5086303,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,3648831110.6403298,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,3659697721.86379,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,3663881178.3655391,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,3675943787.5306296,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,3679865306.5964088,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,3700078671.1030002,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,3700078671.1030002,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,3711255143.7290525,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,3716014255.5458064,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,3728020222.7051411,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,3729451509.012279,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,3739433521.7148814,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,3742178481.5489006,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,3742931865.3039722,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,3744432293.2795434,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,3751618710.7301416,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,3761827241.6081271,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,3763240688.3964996,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,3766440737.9086614,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,3776400181.6740503,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,3786544376.4038076,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,3792601620.0267024,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,3855790039.7249336,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,3868742502.0675602,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,3875965077.4402561,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,3910589305.8963771,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,3947093235.468277,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,3947093235.468277,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,3950160948.2645512,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,3972486945.6995811,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,3991182114.1303263,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,4016742739.2397342,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,4017942328.5453305,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,4021759675.1542683,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,4081583998.0684605,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,4088711974.1586552,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,4128462677.6931834,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,4131007273.6159668,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,4137850961.6947837,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,4212126113.3402615,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,4230693410.2599387,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,4235337911.624156,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,4266861693.5997,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,4281256413.9966068,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,4378678115.8574333,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,4392760690.2397661,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,4440412861.7761383,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,4440412861.7761383,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,4459296422.959239,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,4470550307.0741901,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,4532110427.3973303,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,4545794426.9199514,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,4585552946.7955685,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,4594441779.5922146,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,4666094693.7823181,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,4692660822.4525614,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,4734201064.141036,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,4803671456.3554239,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,5007229338.4461355,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,5011864847.8209743,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,5190759177.2772369,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,5236573493.6693144,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,5319212929.0116796,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,5452725156.8352127,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,5523946588.6173801,0.1
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,7072261596.6130171,0.0
