满眼中清妙境灵光万丈,0,满眼中清妙景灵光万丈，
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,8678830.7250108663,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,8694665.5515570417,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,8695635.0589102451,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,8698496.6984455492,0.1
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,8720295.4784814436,0.1
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,8729843.3806856945,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,8732862.8950882033,0.1
danbz-BeiJiuChan-ChunGuiMeng.xml_1,算当初曾经得几晌温存。,8734104.4563845489,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,8764796.5728915781,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,8766577.2518708296,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,8788050.3194121011,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,8806690.2487124745,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,8807909.2966513038,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,8809409.1179729812,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,8834550.5777181238,0.0
danbz-KanDaWang-BaWangBieJi.xml_2,轻移步走向前荒郊站定，,8835089.4072350673,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,8848336.4653392285,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,8853020.4677970316,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,8858608.7340214606,0.1
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,8861547.7643258441,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,8872490.1702034418,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,8877771.0697744638,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,8895738.9380499348,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,8910985.9058570229,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,8925488.1197389271,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,8930381.774155695,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,8950759.6179816239,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,8981607.658193009,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,8989346.1151862908,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,8990361.8927651998,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,8995928.198909454,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_2,我不免去安排罗衾绣枕，,9015711.5244652461,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,9021381.9196948186,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,9058543.8452420998,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,9098237.3371524513,0.0
daspd-DuShouKong-WangJiangTing.xml_3,为避狂徒到此间。,9102824.7936055791,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,9111577.8653591033,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,9146442.2111457475,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,9151180.8615580667,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,9156616.8134356793,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,9157079.8026876226,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,9157762.9320753608,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,9169106.9573198054,0.1
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,9188869.8572183456,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,9189435.5468110163,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,9197877.8130387086,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,9204651.1149738021,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,9226242.0344400294,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,9263958.2993842922,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,9269099.3486906346,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,9272543.3376477491,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,9315771.2778047174,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,9318054.6828900799,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,9334081.3581687976,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,9337362.9707667511,0.0
daxp-ZhiJianTa-WangJiangTing.xml_0,只见他一封书信握手里，,9374319.14521157,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,9376278.5138940401,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,9376801.0924553722,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,9377045.5711303055,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,9385330.157440573,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,9390944.2922699079,0.0
daxp-ZhiJianTa-WangJiangTing.xml_2,何人来把书信寄？,9422437.627220761,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,9431587.0961138494,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,9435593.7509676237,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,9436730.8875966854,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,9445473.7601959594,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,9472892.4398873392,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,9473838.3968234025,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,9475873.349273406,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,9478347.3123764601,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,9490743.3407719154,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,9509714.961779777,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,9513972.4264226854,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,9518419.3956237826,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,9530548.6333263442,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,9558467.4419144187,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,9561457.2089446187,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,9579323.009557277,0.0
daxp-ZheCaiShi-SuoLinNang.xml_5,善果心花可自豪。,9616171.0450878423,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,9643129.9555428047,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,9649947.2707807049,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,9664275.5292670131,0.1
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,9664513.2854174804,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,9668915.4288367797,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,9742401.0364774894,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,9742683.2674122844,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,9758288.3850097023,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,9808085.1146492176,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,9808922.4353189114,0.0
daxp-ZhiJianTa-WangJiangTing.xml_4,莫不是平地风波起，,9848936.8853662424,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,9905043.0115480814,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,9910568.2962282579,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,9928556.4056366626,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,9932191.0217462685,0.1
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,9980563.2705423329,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,9981125.4439511225,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,9982850.9662455805,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,10002013.207753072,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,10018749.685387827,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,10050650.468979033,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,10052993.526848452,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,10089352.899274636,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,10097443.772713505,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,10104812.176408254,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,10117125.057636721,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,10120646.512302751,0.0
daxp-JiaoZhangSheng-HongNiang.xml_5,听号令且莫要惊动了她。,10158650.251965279,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,10166886.367310032,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,10180522.592263952,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,10203202.231130576,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,10206747.060849052,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,10249067.865639765,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,10265979.391500195,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,10271333.779861011,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,10302127.413632194,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,10312154.417401586,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,10329581.976181027,0.0
daxp-ZheCaiShi-SuoLinNang.xml_6,种福得福如此报，,10341144.486419365,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,10358295.934485748,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,10398679.047238996,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,10417721.016531941,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,10421080.921916418,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,10423680.476619467,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,10430450.653568216,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,10436718.178332772,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,10493032.965912422,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,10527382.901048634,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,10528998.366248557,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,10542610.452263072,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,10559139.636969188,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,10559402.560288364,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,10610635.258311117,0.0
daxp-GuanShiYin-TianNvSanHua.xml_4,绿柳枝酒甘露三千界上，,10623993.530090451,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,10626269.603327677,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,10631341.770803211,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,10673257.594605615,0.1
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,10738569.02844757,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,10771941.688228667,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,10794540.32988642,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,10818285.20576337,0.0
daxp-ZheCaiShi-SuoLinNang.xml_7,愧我当初赠木桃。,10820451.545681981,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,10835314.271130759,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,10858889.363995528,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,10859868.970011858,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_3,乾坤分外明，,10870518.057755902,0.0
daxp-ZhiJianTa-WangJiangTing.xml_7,何必独自就暗猜疑。,10900793.915586468,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,10933915.30474983,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,10934944.863669029,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,10941528.427141061,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,10987862.483647818,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,11033120.845506627,0.1
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,11037862.847769173,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,11128605.95718148,0.1
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,11165870.820547486,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,11193696.258255426,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,11221742.920516798,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,11226535.203409376,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,11413759.201885775,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,11419043.950649133,0.0
daxp-ZheCaiShi-SuoLinNang.xml_2,回首繁华如梦渺，,11468886.107682193,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,11470555.639296222,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,11497198.29430786,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,11535713.486304827,0.0
daxp-ZhiJianTa-WangJiangTing.xml_3,害得儿夫犯焦急；,11538175.301449729,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_0,海岛冰轮初转腾；,11572825.370860171,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,11634150.9778981,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,11654370.44074009,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,11720354.774062209,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,11773686.330637567,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,11810095.612074224,0.0
daxp-ZhiJianTa-WangJiangTing.xml_8,出二堂深施礼，,11817224.408230325,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,11822074.383307148,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,11834046.270074608,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_4,皓月当空，,11971010.722195834,0.0
daxp-JiaoZhangSheng-HongNiang.xml_4,这也算是一段风流佳话，,12046773.406273574,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,12089331.582198611,0.0
daxp-GuanShiYin-TianNvSanHua.xml_7,催祥云驾瑞彩速赴佛场。,12128493.677006055,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,12132638.534273712,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,12167680.160095572,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,12174207.06454934,0.1
daxp-GuanShiYin-TianNvSanHua.xml_3,白鹦鹉与仙鸟在灵岩神岘上下飞翔；,12211200.751532709,0.1
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,12217466.585250575,0.0
daxp-ZhiJianTa-WangJiangTing.xml_1,长吁短叹语声低。,12218541.889913559,0.0
danbz-KanDaWang-BaWangBieJi.xml_1,我这里出帐外且散愁情。,12233790.334151704,0.0
daxp-ZhiJianTa-WangJiangTing.xml_6,低下头心生计，,12312307.651903614,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,12347506.333403487,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,12425304.187566414,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,12461813.929660339,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,12461813.929660339,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,12544322.741577134,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,12570209.384243906,0.0
daxp-ZheCaiShi-SuoLinNang.xml_3,残生一线付惊涛。,12903475.144981299,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,12977018.584228573,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,13070509.300515603,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,13093429.233128045,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,13128227.112885969,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,13165156.015601307,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,13192287.119709345,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,13208107.018400075,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,13258689.107961098,0.0
daxp-JiaoZhangSheng-HongNiang.xml_2,放大胆忍气吞声休害怕，,13288910.89426329,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,13305519.726532081,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,13317827.24037753,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,13443730.842222836,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,13450186.285892982,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,13530560.528002677,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,13676848.23799176,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,13688133.818868833,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,13701516.809407352,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,13744772.138648838,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_4,原来是不耐烦已经睡困，,14048507.878406445,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,14082809.109786391,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,14207372.689091282,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,14221517.282230373,0.0
daxp-ZheCaiShi-SuoLinNang.xml_4,柳暗花明休啼笑，,14308127.818367597,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,14367683.686445709,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,14741101.414831243,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,14885524.194478476,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,14957271.234799417,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,15206488.052144665,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,15535917.861109816,0.1
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,15786412.467564117,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,15786412.467564117,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,16137105.2223695,0.0
daxp-ZheCaiShi-SuoLinNang.xml_0,这才是人生难预料，,16664366.197510527,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,16820642.544562552,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,17432002.969729062,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,17545049.937318351,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,18222119.456209183,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,18224783.111157633,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,18618352.91076478,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,22341671.697295506,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,22552054.352332741,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,1252113324.3607812,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,1282936769.2599826,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,1282936769.2599826,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,1359147645.1759372,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,1405436705.956661,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,1445046398.1516483,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,1445046398.1516483,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,1448103710.5521412,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,1493209681.8938019,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,1509292790.5663671,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,1511061446.8893542,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,1527572949.9508207,0.1
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,1542664054.4907522,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,1555420234.6110959,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,1558598034.755573,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,1560165204.6224117,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,1567503739.9201427,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,1568539837.8549211,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,1572617066.2028601,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,1585592572.7839255,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,1594454870.4324822,0.1
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,1594728166.8935614,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,1595848918.4490719,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,1608439790.7972546,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,1617913247.0148783,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,1641154273.8495903,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,1648536559.1439927,0.1
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,1664460031.1817443,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,1666031225.2068369,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,1667686341.2035069,0.0
