想当年桃花马上威风凛凛,0,想当年桃花马上威风凛凛，
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,10621983.244437907,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,10665981.970603121,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,10668028.0699604,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,10669935.09496526,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,10701920.343696835,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,10827066.87862636,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,10832191.070003161,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,10832191.070003161,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,10856419.939547809,0.09090909090909091
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,10879022.01938355,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,10909613.097938295,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,10987404.44535936,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,11004638.444702309,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,11070271.914341975,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,11083197.404290665,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,11083197.404290665,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,11113065.419866117,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,11230920.355029741,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,11380040.254579213,0.18181818181818182
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,11383528.53830287,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,11385083.668922516,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,11417321.788626127,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,11452381.663324963,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,11452381.663324963,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,11456880.881822478,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,11551885.732962351,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,11591916.876108257,0.18181818181818182
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,11610988.628127662,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,11642142.533575827,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,11643231.463273697,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,11704768.59700463,0.09090909090909091
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,11731162.690727469,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,11892854.561016731,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,11926193.007555714,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,11957440.621317379,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,11964514.724813683,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,11994285.8441836,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,12002804.117389036,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,12025550.810597714,0.18181818181818182
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,12073990.0781582,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,12093541.896914167,0.18181818181818182
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,12137708.153126288,0.09090909090909091
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,12179010.969982311,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,12268398.694806481,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,12297537.90457727,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,12340231.11021642,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,12421934.268679092,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,12591265.61487118,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,12591265.61487118,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,12637408.269008294,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,12647835.898619479,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,12652718.807120163,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,12673351.167561468,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,12751921.047370547,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,12771119.480259959,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,12799797.484080266,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,12806727.211535163,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,12829253.862145007,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,12915155.464382024,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,12933993.856989399,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,12943602.896117752,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,12945762.035922771,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,12951873.9974797,0.18181818181818182
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,13130741.427788736,0.09090909090909091
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,13171566.620762477,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,13294546.488735365,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,13383490.836224342,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,13433525.638979452,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,13435655.67260794,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,13444141.065680793,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,13478750.11695186,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,13537584.477866931,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,13556034.665393854,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,13597310.372079428,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,13675809.159331959,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,13697444.592380278,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,13719587.280032845,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,13743561.229106961,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,13800976.004095804,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,13839352.011834152,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,13857660.709768515,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,13880207.147027714,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,14128253.763391107,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,14150071.822489385,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,14217000.364389077,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,14244141.588003343,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,14287661.705608765,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,14350672.171256732,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,14423876.113526901,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,14441026.471368982,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,14588424.348137092,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,14631276.140836902,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,14678652.070931584,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,14689802.776868219,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,14709101.015475577,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,14716104.785383461,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,14777158.688220788,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,14782413.341027247,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,14898071.437145568,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,14965823.793535288,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,15027324.084265955,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,15045444.374417145,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,15071277.646932052,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,15094364.839601191,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,15131524.010460092,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,15139904.373577885,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,15297370.274928063,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,15297370.274928063,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,15378384.42389508,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,15393505.4535008,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,15401283.671149323,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,15507969.044304054,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,15568027.566705961,0.09090909090909091
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,15571105.549924249,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,15598876.644375445,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,15652267.194777075,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,15693667.150403844,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,15704140.379538082,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,15733453.923630375,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,15808074.255835121,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,15858167.597356087,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,15896221.874531481,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,15924772.441293767,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,15945946.120689172,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,15958980.934836799,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,15992776.744911969,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,16104984.728616765,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,16118872.402588043,0.09090909090909091
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,16138190.173228096,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,16257367.489287557,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,16282330.059720445,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,16315708.816955356,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,16409714.48262552,0.09090909090909091
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,16422224.140587321,0.09090909090909091
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,16436749.479705099,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,16474292.763739882,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,16576067.078953765,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,16576933.271081354,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,16595873.56204636,0.09090909090909091
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,16640033.715737684,0.09090909090909091
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,16640786.356810825,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,16769197.816304639,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,16783146.281203847,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,16859025.878910616,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,17056594.507210832,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,17119657.024922699,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,17218388.068445209,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,17231839.960012931,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,17271957.452345561,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,17284464.711213306,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,17422766.639136981,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,17440674.163938656,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,17520413.132539745,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,17608049.321453553,0.09090909090909091
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,17735897.893958986,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,17802100.116300575,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,17914251.440941203,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,17985432.366800271,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,17985887.709839605,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,18021828.252692096,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,18063044.096943449,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,18210599.968169328,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,18541337.719059363,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,18675350.581690386,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,18675350.581690386,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,18779013.757694375,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,19107277.751683787,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,19114063.826817878,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,19378869.78258238,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,19390952.270028181,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,19412954.556175385,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,19422916.378417209,0.09090909090909091
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,19709189.072481882,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,20000368.938170776,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,20316233.952010438,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,20884881.792488769,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,21157596.127953596,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,22408208.016275544,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,22910947.120141663,0.09090909090909091
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,24304480.507382344,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,25200147.126331549,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,26151031.836492613,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,27670457.882123124,0.09090909090909091
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,29204110.410294808,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,889232560.02250481,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,893792817.72950649,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,952039425.35825288,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,1019956209.9773592,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,1032587784.1093707,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,1071168045.9130194,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,1080910020.2539091,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,1095942204.415617,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,1097781745.0483994,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,1107087611.6167114,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,1110553258.0520015,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,1118930841.2377019,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,1126559975.0886376,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,1144619589.7437754,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,1156016644.3582368,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,1160866484.8137546,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,1161667110.5058415,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,1163107106.281373,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,1180493036.8874898,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,1189839130.3585358,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,1213425095.6470754,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,1224431444.3835776,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,1250788625.3326828,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,1254169559.1743858,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,1267678901.1849177,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,1268378607.8158419,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,1269761646.7652993,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,1270997276.4306645,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,1276080081.3603692,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,1285513780.4219284,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,1287470256.8232925,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,1293274160.5702271,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,1295032869.247678,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,1295395312.7727253,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,1300055305.0592053,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,1306269545.6866701,0.09090909090909091
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,1311277697.0716143,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,1321392388.8791399,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,1326893786.3108964,0.09090909090909091
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,1331196606.3318794,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,1337637848.5269954,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,1342979042.5972784,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,1370374004.6869676,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,1375439811.5070195,0.18181818181818182
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,1393784385.3221459,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,1407678051.6673849,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,1409156723.2335021,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,1411908641.0851374,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,1413060588.1577129,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,1415718757.5988264,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,1426283034.0887442,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,1426863751.354434,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,1452674909.097801,0.18181818181818182
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,1452674909.097801,0.18181818181818182
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,1455663291.979548,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,1459117540.0594523,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,1471120561.0964038,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,1475362889.1761842,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,1490481639.8992593,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,1493552058.525233,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,1503116132.645052,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,1504021040.7169194,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,1511365073.9712322,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,1522086855.5289211,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,1533922480.0048859,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,1537717968.1651812,0.09090909090909091
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,1537758885.2718103,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,1556530112.0839036,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,1556530112.0839036,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,1562485004.3800108,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,1563599682.0974333,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,1564000526.1199934,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,1566241968.4736576,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,1568347046.8693533,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,1576167504.47545,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,1584293979.1750963,0.0
