见玉兔玉兔又早东升,1,见玉兔（哇）玉兔又早东升。
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,7253164.699178596,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,7259469.9078822481,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,7260192.9028741317,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,7278582.8470672583,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,7317619.8319150954,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,7318735.9737084359,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,7328005.3622166244,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,7359152.9129227055,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,7369555.021806513,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,7405261.8370660236,0.1111111111111111
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,7406973.5234265905,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,7407707.6542358929,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,7433853.4058551267,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,7441184.4336608313,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,7504791.9828279,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,7514065.6724447915,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,7518136.2564436924,0.0
daxp-ZhiJianTa-WangJiangTing.xml_9,相公你为何不歇息？,7536651.5155009851,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,7565654.6410191413,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,7566953.2113798568,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,7576005.5124755772,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,7579747.8966937084,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,7582291.7169989329,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,7632900.83790447,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,7639906.1912458036,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,7668119.6167332698,0.0
daxp-GuanShiYin-TianNvSanHua.xml_7,催祥云驾瑞彩速赴佛场。,7684012.9810737288,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,7697666.3369283564,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,7701618.9129905449,0.2222222222222222
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,7705178.5750806322,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,7734816.3378208773,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,7754122.6043991745,0.1111111111111111
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,7775701.099394273,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,7792252.5808857856,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,7792739.7100019436,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,7806860.512577015,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,7813665.965062554,0.0
daxp-ZhiJianTa-WangJiangTing.xml_0,只见他一封书信握手里，,7816966.9844866786,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,7817117.3615279105,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,7819693.6860956457,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_3,莫负他好春宵一刻千金。,7853582.3306553075,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_5,待我来搀扶（哇）你重订鸳盟。,7861865.6947317477,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,7906555.3794406895,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_2,我不免去安排罗衾绣枕，,7928181.743313591,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,7931415.4440651303,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,7963501.8358261911,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,7971458.8752543069,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,7977913.2787444815,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,8011899.5004509166,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,8014002.1178722242,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,8026377.1595842773,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,8035167.5416821325,0.0
daxp-GuanShiYin-TianNvSanHua.xml_3,白鹦鹉与仙鸟在灵岩神岘上下飞翔；,8063384.4584261151,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,8083385.1360645024,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,8095054.5361430617,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,8110989.6699483758,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,8121020.1569731226,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,8156937.0832468327,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,8176303.336955281,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,8196596.65502406,0.1111111111111111
danbz-KanDaWang-BaWangBieJi.xml_0,看大王在帐中和衣睡稳，,8207003.730546521,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,8209647.9865429355,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,8235705.3836150272,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,8253177.4964656057,0.0
daxp-ZhiJianTa-WangJiangTing.xml_1,长吁短叹语声低。,8290385.4576440901,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,8296695.9135169741,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,8321121.4614550164,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,8337000.1247112155,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,8345020.193996828,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,8361934.1975437645,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,8366784.4680549754,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,8393860.8713410217,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,8413066.6267991811,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,8414761.5621538106,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,8432197.685148403,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,8477903.552595336,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,8506425.5379629098,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,8507960.0548867621,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,8522181.5432956871,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,8570734.9370978661,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,8574819.2742005847,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,8591532.3229800183,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,8611121.9053147398,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,8630250.867169736,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,8639337.9982358199,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_6,奴似嫦娥离月宫。,8703406.627462266,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,8715921.7667063698,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,8719695.8621929474,0.2222222222222222
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,8741492.9930443373,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,8763091.2391197365,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,8768269.9587613903,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,8775426.4154483937,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,8780614.844428977,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,8787423.5763492808,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,8819821.4074676931,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,8826534.295616312,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,8852457.8433777299,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,8892861.8211485166,0.1111111111111111
daxp-GuanShiYin-TianNvSanHua.xml_5,好似我散天花就纷落十方；,8906372.416573124,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,8985966.047657745,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,8991706.7527933288,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,9037881.6725416053,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,9055303.2147172391,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,9102269.6187086646,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,9155333.3388248999,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,9231721.3559135199,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,9255645.2570040207,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,9288918.7969036363,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,9405515.2767438367,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,9413196.0857213605,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,9419204.6187534705,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,9470512.5640416034,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,9483380.9675961081,0.1111111111111111
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,9542948.5528390016,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,9551118.8449998554,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,9669726.2160031945,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,9699989.7625475377,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,9735082.5637894664,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,9744960.6758478936,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,9754098.3220945615,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,9759440.8778435308,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,9773434.8487025257,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,9773434.8487025257,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,9809579.2333123256,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,9822483.338043144,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,9826152.7608251907,0.0
daxp-ZheCaiShi-SuoLinNang.xml_7,愧我当初赠木桃。,9829466.6775412671,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,9899032.568193458,0.2222222222222222
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,9955002.5581246633,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,9965252.8386909924,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,9979460.6371048186,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,10016154.399160614,0.0
daxp-GuanShiYin-TianNvSanHua.xml_2,菩提树薝卜花千枝掩映，,10039072.420651311,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,10050843.51121719,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,10074409.01723705,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,10295262.80089571,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,10349690.503566457,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,10352392.822274383,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,10366916.970555048,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,10408810.610520752,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,10423209.232973607,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,10461959.519219795,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,10461959.519219795,0.0
daxp-ZhiJianTa-WangJiangTing.xml_6,低下头心生计，,10463268.449493447,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,10466882.530820116,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,10490861.712567035,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,10580286.454452775,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,10591146.475596303,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,10635211.332755709,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,10684870.072601495,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_4,原来是不耐烦已经睡困，,10737130.971731547,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_1,算当初曾经得几晌温存。,10811485.766630311,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,10832508.636521142,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,10847766.273111027,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,10875002.0376464,0.1111111111111111
daxp-ZhiJianTa-WangJiangTing.xml_8,出二堂深施礼，,10988779.235073766,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,11043861.74424598,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,11083303.638306271,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,11180871.872620471,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,11245732.131918386,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,11257624.694831999,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,11276838.880290264,0.2222222222222222
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,11390870.598352816,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,11399982.333094245,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,11461168.216082904,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,11465394.730587238,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,11476657.485182209,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,11499731.701281197,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,11502904.027388228,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,11556835.13484171,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,11561438.664301854,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,11707880.62381435,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,11823222.601632209,0.0
daxp-ZheCaiShi-SuoLinNang.xml_1,不想团圆在今朝。,11823222.601632209,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,11862300.943308072,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,11939180.126533497,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,11957836.582518609,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,12012593.80865052,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,12087370.180667374,0.0
daxp-ZhiJianTa-WangJiangTing.xml_2,何人来把书信寄？,12158229.931865785,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,12193346.389252923,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,12207350.596636795,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,12224343.307416108,0.0
daspd-DuShouKong-WangJiangTing.xml_3,为避狂徒到此间。,12283091.507968584,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,12376809.785178429,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,12382365.055306971,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,12388150.385045215,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,12515832.240774559,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,12566143.413430158,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,12574675.098045891,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,12608396.074453358,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,12612604.972632518,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,12657775.683853179,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,12727601.170329709,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,12735838.029300772,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,12764226.295299672,0.0
daxp-GuanShiYin-TianNvSanHua.xml_4,绿柳枝酒甘露三千界上，,12832183.216325443,0.0
danbz-KanDaWang-BaWangBieJi.xml_1,我这里出帐外且散愁情。,12834001.298691619,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,12905111.530429415,0.0
daxp-ZheCaiShi-SuoLinNang.xml_0,这才是人生难预料，,12981630.434844669,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,13003222.121352933,0.0
daxp-ZhiJianTa-WangJiangTing.xml_4,莫不是平地风波起，,13200607.608835302,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,13221893.249572659,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,13265100.30854216,0.0
daxp-ZhiJianTa-WangJiangTing.xml_3,害得儿夫犯焦急；,13409521.051683664,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,13417839.119485497,0.1111111111111111
daxp-JiaoZhangSheng-HongNiang.xml_4,这也算是一段风流佳话，,13456382.691182435,0.0
daxp-JiaoZhangSheng-HongNiang.xml_2,放大胆忍气吞声休害怕，,13497464.238287374,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,13500783.952705786,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,13539509.330061048,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,13612098.055490145,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,13708064.386262663,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,13766926.941208065,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,13823305.892561536,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,14001501.60312042,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,14077857.907681918,0.0
daxp-ZheCaiShi-SuoLinNang.xml_6,种福得福如此报，,14101985.832210023,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,14130880.49234686,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,14205289.549594544,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_4,皓月当空，,14259825.657863213,0.0
daxp-ZheCaiShi-SuoLinNang.xml_5,善果心花可自豪。,14361026.22250784,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,14499313.753789438,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,14519991.715947181,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,15002936.915461823,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,15114366.449385693,0.1111111111111111
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,15252653.757766562,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,15252653.757766562,0.0
daxp-ZheCaiShi-SuoLinNang.xml_2,回首繁华如梦渺，,15691609.027795408,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,16113143.191686818,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,16641316.168311996,0.0
daxp-ZheCaiShi-SuoLinNang.xml_4,柳暗花明休啼笑，,17144332.647716615,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,17775851.253979042,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_3,乾坤分外明，,18772976.966419056,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,18808957.333204273,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,27066767.143278878,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,1272628932.849942,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,1345957486.7728887,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,1459561886.4897845,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,1471500824.0621464,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,1482893617.0165818,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,1521293589.5752425,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,1540387392.7280526,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,1541083090.5947225,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,1544694149.2199934,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,1545491875.3753211,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,1556416170.2121723,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,1574808797.2436123,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,1591687633.2232549,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,1609070997.1165516,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,1618332957.5861552,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,1626328569.5516255,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,1641184400.3446391,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,1651879339.3474743,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,1684690324.1870518,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,1698184993.5320463,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,1721966403.4395909,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,1751670903.5842378,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,1755191203.5762835,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,1773226099.2443001,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,1777882174.2297299,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,1783946346.6265218,0.0
