见玉兔玉兔又早东升,1,见玉兔（哇）玉兔又早东升。
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,1784243199.2064331,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,1789035183.2037284,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,1789035183.2037284,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,1789437710.8456869,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,1791384707.5637252,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,1806183715.9099114,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,1818543706.3164265,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,1826084144.7550662,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,1830111245.0867169,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,1837240298.4024289,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,1838479367.5186834,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,1847843225.8863323,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,1853386767.5746686,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,1857013895.2763195,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,1883381257.1692133,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,1887411720.9698043,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,1890654390.6325099,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,1898225595.0141759,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,1908819716.5398321,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,1908971697.94315,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,1913551599.4027231,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,1923963783.5501072,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,1926953724.8714387,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,1931552694.6448808,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,1955913702.3434513,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,1964044865.9129889,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,1965111819.0928557,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,1965111819.0928557,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,1966867868.1539872,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,1979538215.2933018,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,1994516640.3845134,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,2001741755.4262371,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,2012793226.8072104,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,2017616656.8382239,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,2026318123.8465855,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,2042892328.3092494,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,2044975014.4621544,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,2046915683.4004292,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,2051849155.6255565,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,2062622412.9642878,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,2066820717.1632788,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,2070976648.6863153,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,2073858163.7532282,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,2078782426.3944421,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,2094885441.9987278,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,2103482678.3649845,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,2110326192.4220195,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,2118671980.0653467,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,2120022589.2492669,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,2120528796.0258708,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,2126647313.626332,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,2135095162.6800764,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,2143665333.7142215,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,2146212697.9689226,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,2148596349.3458238,0.1111111111111111
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,2150810238.8662705,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,2153644325.249341,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,2155025247.6666226,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,2158701758.762166,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,2160464635.0818324,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,2167999872.8921833,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,2171047393.1426435,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,2171684891.0077729,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,2176775651.1216187,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,2191585218.0929999,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,2194459720.426198,0.1111111111111111
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,2195600505.8934455,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,2195913253.0247169,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,2197005604.9009142,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,2198850238.5168138,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,2200311205.6900258,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,2209726141.7801189,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,2214844830.9575324,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,2218177802.3288279,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,2218721040.2193642,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,2223533338.8588142,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,2224620312.4073515,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,2229925084.7237535,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,2238772968.0168562,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,2240467404.9458337,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,2245292686.4765205,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,2246811442.2332749,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,2249901576.6629887,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,2251497944.3291974,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,2255185338.6348071,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,2256098981.4471908,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,2265028694.543663,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,2271716330.4232841,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,2273948644.2812123,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,2274655276.6171722,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,2276025777.3410835,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,2277269598.7161489,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,2285922808.5672245,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,2302028330.2388878,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,2305379582.2180376,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,2305621158.6226373,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,2311138013.2076049,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,2312690426.0288877,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,2324378304.0990796,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,2334665446.1251769,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,2338475712.2365828,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,2344784417.4698448,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,2344784417.4698448,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,2350708787.3814273,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,2352855002.6593471,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,2358618072.1979175,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,2365288861.351191,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,2377653896.9221458,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,2386302294.462214,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,2408234740.712275,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,2414160887.2289443,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,2425379254.6985083,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,2433343515.1258211,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,2438079110.9505668,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,2442136680.4785962,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,2442615582.2800241,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,2443980276.403192,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,2447202204.9738379,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,2447850044.0656233,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,2465255507.934063,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,2474081200.168776,0.1111111111111111
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,2479022896.7561488,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,2486103696.4879417,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,2491428690.3623056,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,2492468866.8839235,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,2513680069.7316637,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,2515899703.2029357,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,2518127806.7285056,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,2532714108.1076741,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,2534668535.2020836,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,2549077014.375906,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,2550561961.4398403,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,2552008631.3839211,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,2555762181.5765867,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,2557001282.9140916,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,2558339636.1547346,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,2560555534.1609793,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,2564430343.5351205,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,2569032418.0280685,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,2571371364.4961219,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,2581180581.076158,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,2582083165.9371843,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,2582083165.9371843,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,2585940063.6931238,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,2594335443.2280526,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,2599716336.4128251,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,2600067485.3777533,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,2608725007.0282745,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,2609158678.7707477,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,2609345805.1577735,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,2611875624.0638676,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,2613718010.7685657,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,2613771141.4650674,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,2615174009.0060153,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,2615605957.1632218,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,2616645950.4170909,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,2616781871.0555077,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,2617414576.2437162,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,2620573869.1923261,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,2624933135.478898,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,2627060271.9915271,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,2631016062.0088577,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,2635987343.7225966,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,2649275720.4943247,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,2655634481.7734809,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,2656352072.7055111,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,2657672001.5380549,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,2661503643.020473,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,2662726939.6188049,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,2663065329.9355831,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,2675354602.0071216,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,2676353720.2621284,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,2677113577.0009618,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,2680319630.5323091,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,2683458400.7804031,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,2685470475.2488651,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,2687910440.5677853,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,2691203064.9604521,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,2691936523.3136821,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,2709709920.6809597,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,2711420963.7951832,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,2713370501.0846338,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,2717136338.9067717,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,2722151087.7659583,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,2735284115.3113217,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,2736568700.4381604,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,2756406046.1750612,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,2761356908.2868242,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,2765253907.4105611,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,2768820108.8380318,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,2770853274.3754506,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,2771213367.9104533,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,2771524125.0247192,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,2778676481.7126255,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,2778676481.7126255,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,2781070547.501018,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,2789899625.4528689,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,2791146873.0219612,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,2792279336.6972814,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,2797970694.5557642,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,2811752270.7098832,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,2812178337.3347363,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,2814331554.9437103,0.2222222222222222
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,2816534494.8268824,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,2826243143.6021786,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,2830019217.8597646,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,2830183260.7928567,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,2839953914.7694688,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,2844580516.0350251,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,2851257497.4013262,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,2852138842.3711805,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,2857521862.5176239,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,2861583879.8672867,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,2866894656.4984641,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,2866894656.4984641,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,2872238092.0465436,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,2877164678.9960489,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,2888321613.6369443,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,2891559804.5008116,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,2894136105.9900274,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,2902599136.5501976,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,2903361461.0427208,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,2907252901.0670967,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,2914076971.6809893,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,2915589578.0574241,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,2916176530.5115643,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,2920422136.3090267,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,2931608143.5096054,0.1111111111111111
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,2932965535.5110703,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,2946137330.7697959,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,2946398871.2715487,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,2967764108.4432006,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,2972628206.9936175,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,2978719893.4836092,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,2979014391.2759833,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,2983939401.0903897,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,2990924850.7958608,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,3003012647.9618273,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,3004528468.7389927,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,3017188320.5488958,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,3019015060.8071275,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,3030950918.1655302,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,3033779532.8351679,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,3037870818.0841203,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,3041726663.4222307,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,3046001802.6265373,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,3048487809.9235258,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,3051895420.7438164,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,3063182843.6187358,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,3067206044.8750868,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,3078504122.267458,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,3108822494.1230936,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,3114559410.1686192,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,3115697739.6751304,0.0
